,descricao,a,b,c,d,e,src
17," A negação lógica da afirmação condicional “se Ana adoece, então Pedro fica triste” é: ","se Ana não adoece, Pedro não fica triste. ","se Ana adoece, então Pedro não fica triste. ",Ana adoece ou Pedro não fica triste. ,Ana adoece e Pedro não fica triste. ,"se Pedro fica triste, Ana adoece",/questoes-de-concursos/questoes/58e2b846-4a
18, A negação de “y &gt 7 ou y &lt 3” é: ,y ≤ 7 e y ≥ 3,se y &lt 7 então y &gt 3,y &lt 7 e y &gt 3,y ≤ 7 ou y ≥ 3 ,se existe y ≤ 7 então y &lt 3.,/questoes-de-concursos/questoes/65117802-49
19," A negação da afirmação condicional “Se Carlos não foi bem no exame, vai ficar em casa” é: ","Se Carlos for bem no exame, vai ficar em casa.",Carlos foi bem no exame e não vai ficar em casa.,Carlos não foi bem no exame e vai ficar em casa.,Carlos não foi bem no exame e não vai ficar em casa.,Se Carlos não foi bem no exame então não vai ficar em casa.,/questoes-de-concursos/questoes/bf27646d-36
20," A negação lógica da afirmação – ‘Se acabou a energia elétrica ou não tive tempo, então fui trabalhar com a roupa amassada’ –, é: "," Acabou a energia elétrica, e não tive tempo, e não fui trabalhar com a roupa amassada. "," Se não acabou a energia elétrica e tive tempo, então não fui trabalhar com a roupa amassada. "," Se não fui trabalhar com a roupa amassada, então tive tempo e não acabou a energia elétrica. ","Não acabou a energia elétrica e tive tempo, e fui trabalhar com a roupa amassada."," Acabou a energia elétrica ou não tive tempo, e não fui trabalhar com a roupa amassada. ",/questoes-de-concursos/questoes/e79b4bf5-33
21, ‘Gosto de ouvir clássicos e amo cantar forró ou troco isso por uma praia’. Uma afirmação que corresponda à uma negação lógica dessa afirmação é ,"Não gosto de ouvir clássicos e amo cantar forró, e troco isso por uma praia.","Gosto de ouvir clássicos e não amo cantar forró, e troco isso por uma praia.",Não gosto de ouvir clássicos e não amo cantar forró ou não troco isso por uma praia.,"Não gosto de ouvir clássicos ou não amo cantar forró, e não troco isso por uma praia.",Gosto de ouvir clássicos e amo cantar forró e não troco isso por uma praia.,/questoes-de-concursos/questoes/444a19d8-33
22," Considere a afirmação: ‘Se administro o remédio nos intervalos previstos e ofereço nas quantidades corretas, então o paciente está bem cuidado.’ Uma afirmação logicamente equivalente a ela é ",Não administro o remédio nos intervalos previstos ou não ofereço nas quantidades corretas e o paciente não está bem cuidado.,Não administro o remédio nos intervalos previstos e não ofereço nas quantidades corretas ou o paciente não está bem cuidado.,"Se o paciente não está bem cuidado, então não administro o remédio nos intervalos previstos ou não ofereço nas quantidades corretas.","Se o paciente está bem cuidado, então administro o remédio nos intervalos previstos e ofereço nas quantidades corretas.",Administro o remédio nos intervalos previstos ou ofereço nas quantidades corretas e o paciente está bem cuidado.,/questoes-de-concursos/questoes/44467fa0-33
23," Considere as afirmações e o respectivo valor lógico atribuído a cada uma delas. I. Ada é alegre e Bete é amigável. Afirmação FALSA. II. Carla é faladora ou Dina é compreensiva. Afirmação VERDADEIRA. III. Se Ada é alegre, então Dina é compreensiva. Afirmação FALSA. IV. Bete é amigável ou Elen é calada. Afirmação VERDADEIRA. A partir dessas informações é correto afirmar que ",Bete é amigável.,Dina é compreensiva. ,Elen é calada.,Ada não é alegre.,Carla não é faladora.,/questoes-de-concursos/questoes/4435fed1-33
24, Uma afirmação que corresponda à negação lógica a afirmação: “Todos os amigos foram embora e não sobrou o que comer”. ,"Se os amigos foram embora, então sobrou o que comer. ",Todos os inimigos foram embora e há o que comer.,Pelo menos um amigo não foi embora ou sobrou o que comer.,"Alguns amigos foram embora, e sobrou o que comer.",Nenhum amigo foi embora e sobrou o que comer.,/questoes-de-concursos/questoes/beeedd13-32
25," Se Milton ou Tomas, apenas um deles, é administrador judiciário, então Valéria é policial. Sabendo-se que Valéria não é policial, conclui-se, corretamente, que ",Milton e Tomas não são administradores judiciários.,Apenas Tomas não é administrador judiciário. ,Apenas Milton não é administrador judiciário.,"Milton é administrador judiciário se, e somente se, Tomas também for. ","Milton não é administrador judiciário se, e somente se, Tomas também não for. ",/questoes-de-concursos/questoes/b7c2aa3e-32
26," Considere a seguinte afirmação: Se Ana e Maria foram classificadas para a segunda fase do concurso, então elas têm chance de aprovação. Assinale a alternativa que contém uma negação lógica para essa afirmação. "," Se Ana e Maria não foram classificadas para a segunda fase do concurso, então elas não têm chance de aprovação. ", Ana ou Maria não têm chance de aprovação e não foram classificadas para a segunda fase do concurso. ," Se Ana ou Maria não têm chance de aprovação, então elas não foram classificadas para a segunda fase do concurso. "," Ana e Maria foram classificadas para a segunda fase do concurso, mas elas não têm chance de aprovação. "," Se Ana ou se Maria, mas não ambas, não foi classificada para o concurso, então ela não tem chance de aprovação. ",/questoes-de-concursos/questoes/b7b33db4-32
27,none,none,none,none,none,none,/questoes-de-concursos/questoes/e4cdab4e-2a
28, Assinale a alternativa que corresponde à negação de “Todos os analistas de tecnologia da informação são bons desenvolvedores”. ,Pelo menos um analista de tecnologia da informação não é bom desenvolvedor. ,Nenhum analista de tecnologia da informação é bom desenvolvedor.,Todos os analistas de tecnologia da informação não são bons desenvolvedores. ,Alguns analistas de tecnologia da informação são bons desenvolvedores. ,Todos os desenvolvedores não são analistas de tecnologia da informação. ,/questoes-de-concursos/questoes/3a5a7f18-24
29," Assinale a alternativa que é logicamente equivalente à sentença “Se Manoel instalou a rede de computadores, então Joaquim configurou a rede de computadores”. ",Manoel instalou a rede de computadores ou Joaquim configurou a rede de computadores. ,Manoel instalou a rede de computadores ou Joaquim não configurou a rede de computadores. ,"Se Joaquim não configurou a rede de computadores, então Manoel não instalou a rede de computadores.","Se Manoel instalou a rede de computadores, então Joaquim não configurou a rede de computadores. ","Se Manoel não instalou a rede de computadores, então Joaquim não configurou a rede de computadores.",/questoes-de-concursos/questoes/3a5733ba-24
30, A negação de “hoje é quarta-feira e amanhã não corro” é: ,hoje é quarta-feira ou amanhã corro.,hoje não é quarta-feira ou amanhã corro.,hoje não é quarta-feira nem amanhã corro.,hoje não é quarta-feira e amanhã não corro.,hoje não é quarta-feira então amanhã corro.,/questoes-de-concursos/questoes/e3382fb4-1f
31, A negação de: “Juliana comprou um celular e foi ao shopping com Rodrigo” é: ,Juliana não comprou um celular e não foi ao shopping com Rodrigo.,Juliana não comprou um celular ou não foi ao shopping com Rodrigo.,Juliana não comprou um celular e foi ao shopping sozinha.,Juliana comprou um celular. mas não ‘foi ao shopping com Rodrigo.,Juliana não comprou um celular e não foi ao shopping. ,/questoes-de-concursos/questoes/5f719989-1e
32," João e Maria são assistentes administrativos, trabalham no CAU/BR, se a chefia imediata de ambos fez a seguinte afirmação: se João gozará de suas férias em janeiro, então Maria gozará de suas férias em fevereiro. Do ponto de vista da lógica matemática, qual é a negação dessa proposição? ","Se João não gozará de suas férias em janeiro, então Maria gozará de suas férias em fevereiro. ","Se João não gozará de suas férias em janeiro, então Maria não gozará de suas férias em fevereiro. ","Se João gozará de suas férias em janeiro, então Maria não gozará de suas férias em fevereiro. ",João gozará de suas férias em janeiro e Maria não gozará de suas férias em fevereiro. ,João não gozará de suas férias em janeiro ou Maria não gozará de suas férias em fevereiro. ,/questoes-de-concursos/questoes/2ba9d88f-19
33," A proposição – Se João é contador, então ele é inteligente – tem como uma equivalente a proposição ",João não é inteligente e não é contador,João é contador e é inteligente. ,"Se João é inteligente, então ele é contador. ","Se João não é inteligente, então ele não é contador.",João é inteligente ou é contador.,/questoes-de-concursos/questoes/9d8d3ab6-14
34," A negação de ""Jorge é motorista e Cláudia é dona de casa” é: ","Se Jorge não é motorista, então Cláudia é dona de casa.","Se Jorge não é motorista, então Cláudia não é dona de casa.",Jorge não é motorista e Cláudia não é dona de casa.,Jorge não é motorista ou Cláudia não é dona de casa. ,Jorge é motorista ou Cláudia não é dona de casa.,/questoes-de-concursos/questoes/a30003a8-12
35," ""Se Pedro é esportista, então ele é disciplinado”. Portanto: ","Se Pedro é disciplinado, então ele é esportista.","Se Pedro não é esportista, então ele é disciplinado.","Se Pedro não é disciplinado, então ele não é esportista.","Se Pedro é esportista, então ele não é disciplinado.","Se Pedro é disciplinado, então ele não é esportista.",/questoes-de-concursos/questoes/a2f95b6b-12
36," Considerando “Toda prova para perito é concorrida"" uma proposição verdadeira, é correto inferir que: ",“Nenhuma prova para perito é concorrida” é uma proposição necessariamente verdadeira. , “Alguma prova para perito não é concorrida” é uma proposição verdadeira ou falsa. ,“Alguma prova para perito não é concorrida” é uma proposição necessariamente verdadeira.,“Alguma prova para perito é concorrida” é uma proposição verdadeira ou falsa. ,"""Alguma prova para perito é concorrida"" é uma proposição necessariamente verdadeira.",/questoes-de-concursos/questoes/a2e8a182-12
37," Leia o texto a seguir. Se o sol se põe, então eu me sento no velho e arruinado cais do rio e sinto toda aquela terra crua e rude. (Adaptado de: K. J. On the road – Pé na estrada. Tradução de Eduardo Bueno. Porto Alegre: L&ampPM, 2004.) Considerando as ações da personagem implicadas pelo anoitecer, assinale a alternativa que apresenta, corretamente, uma equivalência lógica com o descrito pelo texto. ","Se o sol não se põe, então não me sento no velho e arruinado cais do rio e não sinto toda aquela terra crua e rude.","Se o sol não se põe, então me sento no velho e arruinado cais do rio, mas não sinto toda aquela terra crua e rude.","Se não me sento no velho e arruinado cais do rio, então não sinto toda aquela terra crua e rude e o sol não se põe.","Se não me sento no velho e arruinado cais do rio e se não sinto toda aquela terra crua e rude, então o sol não se põe. ","Se não me sento no velho e arruinado cais do rio ou se não sinto toda aquela terra crua e rude, então o sol não se põe.",/questoes-de-concursos/questoes/db09e244-12
38,error,"Se não estou de dieta, então não fecho a boca.","Se estou de dieta, então não fecho a boca.",Estou de dieta e não fecho a boca. ,"Se fecho a boca, então estou de dieta.",Estou de dieta ou não fecho a boca.,/questoes-de-concursos/questoes/b16b5001-10
39," Uma afirmação logicamente equivalente à afirmação: ‘Se planto no tempo certo, então a colheita é melhor’, é: ",Ou planto no tempo certo ou a colheita é melhor.,Não planto no tempo certo e a colheita é melhor.,"Se não planto no tempo certo, então a colheita não é melhor.",A colheita é melhor ou não planto no tempo certo.,"Se a colheita é melhor, então planto no tempo certo.",/questoes-de-concursos/questoes/bee6cb3c-0e
40," Uma negação lógica da afirmação: ‘Se a noite vira dia, então o animal da noite volta para a toca.’ é: ",A noite vira dia e o animal da noite não volta para a toca.,A noite não vira dia ou o animal da noite não volta para a toca.,"Se o animal da noite volta para a toca, então a noite vira dia.","Se a noite não vira dia, então o animal da noite não volta para a toca.","Se o animal da noite não volta para a toca, então a noite não vira dia.",/questoes-de-concursos/questoes/bee3ae6e-0e
41, A negação de “Todos os padeiros dessa cidade são talentosos” é: ,Todos os padeiros dessa cidade não são talentosos.,Somente um padeiro dessa cidade é talentoso.,Não há padeiro talentoso nessa cidade.,Existe algum padeiro dessa cidade que não é talentoso.,Não há padeiros nessa cidade.,/questoes-de-concursos/questoes/8df87f8f-0e
42,error,“Há pelo menos um analista magro”.,“Alguns magros são analistas”.,“Todos os analistas são magros”.,“Todos os magros são analistas”.,“Todos os analistas não são magros”.,/questoes-de-concursos/questoes/63990877-0a
43,none,none,none,none,none,none,/questoes-de-concursos/questoes/3bae4315-09
44," A negação da proposição “O IPTU, eu pago parcelado o IPVA, eu pago em parcela única” pode ser escrita como ",“Eu não pago o IPTU parcelado e não pago o IPVA em parcela única”.,“Eu não pago o IPTU parcelado e pago o IPVA parcelado”.,“Eu não pago o IPTU parcelado ou não pago o IPVA em parcela única”,“Eu pago o IPTU em parcela única e pago o IPVA parcelado”.,“Eu pago o IPTU em parcela única ou pago o IPVA parcelado”.,/questoes-de-concursos/questoes/9360d4be-fe
45," Sob o aspecto da lógica, a negação da afirmação “se o valor do dólar aumentar e se as taxas de exportação diminuírem, o volume de exportação brasileiro irá aumentar” é a seguinte: "," se o valor do dólar não aumentar ou se as taxas de exportação não diminuírem, o volume de exportação brasileiro não irá aumentar. "," se o valor do dólar não aumentar e se as taxas de exportação não diminuírem, o volume de exportação brasileiro não irá aumentar. "," se o valor do dólar aumentar ou se as taxas de exportação diminuírem, o volume de exportação brasileiro irá aumentar. "," se o valor do dólar diminuir e as taxas de exportação aumentarem, o volume de exportação brasileiro irá diminuir. "," se o valor do dólar não aumentar ou se as taxas de exportação não diminuírem, o volume de exportação brasileiro irá aumentar. ",/questoes-de-concursos/questoes/9854c58f-fc
46," As inscrições para um concurso ficaram abertas durante 31 dias. No total, inscreveram-se 1370 pessoas. Nessas condições, ", pelo menos metade das inscrições concentraram-se em 15 dos 31 dias do período de inscrições. ,"houve, pelo menos, uma inscrição em cada dia do período de inscrições. ", em nenhum dos dias do período de inscrições inscreveram-se mais do que 50 pessoas. ," em, pelo menos, um dos dias do período de inscrições, inscreveram-se, no máximo, 40 pessoas. "," em, pelo menos, um dos dias do período de inscrições, inscreveram-se, ao menos, 45 pessoas. ",/questoes-de-concursos/questoes/277a7d5a-f7
47,none,none,none,none,none,none,/questoes-de-concursos/questoes/eb0ce9d5-e7
48,none,none,none,none,none,none,/questoes-de-concursos/questoes/332e137f-e4
49,none,none,none,none,none,none,/questoes-de-concursos/questoes/f9d735f3-db
50," Sabe-se que Heloísa dança ballet e fala italiano, a negação desta proposição então é: ",Heloísa não dança ballet ou não fala italiano.,"Se Heloísa dança ballet, então não fala italiano. ",Heloísa não dança ballet e não fala italiano. ,Heloísa fala italiano ou não dança ballet.,Heloísa não fala italiano ou dança ballet.,/questoes-de-concursos/questoes/2297204c-d8
51," Considerando que os símbolos ¬, ∧, ∨, ∀ e ∃ representam negação, conjunção, disjunção, quantificador universal e quantificador existencial, respectivamente, dados os pares de fórmulas,  I. ∃x(P(x) ∧ ¬Q(x)) e ∃x(¬P(x) ∧ ¬Q(x))  II. ∃x(P(x) ∧ ¬Q(x)) e ∃x(P(x) ∧ Q(x))  III. ∀x(P(x) ∧ ¬Q(x)) e ∀x¬(¬P(x) v Q(x))  IV. ∀x(P(x) ∧ ¬Q(x)) e ¬∀x(P(x) ∧ ¬Q(x))  verifica-se que há equivalência das fórmulas em  ","I, II, III e IV. ","I, II e III, apenas. ","II e IV, apenas. ","I e IV, apenas. ","III, apenas. ",/questoes-de-concursos/questoes/e319b062-d8
52,none,none,none,none,none,none,/questoes-de-concursos/questoes/dbff723d-c9
53,none,none,none,none,none,none,/questoes-de-concursos/questoes/19e6ad33-bc
54,none,none,none,none,none,none,/questoes-de-concursos/questoes/804e0f9b-bc
55,none,none,none,none,none,none,/questoes-de-concursos/questoes/8046787c-bc
56,none,none,none,none,none,none,/questoes-de-concursos/questoes/75f63f89-bc
57,none,none,none,none,none,none,/questoes-de-concursos/questoes/75f271e1-bc
58,none,none,none,none,none,none,/questoes-de-concursos/questoes/75eef174-bc
59,error,“Eu não recebi o boleto e não paguei.”,“Eu não recebi o boleto e paguei.”,“Eu recebi o boleto e paguei.”,“Eu não recebi o boleto ou não paguei.”,“Eu não recebi o boleto ou paguei.”,/questoes-de-concursos/questoes/da53763e-bb
60,none,none,none,none,none,none,/questoes-de-concursos/questoes/28050031-af
61," A negação lógica da sentença “Se como demais, então passo mal” é ","“Se não como demais, então não passo mal”. ","“Se não como demais, então passo mal”. ",“Como demais e não passo mal”. ,“Não como demais ou passo mal”. ,“Não como demais e passo mal”. ,/questoes-de-concursos/questoes/72f96e7c-ab
62,none,none,none,none,none,none,/questoes-de-concursos/questoes/69290c7f-aa
63," Considere a figura associada à tabela-verdade inicial da fórmula (P → ~R ⋁ S) , onde apresentamos as colunas iniciais das interpretações do valor-lógico dos símbolos proposicionais P, R e S. A avaliação correta da última coluna da correspondente tabela- verdade, onde ~ representa o conetivo da negação, → representa o conetivo do condicional e ⋁ representa o conetivo da disjunção, é:   ",VFVVVVVV,VFVVFFFF,VFVVVVFF,VFFFVVFF,VFVVFFVV,/questoes-de-concursos/questoes/1475f3f7-a6
64," Considere a sentença: “Se Arlindo é baixo, então Arlindo não é atleta.” Assinale a opção que apresenta a sentença logicamente equivalente à sentença dada. ","“Se Arlindo não é atleta, então Arlindo é baixo.”","“Se Arlindo não é baixo, então Arlindo é atleta.”","“Se Arlindo é atleta, então Arlindo não é baixo.”",“Arlindo é baixo e atleta.”,“Arlindo não é baixo e não é atleta.” ,/questoes-de-concursos/questoes/e5d20fc5-97
65," Assinale a opção que apresenta a negação lógica da sentença “Todo niteroiense é fluminense."" ",“Nenhum niteroiense é fluminense.” ,“Nenhum fluminense é niteroiense.”,“Algum niteroiense não é fluminense.”,“Algum fluminense não é niteroiense.”,"“Todo niteroiense não é fluminense.""",/questoes-de-concursos/questoes/e5ceca22-97
66, Assinale a alternativa que contém um argumento válido. ," Se derrubar o copo de vidro no chão, então recolherei os cacos. Se não recolhi os cacos, então não derrubei o copo de vidro no chão. "," Comprei um par de sapatos ou lanchei na padaria. Se não comprei um par de sapatos, então não lanchei na padaria. ","Fui à feira e guardei tudo. Se não guardei tudo, então não fui à feira."," Se estudo muito, então passo de ano. Se passei de ano, então estudei muito. "," Não escrevi a carta ou não mandei o email. Se mandei o email, então escrevi a carta. ",/questoes-de-concursos/questoes/8229f7a2-94
67, Considere a afirmação: “Mateus não ganha na loteria ou ele compra aquele carrão”. Uma afirmação equivalente a essa afirmação é: ,Mateus ganha na loteria e não compra aquele carrão.,Ou Mateus não compra aquele carrão ou ele não ganha na loteria.,Mateus ganha na loteria ou ele compra aquele carrão.,"Se Mateus ganha na loteria, então ele compra aquele carrão.","Se Mateus não ganha na loteria, então ele não compra aquele carrão.",/questoes-de-concursos/questoes/82229b94-94
68, Uma afirmação que corresponde à negação lógica da afirmação “Vou para Colômbia e participarei de um congresso” é: ,"Se eu for para Colômbia, então participarei de um congresso.",Vou para Colômbia e não participarei de um congresso.,"Se eu não for para Colômbia, então não participarei de um congresso.",Não vou para Colômbia e não participarei de um congresso. ,Não vou para Colômbia ou não participarei de um congresso.,/questoes-de-concursos/questoes/821b0b2b-94
69, Leia a frase a seguir: • Qualquer pessoa sabe andar de bicicleta. A afirmação que corresponde à negação lógica dessa frase é: ,Todos que andam de bicicleta também andam de motocicleta.,Apenas uma pessoa sabe andar de bicicleta.,Pelo menos uma pessoa não sabe andar de bicicleta.,As crianças não sabem andar de bicicleta.,Ninguém sabe andar de bicicleta.,/questoes-de-concursos/questoes/8212f563-94
70," Uma sentença logicamente equivalente à sentença “Se Pedro é torcedor da Chapecoense, então ele nasceu em Chapecó” é: ","Se Pedro não é torcedor da Chapecoense, então ele não nasceu em Chapecó","Se Pedro nasceu em Chapecó, então ele é torcedor da Chapecoense",Pedro é torcedor da Chapecoense e não nasceu em Chapecó,Pedro não é torcedor da Chapecoense ou nasceu em Chapecó,Pedro é torcedor da Chapecoense ou não nasceu em Chapecó.,/questoes-de-concursos/questoes/ea26dd33-91
71, Considere a sentença: “Todo catarinense gosta de camarão ou é torcedor do Figueirense”. A negação lógica da sentença dada é: , Nenhum catarinense gosta de camarão ou é torcedor do Figueirense,"Todo catarinense gosta de camarão, mas não é torcedor do Figueirense ",Todo catarinense não gosta de camarão e não é torcedor do Figueirense,Algum catarinense não gosta de camarão e não é torcedor do Figueirense,Algum catarinense não gosta de camarão ou não é torcedor do Figueirense.,/questoes-de-concursos/questoes/ea233833-91
72,error,não veio e venceu.,veio e não venceu.,não veio e não venceu.,não veio ou não venceu.,"se veio, não venceu.",/questoes-de-concursos/questoes/04b54631-90
73,error,"“Nenhum pernambucano gosta de peixe e torce pelo Náutico.""","""Todo pernambucano não gosta de peixe e não torce pelo Náutico.""","“Algum pernambucano não gosta de peixe e não torce pelo Náutico.""",“Algum pernambucano não gosta de peixe ou não torce pelo Náutico.” ,“Algum pernambucano gosta de peixe e não torce pelo Náutico.”,/questoes-de-concursos/questoes/168baaf0-90
74, Considere a afirmação: “Nenhum médico é cego”. A negação dessa afirmação é: ,"Há, pelo menos, um médico cego", Nenhum cego é médico,Todos os médicos são cegos ,Todos os cegos são médicos,Todos os médicos não são cegos.,/questoes-de-concursos/questoes/4052711a-90
75," Se o veículo ultrapassar os 50 km/h, então seu motorista será multado.  Uma afirmação equivalente à afirmação anterior é:  ","Se o motorista não foi multado, então seu veículo ultrapassou os 50 km/h.",O veículo não ultrapassou os 50 km/h e seu motorista não será multado. ,O veículo não ultrapassa os 50 km/h ou seu motorista é multado. ,"Se o motorista foi multado, então seu veículo ultrapassou os 50 km/h. ",O motorista só será multado se o veículo ultrapassar os 50 km/h. ,/questoes-de-concursos/questoes/6c9b2c6b-8f
76,error," Paulo é o tesoureiro ou Rodrigo não é o diretor, e de modo algum Rodrigo não é o diretor e Paulo é o tesoureiro. "," Paulo é o tesoureiro ou Rodrigo é o diretor, e de modo algum Rodrigo é o diretor e Paulo é o tesoureiro. "," Paulo é o tesoureiro ou Rodrigo não é o diretor, ou de modo algum Rodrigo é o diretor ou Paulo não é o tesoureiro. "," Paulo não é o tesoureiro ou Rodrigo é o diretor, e de modo algum Rodrigo é o diretor e Paulo não é o tesoureiro. "," Paulo não é o tesoureiro ou Rodrigo não é o diretor, e de modo algum Rodrigo não é o diretor e Paulo não é o tesoureiro. ",/questoes-de-concursos/questoes/192cea88-7f
77,error,"Se a decisão foi acertada, então os conselhos foram ouvidos.",Os conselhos não foram ouvidos ou a decisão foi acertada.,Os conselhos foram ouvidos e a decisão foi acertada.,Os conselhos não foram ouvidos e a decisão não foi acertada. ,Os conselhos não foram ouvidos ou a decisão não foi acertada.,/questoes-de-concursos/questoes/1920da50-7f
