,descricao,a,b,c,d,e,src
24, Qual das proposições a seguir é uma contradição? , Uma pessoa mente se e somente se não fala a verdade. ," Todos os cachorros são mamíferos, mas nem todos os mamíferos são cachorros. ", Eu falo a verdade se e somente se eu minto. , Maria vai trabalhar ou Maria não vai trabalhar. , Um argumento verdadeiro não é falso. ,/questoes-de-concursos/questoes/9a6d49d7-dc
25,error,Ferdinando é professor ou Jéssica é casada.,Ferdinando é professor ou Jéssica não é casada.,"Se Jéssica é casada, Ferdinando é professor.",Se Ferdinando não é professor então Jéssica não é casada.,Se Jéssica não é casada então Ferdinando não é professor. ,/questoes-de-concursos/questoes/3b44fef9-dc
26,error,Somente as afirmativas I e II são corretas.,Somente as afirmativas I e IV são corretas.,Somente as afirmativas III e IV são corretas.,"Somente as afirmativas I, II e III são corretas.","Somente as afirmativas II, III e IV são corretas.",/questoes-de-concursos/questoes/973f7224-db
27,error,me atraso para o trabalho. ,me levanto correndo. ,o relógio não toca. ,saio de casa no horário certo. ,não me atraso para o trabalho. ,/questoes-de-concursos/questoes/1e0410e9-d7
28," A proposição “se tem mais de 10 anos de experiência, então está habilitado para o cargo de gerência” é equivalente, do ponto de vista da lógica, a ","se não está habilitado para o cargo de gerência, então não tem mais de 10 anos de experiência. ","se não tem mais de 10 anos de experiência, então não está habilitado para o cargo de gerência. ",tem mais de 10 anos de experiência e não está habilitado para o cargo de gerência.,está habilitado para o cargo de gerência e não tem mais de 10 anos de experiência. ,ou tem mais de 10 anos ou está habilitado para o cargo de gerência. ,/questoes-de-concursos/questoes/1def7416-d7
29," Sabendo que eu tenho 120 reais a mais que você e que você tem 30 reais a menos que ele, considere as seguintes afirmativas:  1. Nós três juntos temos pelo menos 150 reais. 2. Se você tiver 30 reais, então eu tenho 150 reais. 3. Se ele tiver 50 reais, então eu tenho mais de 150 reais.   Assinale a alternativa correta. ",Somente a afirmativa 1 é verdadeira.,Somente as afirmativas 1 e 2 são verdadeiras.,Somente as afirmativas 1 e 3 são verdadeiras. ,Somente as afirmativas 2 e 3 são verdadeiras.,"As afirmativas 1, 2 e 3 são verdadeiras.",/questoes-de-concursos/questoes/f9f0c26f-d5
30, Qual das afirmações abaixo é logicamente equivalente a: “Um elefante incomoda muita gente e dois elefantes incomodam muito mais”? ," Se um elefante incomoda muita gente, então dois elefantes incomodam muito mais. ", Não é verdade que se um elefante incomoda muita gente então dois elefantes não incomodam muito mais. , Não é verdade que se um elefante não incomoda muita gente então dois elefantes não incomodam muito mais. , Se dois elefantes incomodam muito mais então um elefante incomoda muita gente. , Um elefante não incomoda muita gente ou dois elefantes não incomodam muito mais. ,/questoes-de-concursos/questoes/f9dc51eb-d5
31,error,Somente as afirmativas 1 e 3 são verdadeiras.,Somente as afirmativas 1 e 4 são verdadeiras.,Somente as afirmativas 2 e 4 são verdadeiras.,"Somente as afirmativas 1, 2 e 3 são verdadeiras.","Somente as afirmativas 2, 3 e 4 são verdadeiras. ",/questoes-de-concursos/questoes/f9cf86a0-d5
32,error,Somente a afirmativa 1 é verdadeira.,Somente as afirmativas 1 e 2 são verdadeiras. ,Somente as afirmativas 1 e 3 são verdadeiras.,Somente as afirmativas 2 e 3 são verdadeiras.,"As afirmativas 1, 2 e 3 são verdadeiras.",/questoes-de-concursos/questoes/44490d37-d5
33," Admita que as seguintes proposições são verdadeiras:– Se eu der dinheiro para o Juquinha, ele vai comprar muitos doces. – Se Juquinha comprar muitos doces, ele não comerá todos. – Se Juquinha não comer todos os doces, então ele me dará alguns. – Juquinha não me deu doces. A partir das premissas, é correto inferir que: ",Juquinha não comeu todos os doces.,Juquinha comprou muitos doces.,Juquinha não consegue comer muitos doces. ,Não dei dinheiro para Juquinha.,Não comprei doces para Juquinha. ,/questoes-de-concursos/questoes/443c627c-d5
34," Uma semana após um incêndio que resultou no desabamento de um edifício no centro de São Paulo, o Ministério Público de São Paulo enviou uma série de recomendações à Prefeitura para aprimorar as vistorias dos imóveis da cidade. Uma das recomendações era a seguinte: “Se a edificação não possuir seguro contra o risco de incêndio ou destruição, o edifício deverá ser interditado”.Após vistoria do Corpo de Bombeiros em um outro imóvel da cidade, a Prefeitura decidiu pela não interdição deste imóvel. É CORRETO afirmar que a edificação ",possui seguro contra risco de incêndio e destruição.,só possui seguro contra risco de incêndio.,só possui seguro contra risco de destruição.,possui seguro contra risco de incêndio ou destruição.,não possui seguro contra o risco de incêndio ou destruição.,/questoes-de-concursos/questoes/35dff49e-d3
35,error,error,p ∧∼ q.,∼ p ∨ q.,p ∧ q.,∼ p ∧ q.,/questoes-de-concursos/questoes/9a4a603e-d2
36,error,Somente as afirmativas 1 e 3 são verdadeiras.,Somente as afirmativas 1 e 4 são verdadeiras.,Somente as afirmativas 2 e 4 são verdadeiras.,"Somente as afirmativas 1, 2 e 3 são verdadeiras.","Somente as afirmativas 2, 3 e 4 são verdadeiras.",/questoes-de-concursos/questoes/9a35cc6d-d2
37,error,Juquinha não comeu todos os doces.,Juquinha comprou muitos doces. ,Juquinha não consegue comer muitos doces.,Não dei dinheiro para Juquinha.,Não comprei doces para Juquinha.,/questoes-de-concursos/questoes/9a31ad15-d2
38,error,Juquinha não comeu todos os doces.,Juquinha comprou muitos doces.,Juquinha não consegue comer muitos doces.,Não dei dinheiro para Juquinha.,Não comprei doces para Juquinha. ,/questoes-de-concursos/questoes/906bd883-d2
39, A negação da proposição “Sou estudioso e passo no concurso público em Tapejara” é: ,Não sou estudioso ou não passo no concurso público em Tapejara.,Não sou estudioso e não passo no concurso público em Tapejara. ,"Se sou estudioso, então passo no concurso público em Tapejara.",Não passo no concurso público em Tapejara.,Não sou estudioso. ,/questoes-de-concursos/questoes/ff385c45-d1
40," Considere os seguintes argumentos:  Ou Lucas vai estudar, ou ele vai à praia Se Lucas vai à praia, então ele usa o carro Se Lucas usar o carro, então ele vai precisar abastecer o carro Se Lucas abastecer o carro, ele não vai economizar Se Lucas não economizar, ele precisará fazer hora extra no seu trabalho. Sabendo-se que Lucas NÃO precisou fazer hora-extra no seu trabalho, deduz-se logicamente que Lucas ", foi à praia. , não economizou dinheiro. , usou o carro. , abasteceu o carro. , foi estudar. ,/questoes-de-concursos/questoes/ce1c3bd7-d1
41," Sabendo-se que Rivaldo é pai de Tiago, pai de Carlota, e irmão de Ângelo que, por sua vez, é pai de Diogo, que é pai de Mariana, conclui-se que ", Diogo é irmão de Tiago. , Diogo é primo de Tiago. , Ângelo é irmão de Tiago. , Rivaldo é pai de Diogo. , Carlota é irmã de Mariana. ,/questoes-de-concursos/questoes/ce188649-d1
42," Os amigos Roberto, Alexandre e Gilberto possuem profissões diferentes: um é físico, outro, engenheiro, e o outro é professor e cada um deles torce por times distintos da capital pernambucana: um é alvirrubro, outro, tricolor e o outro, rubronegro. Sabe-se ainda que Alexandre é rubronegro, Gilberto não é o engenheiro, Roberto é físico, e o professor não é alvirrubro. Assim, pode-se concluir que ", Alexandre não é engenheiro. , o engenheiro não é rubronegro. , Roberto não é alvirrubro. , Gilberto é tricolor. , Alexandre é professor. ,/questoes-de-concursos/questoes/ce14ddbb-d1
43," Após várias reclamações, os responsáveis pela organização de um evento fizeram a seguinte afirmação: “Não é verdade que todos os espectadores que compraram ingresso antecipadamente foram prejudicados”. Considerando que essa afirmação seja verdade, pode-se concluir que, necessariamente, ", pelo menos um espectador que comprou ingresso antecipadamente não foi prejudicado. , pelo menos um espectador que não comprou ingresso antecipadamente foi prejudicado. , somente espectadores que não compraram ingresso antecipadamente foram prejudicados. , todos os espectadores que compraram ingresso antecipadamente não foram prejudicados. , todos os espectadores que não compraram ingressos antecipadamente foram prejudicados. ,/questoes-de-concursos/questoes/ce1163da-d1
44, A negação de “Todos os gatos são pretos” é ,“Pelo menos um gato é preto”. ,“Nenhum gato é preto”.,“Existem gatos pretos”.,“Existem gatos que não são pretos”.,“Apenas um gato é preto”. ,/questoes-de-concursos/questoes/7b0f4ef4-d0
45," Sabe-se que são verdadeiras as seguintes afirmações:• Quando faz frio, João sai para correr. • Se o joelho de Maria não dói, então faz frio. • João não saiu para correrLogo, pode-se concluir logicamente que:  ",Faz frio e o joelho de Maria dói.,João saiu para correr ou o joelho de Maria não dói. ,"Quando o joelho de Maria dói, João sai para correr. ",João saiu para correr e o joelho de Maria dói. ," Quando o joelho de Maria não dói, João sai para correr",/questoes-de-concursos/questoes/da21cd7b-d0
46," Após analisar um projeto, João afirmou:• Não é verdade que todas as propostas desse projeto não são possíveis de serem realizadas.A condição necessária e suficiente para que a afirmação de João seja verdadeira, é que seja verdadeira a seguinte proposição: ",Todas as propostas desse projeto são possíveis de serem realizadas.,"No máximo, uma proposta desse projeto não é possível de ser realizada.",Pelo menos uma proposta desse projeto é possível de ser realizada.,Nenhuma proposta desse projeto não é possível de ser realizada.,Nenhuma proposta desse projeto é possível de ser realizada.,/questoes-de-concursos/questoes/da1e8998-d0
47, A negação de “toda segunda-feira é um dia triste ou chuvoso” é: ,toda segunda-feira é um dia triste e chuvoso.,nenhuma segunda-feira é dia triste ou chuvoso.,alguma segunda-feira não é dia triste nem chuvoso.,nenhuma segunda-feira é dia triste nem chuvoso.,alguma segunda-feira não é dia triste ou não é dia chuvoso.,/questoes-de-concursos/questoes/da1b3656-d0
48," Observe, os argumentos que seguem, nos quais P1 e P2 são premissas e C é a conclusão. Dessa forma, podemos concluir corretamente que apenas:  ",os argumentos I e II são válidos ,os argumentos I e III são válidos,o argumento I é válido,o argumento II é válido,o argumento III é válido ,/questoes-de-concursos/questoes/d9ee9487-d0
49,none,none,none,none,none,none,/questoes-de-concursos/questoes/1aa2cb00-ce
50,error,As alternativas corretas são III e IV. ,As alternativas corretas são II e V. ,Apenas a alternativa I é correta.,As alternativas corretas são I e IV. ,Apenas a alternativa II é correta. ,/questoes-de-concursos/questoes/482f6ae8-cd
51,error,ciente – boca,afluente – época,carente – biboca,dente – carioca,serpente – belezoca,/questoes-de-concursos/questoes/40a44dd7-cd
52, Com base nas premissas do argumento ∎ Se chover então entrará água na sala. ∎ Se a janela estiver fechada então não entrará água na sala. ∎ Se não chover então a cortina estará aberta. ∎ A cortina está fechada. pode-se concluir que:  ,não choveu.,a janela está aberta.,não entrou água na sala. ,a janela está fechada. ,a cortina é azul.,/questoes-de-concursos/questoes/60210231-cd
53, A negação da proposição composta “José é velocista ou Marta não é enfermeira” é: ,José é velocista e Marta é enfermeira.,José é enfermeiro e Marta é velocista.,José não é velocista e Marta é enfermeira. ,José não é velocista ou Marta é enfermeira.,José não é enfermeiro se Marta é velocista.,/questoes-de-concursos/questoes/0e61ac00-cc
54," Assinale a alternativa que apresenta a negação da seguinte sentença: “As queimadas estão aumentando, e o aquecimento global não está diminuindo”. "," É falso que as queimadas estão aumentando, e o aquecimento global está diminuindo. "," As queimadas não estão aumentando, e o aquecimento global não está diminuindo. ", As queimadas não estão aumentando ou o aquecimento global está diminuindo. , As queimadas estão diminuindo ou o aquecimento global está aumentando. ," As queimadas estão diminuindo, e o aquecimento global está diminuindo. ",/questoes-de-concursos/questoes/c1a7ff45-ca
55," Partindo das premissas “Nenhum A é B”, “Todo C é A” e “Nenhum D é B”, é CORRETO afirmar que ","algum C é B, e todo D é C.","nenhum C é B, e algum A é C.","algum A não é B, e todo B é C.","nenhum A é C, e algum D é B.","algum D é B, e algum C não é A.",/questoes-de-concursos/questoes/c19c349a-ca
56," Fernanda, Clarissa e Ilda são candidatas em um concurso. Sobre elas, têm-se as seguintes informações:  Estado de nascimento: Ceará, Paraíba ou Pernambuco Profissão: Engenheira, fisioterapeuta ou professora A engenheira não é paraibana Fernanda não é pernambucana A candidata cearense é fisioterapeuta Clarissa é engenheira Ilda não é cearense  Assim, pode-se concluir CORRETAMENTE que ",Fernanda é professora paraibana. ,Fernanda é fisioterapeuta cearense.,Clarissa é engenheira cearense.,Ilda é fisioterapeuta pernambucana.,Ilda é professora pernambucana.,/questoes-de-concursos/questoes/c18fa00c-ca
57," Em uma determinada empresa de pesquisa, é verdade que “nenhum especialista é bilíngue” e que “alguns pesquisadores são bilíngues”. Logo, nessa empresa, também é verdade necessariamente que ",algum especialista é pesquisador.,algum bilíngue é especialista.,algum pesquisador não é especialista.,nenhum especialista é pesquisador.,nenhum bilíngue é pesquisador.,/questoes-de-concursos/questoes/c18902c2-ca
58,error,"P1, P2 e P3.",P1 e P3.,P2 e P3.,P3 e P1.,P1 e P2.,/questoes-de-concursos/questoes/250914bf-c7
59,error,I e II ,II ,III,I,I e III ,/questoes-de-concursos/questoes/21103a32-c7
60, Considere as afirmativas abaixo. 1. –2 &gt –1 e 1/3 &gt 1/2 2. –2 &gt –1 ou 1/3 &gt 1/2 3. –2 &lt –1 ou 1/3 &lt 1/2 Assinale a alternativa que indica todas as afirmativas corretas. ,É correta apenas a afirmativa 3.,São corretas apenas as afirmativas 1 e 2.,São corretas apenas as afirmativas 1 e 3.,São corretas apenas as afirmativas 2 e 3.,"São corretas as afirmativas 1, 2 e 3.",/questoes-de-concursos/questoes/3af66346-c7
61," Considere que as afirmativas abaixo são verdadeiras. 1. Se chover, então a garagem será inundada. 2. Se a garagem for inundada, então o carro será estragado. 3. Se ele consertar o telhado, então o carro não será estragado. Assinale a alternativa que é consistente com as três afirmativas. ","Se não chover, então o carro é estragado.","Se não chover, então a garagem não é inundada.","Se chover, então ele consertou o telhado.","Se chover, então ele não consertou o telhado.","Se chover, então o carro não é estragado.",/questoes-de-concursos/questoes/3af24ebd-c7
62,none,none,none,none,none,none,/questoes-de-concursos/questoes/172a7dc3-c7
63," Em um circo, todo trapezista é também malabarista. Sabendo que, nesse circo, se um artista é contorcionista e não é equilibrista, então ele não é malabarista, é correto concluir que se um artista é trapezista, então ele ",não é contorcionista nem equilibrista. ,não é malabarista. ,é equilibrista ou não é contorcionista. ,é equilibrista ou contorcionista. ,é malabarista e não é equilibrista. ,/questoes-de-concursos/questoes/454f750f-c4
64,none,none,none,none,none,none,/questoes-de-concursos/questoes/8f30ea06-c2
65," Uma proposição equivalente de “Se chove, então faz frio em Cordilheira Alta” é: ",Não chove e faz frio em Cordilheira Alta. ,Chove se somente se faz frio em Cordilheira Alta. ,Chove e faz frio em Cordilheira Alta.,"Se não faz frio em Cordilheira Alta, então não chove.",Chove ou faz frio em Cordilheira Alta. ,/questoes-de-concursos/questoes/c36545f6-c2
66, A negação da proposição “Não é verdade que Cordilheira Alta é uma bela cidade” é: ,Cordilheira Alta é uma bela cidade.,Cordilheira Alta é uma cidade feia.,Cordilheira Alta é uma cidade horrível.,Cordilheira Alta é uma cidade ajeitada.,Cordilheira Alta não é uma cidade bela.,/questoes-de-concursos/questoes/c35af4c3-c2
67," Considere as seguintes proposições: I. João e Antônio têm a mesma idade. II. Antônio é mais jovem do que Maria. A partir disso, pode-se concluir que: ",João e Antônio são irmãos gêmeos.,Maria é mãe de João e Antônio.,João e Maria têm a mesma idade.,João não é mais jovem do que Maria.,João é mais jovem do que Maria.,/questoes-de-concursos/questoes/c3434b4b-c2
68," Considere as seguintes proposições:   I. Todo A é B. II. Alguns de B são C.  III. Nenhum C é D. Disso, pode-se concluir que: ", Algum A é C. , Algum D pode ser A. , Algum A é D. , Todo A é D. , Nenhum A é D. ,/questoes-de-concursos/questoes/a78cb1eb-c1
69," Uma afirmação logicamente equivalente a “Se carros elétricos não poluem o ar, então eu não destruo a atmosfera” é: ",Carros elétricos poluem o ar ou eu destruo a atmosfera.,Carros elétricos poluem o ar ou eu não destruo a atmosfera. ,Carros elétricos não poluem o ar e eu não destruo a atmosfera.,Carros elétricos poluem o ar e eu destruo a atmosfera.,Carros elétricos não poluem o ar e eu destruo a atmosfera. ,/questoes-de-concursos/questoes/a9713286-c0
70," Para negar logicamente a afirmação: “Hoje eu corro 15 km ou faço 1000 abdominais”, é correto dizer: ",Hoje eu não corro 15 km ou não faço 1000 abdominais.,Hoje eu não corro 15 km e faço 1000 abdominais.,Hoje eu não corro 15 km e não faço 1000 abdominais.,Hoje eu corro 15 km e não faço 1000 abdominais. ,Hoje eu corro 14 km ou faço 900 abdominais.,/questoes-de-concursos/questoes/a965d0d7-c0
71," Um grupo de amigos discute alegremente sobre futebol e política. Duas pessoas do grupo declaram que não torcem para qualquer time, enquanto que metade do que sobrou declara que torce para o time A e a outra metade para o time B. Entre esses amigos, quatro declaram ter anulado seus votos para governo na última eleição, enquanto que metade do que sobrou diz ter votado no candidato X e a outra metade no candidato Y. Sabendo que todas as pessoas desse grupo que votaram em X torcem para o time A, podemos afirmar que: ",No máximo um torcedor de B votou em X.,No mínimo um torcedor de A anulou seu voto.,Todos os torcedores de B votaram em Y. ,No mínimo um torcedor de B anulou seu voto.,As duas pessoas que não torcem para qualquer time anularam seus votos.,/questoes-de-concursos/questoes/632ef91c-bf
72,none,none,none,none,none,none,/questoes-de-concursos/questoes/16d0833d-bf
73,none,none,none,none,none,none,/questoes-de-concursos/questoes/6713790c-bf
74," Sabendo-se que ""nenhum lutador é gordo"" e que ""alguns comediantes são gordos"", é correto concluir que ",algum comediante é lutador.,algum comediante não é lutador.,nenhum comediante é lutador.,algum lutador é comediante.,todos os comediantes são lutadores. ,/questoes-de-concursos/questoes/1a12d8a4-bd
75," Assinale a alternativa que apresenta a negação da sentença ""Elvis não morreu ou Silvia dorme"". ",Elvis morreu ou Silvia não dorme.,Elvis morreu e Silvia dorme.,Elvis não morreu e Silvia não dorme.,Elvis morreu ou Silvia dorme.,Elvis morreu e Silvia não dorme.,/questoes-de-concursos/questoes/1a101d2e-bd
76, A sentença logica “Carla é babá ou Lara não é do Brasil” equivalente a: ,"se Carla é babá, então Lara é do Brasil.","se Carla é babá, então Lara não é do Brasil.","se Carla não é babá, então Lara não é do Brasil.","se Carla não é babá, então Lara é do Brasil.",Nenhuma das alternativas.,/questoes-de-concursos/questoes/fcd69da9-bd
77, A negação da proposição “Ana gosta do campo e Márcia gosta do litoral” é , Ana não gosta do campo ou Márcia não gosta do litoral., Ana não gosta do campo e Márcia não gosta do litoral.," Se Ana não gosta do campo, então Márcia não gosta do litoral."," Se Márcia não gosta do litoral, então Ana não gosta do campo.","Ana não gosta do campo se, e somente se, Márcia não gosta do litoral.",/questoes-de-concursos/questoes/31f918b7-bc
78,none,none,none,none,none,none,/questoes-de-concursos/questoes/881573ab-bc
79,none,none,none,none,none,none,/questoes-de-concursos/questoes/04b4dd01-ba
80,error,Nenhum paciente internado no ambulatório não foi vacinado.,Nenhum paciente internado no ambulatório foi vacinado. ,Todos os pacientes internados no ambulatório não foram vacinados. ,Algum paciente internado no ambulatório foi vacinado.,Nego que algum paciente internado no ambulatório foi vacinado. ,/questoes-de-concursos/questoes/81623a03-b9
81," Considere a proposição: “Se Alberto está estudando, então é véspera de prova ou é dia 29 de fevereiro”. Uma proposição equivalente a essa é ","Se Alberto não está estudando, então não é véspera de prova ou não é dia 29 de fevereiro. ","Se Alberto não está estudando, então não é véspera de prova e não é dia 29 de fevereiro. ","Se é véspera de prova ou é dia 29 de fevereiro, então Alberto está estudando. ","Se Alberto está estudando, então é véspera de prova e é dia 29 de fevereiro. ","Se não é véspera de prova e não é dia 29 de fevereiro, então Alberto não está estudando. ",/questoes-de-concursos/questoes/b410197b-b7
82," Considere verdadeiras as seguintes afirmações: - Todo praticante de yoga é flexível. - Existem engenheiros que praticam yoga. Pode-se concluir que, necessariamente: ",Existem engenheiros que são flexíveis.,Todo engenheiro é flexível.,Todo engenheiro pratica yoga.,Todo praticante de yoga é engenheiro. ,Todos que são flexíveis praticam yoga. ,/questoes-de-concursos/questoes/56d05e3b-b7
83,error,Raquel mora no 2° andar.,Luana tem um cachorro.,Vanessa tem um cachorro.,Raquel tem um gato.,Luana mora no 1° andar.,/questoes-de-concursos/questoes/56bb0292-b7
84,error,Carla é médica.,Ana é professora e Bia é médica.,Bia não é médica.,Ana não é professora e Carla não é engenheira. ,Ana é engenheira.,/questoes-de-concursos/questoes/56a26e8a-b7
85,none,none,none,none,none,none,/questoes-de-concursos/questoes/4118874a-b7
86," Analise as sentenças a seguir. I. Marie Curie foi a primeira mulher a ganhar um prêmio Nobel. II. Os estudos sobre radioatividade são de extrema importância! III. Como os estudos sobre radioatividade são realizados? IV. Estude sempre para ampliar os conhecimentos. De acordo com as sentenças apresentadas e sabendo que a uma proposição pode-se atribuir um valor lógico, assinale a alternativa incorreta. ",A sentença I trata de uma proposição ,"As sentenças II, III e IV não possuem valor lógico atribuível ",A sentença II não é uma proposição,A sentença III é uma sentença interrogativa,A sentença IV é uma proposição,/questoes-de-concursos/questoes/029c3bad-b7
87," Considere as seguintes proposições: I. Todo morador de Paraí gosta de tomar vinho. II. Há quem goste de comer queijo e tomar vinho. III. Antônio é morador de Paraí. Com base nisso, pode-se concluir que: ",Antônio não toma vinho.,Antônio certamente gosta de comer queijo.,Antônio pode gostar de comer queijo.,Antônio não gosta de comer queijo., Antônio gosta de tomar vinho e gosta de comer queijo. ,/questoes-de-concursos/questoes/bcf9abbd-b7
88, A negação da proposição “Paraí é quente ou estamos no verão” é: ,Se Paraí é quente então estamos no verão.,Paraí não é quente se e somente se não estamos no verão.,Ou Paraí é quente ou estamos no verão.,Paraí não é quente ou não estamos no verão.,Paraí não é quente e não estamos no verão.,/questoes-de-concursos/questoes/bcebf7bb-b7
