,descricao,a,b,c,d,e,src
26, Assinale a alternativa que apresenta a negação da proposição:“Mauro gosta de rock ou João gosta de samba”.  ,Mauro gosta de rock ou João não gosta de rock. ,Mauro gosta de rock se João não gosta de samba. ,Mauro não gosta de rock ou João não gosta de samba. ,"Mauro não gosta de rock se, e somente se João não gosta de samba. ",Mauro não gosta de rock e João não gosta de samba. ,/questoes-de-concursos/questoes/cdc01fd0-c7
27," Uma frase logicamente equivalente a “Se jogo xadrez, então sou bom em matemática” é: ","Se sou bom em matemática, então jogo xadrez ","Se não sou bom em matemática, então não jogo xadrez. ","Se não jogo xadrez, então não sou bom em matemática. ",Posso ser bom em matemática sem saber jogar xadrez. ,Posso ser jogador de xadrez sem ser bom em matemática ,/questoes-de-concursos/questoes/d307ef6e-c7
28," Seja a afirmação: “Se o chão está molhado e o céu está limpo, então não choveu.” A negação dessa afirmação é: ","Se o chão está molhado e o céu não está limpo, então choveu. ","O chão está molhado e o céu está limpo, e choveu ",Se chove o chão fica molhado e o céu não fica limpo. ,"Choveu, então o céu está limpo e o chão não está molhado. ","Choveu, então o céu não está limpo ou o chão não está molhado. ",/questoes-de-concursos/questoes/d1c4c076-c7
29,none,none,none,none,none,none,/questoes-de-concursos/questoes/340eb2c5-c6
30,none,none,none,none,none,none,/questoes-de-concursos/questoes/335d4cee-c6
31,none,none,none,none,none,none,/questoes-de-concursos/questoes/32acd988-c6
32,none,none,none,none,none,none,/questoes-de-concursos/questoes/31fc6cb1-c6
33,none,none,none,none,none,none,/questoes-de-concursos/questoes/86565ff0-c6
34, Leia atentamente a seguinte sentença:“Maria foi à feira ou não foi ao supermercado e seu marido foi ao Maracanã.”A negação dessa sentença é apresentada na opção: ,Maria não foi à feira ou foi ao supermercado e seu marido não foi ao Maracanã. ,Maria não foi à feira e não foi ao supermercado e seu marido não foi ao Maracanã. ,Maria não foi à feira e foi ao supermercado ou seu marido não foi ao Maracanã. ,Maria foi à feira e não foi ao supermercado ou seu marido foi ao Maracanã. ,Maria foi à feira e foi ao supermercado e seu marido não foi ao Maracanã. ,/questoes-de-concursos/questoes/232a7336-c5
35,error, existem leitores de Aristóteles que não lêem Platão. ,os leitores de Platão estudam Lógica. , nenhum leitor de Aristóteles lê Platão. , existem leitores de Aristóteles que lêem Platão ,não existem estudantes de Lógica que lêem Platão. ,/questoes-de-concursos/questoes/21b3a536-c2
36,none,none,none,none,none,none,/questoes-de-concursos/questoes/e5f674bf-c0
37,none,none,none,none,none,none,/questoes-de-concursos/questoes/e4e3739b-c0
38," Ou Física é fácil, ou eu não gosto de Física. Além disso, se Biologia não é difícil, então Física é difícil. Assim, se eu gosto de Física, então: ",Física é fácil e difícil ao mesmo tempo.  ,Física é fácil e Biologia é difícil.  ,Física é fácil e Biologia é fácil.  ,Física é difícil e Biologia é difícil.  ,Física é difícil ou Biologia é fácil. ,/questoes-de-concursos/questoes/1d46af22-bd
39, A negação lógica da sentença “não ganho na loteria e não sou rico” é: ,Ganho na loteria e sou rico ,Ganho na loteria e não sou rico ,Não ganho na loteria ou não sou rico ,Ganho na loteria ou sou rico ,Ganho na loteria ou não sou rico. ,/questoes-de-concursos/questoes/d3864a8a-bb
40, Qual é a negação de “Todos os alunos gostam de matemática”? ,Nenhum aluno gosta de matemática. ,Existem alunos que gostam de matemática. ,Existem alunos que não gostam de matemática. ,Pelo menos um aluno gosta de matemática. ,Apenas um aluno não gosta de matemática. ,/questoes-de-concursos/questoes/84e43167-ba
41,none,none,none,none,none,none,/questoes-de-concursos/questoes/04d40c3b-b9
42,none,none,none,none,none,none,/questoes-de-concursos/questoes/13f6eefa-b6
43," A negação lógica da sentença ""Se como demais e não faço exercícios físicos então engordo"" é ","""Se não como demais e faço exercícios físicos então não engordo."" ","""Se como demais e não faço exercícios físicos então não engordo."" ","""Como demais e não faço exercícios físicos e não engordo."" ","""Se não engordo então não como demais ou faço exercícios físicos."" "," ""Não como demais ou faço exercícios físicos ou não engordo."" ",/questoes-de-concursos/questoes/fa617c24-b4
44," As proposições que compõem as premissas e a conclusão dos silogismos podem ser (I) universais ou particulares e (II) afirmativas ou negativas. Considerando estas possibilidades, é correto afirmar que a proposição. ",“Nenhum ser humano é imortal” é universal e negativa. ,“Todos os seres vivos não são organismos” é particular e negativa. ,“Algum ser vivo é mortal” é universal e afirmativa. , “Sócrates é imortal” é universal e afirmativa ,“Nenhum organismo é mortal” é particular e afirmativa ,/questoes-de-concursos/questoes/03d74a45-b3
45,none,none,none,none,none,none,/questoes-de-concursos/questoes/e30cc4a1-b2
46,none,none,none,none,none,none,/questoes-de-concursos/questoes/dea28061-b2
47,error,todos os cachorros pretos não são perigosos. ,se um cachorro não é preto então ele não é perigoso ,existe pelo menos um cachorro preto que não é perigoso.  ,todo cachorro perigoso não é preto.  ,existe pelo menos um cachorro perigoso que é branco. ,/questoes-de-concursos/questoes/2963a65b-b2
48,error, Como comida gordurosa e passomal. ,Não como comida gordurosa e não passomal. ,"Se não como comida gordurosa, não passomal. ",Como comida gordurosa e não passomal ,"Se não passomal, então como comida gordurosa ",/questoes-de-concursos/questoes/2d346292-af
49,error," Se o processo segue adiante, então nem todas as exigências foram cumpridas ",O processo não segue adiante e todas as exigências foram cumpridas.  ,"Se todas as exigências foram cumpridas, então o processo segue adiante. ","Se nenhuma exigência foi cumprida, então o pro- cesso não segue adiante. ",Nem todas as exigências foram cumpridas e o pro- cesso segue adiante. ,/questoes-de-concursos/questoes/2e9ed564-ac
50,none,none,none,none,none,none,/questoes-de-concursos/questoes/8008f4b0-a9
51,none,none,none,none,none,none,/questoes-de-concursos/questoes/7cac672b-a9
52,error,"Se Luiz não estuda, nem trabalha, então tem tempo para a academia. ",Luiz estuda e trabalha e Luiz tem tempo para a academia. ,"Se Luiz não estuda ou não trabalha, então tem tempo para a academia. ",Luiz não tem tempo para academia porque estuda e trabalha. ,"Luiz tem tempo para academia, então Luiz não estuda ou não trabalha ",/questoes-de-concursos/questoes/e4b15be1-a6
53," Durante um comício de sua campanha para o Governo do Estado, um candidato fez a seguinte afirmação: “Se eu for eleito, vou asfaltar 2.000 quilômetros de estradas e construir mais de 5.000 casas populares em nosso Estado.” Considerando que, após algum tempo, a afirmação revelou-se falsa, pode-se concluir que, necessariamente,  ",o candidato foi eleito e foram construídas mais de 5.000 casas populares no Estado. ,não foram asfaltados 2.000 quilômetros de estradas ou não foram construídas mais de 5.000 casas populares no Estado. ,o candidato não foi eleito e não foram asfaltados 2.000 quilômetros de estradas no Estado. ,"o candidato não foi eleito, mas foram construídas mais de 5.000 casas populares no Estado. ","o candidato foi eleito, mas não foram asfaltados 2.000 quilômetros de estradas no Estado. ",/questoes-de-concursos/questoes/d6bee1df-a0
54,error,nem todas as franquias enviaram o balanço anual ou todas elas tiveram prejuízo neste ano. ,nem todas as franquias enviaram o balanço anual ou pelo menos uma delas teve prejuízo neste ano ,nenhuma franquia enviou o balanço anual e todas elas tiveram prejuízo neste ano. ,alguma franquia não enviou o balanço anual e todas elas tiveram prejuízo neste ano. ,nenhuma franquia enviou o balanço anual ou pelo menos uma delas teve prejuízo neste ano. ,/questoes-de-concursos/questoes/f99f9d37-9f
55,error,A loja fechou e Pedro não tinha dinheiro suficiente.  ,A loja não fechou e Pedro não tinha dinheiro suficiente.  ,Se Pedro não tinha dinheiro suficiente então a loja não fechou ,Se Pedro tinha dinheiro suficiente então a loja fechou.  ,Se a loja fechou então Pedro tinha dinheiro suficiente. ,/questoes-de-concursos/questoes/c5d0d5fa-9a
56,error,Não corro bastante ou fico exausto ,"Se não corro bastante, então não fico exausto ","Se não fico exausto, corro bastante ","Se não corro bastante, fico exausto ",Corro bastante e não fico exausto. ,/questoes-de-concursos/questoes/142ce030-99
57,none,none,none,none,none,none,/questoes-de-concursos/questoes/14fa0319-94
58,none,none,none,none,none,none,/questoes-de-concursos/questoes/8f1b935d-8f
59,none,none,none,none,none,none,/questoes-de-concursos/questoes/8e915eb2-8f
60,none,none,none,none,none,none,/questoes-de-concursos/questoes/68f30653-8f
61," A negação da proposição “Cada uma das contas apresentadas por Fernando contém, no mínimo, dois erros contábeis.” corresponde a: ","Todas as contas apresentadas por Fernando contêm, pelo menos, um erro contábil. ","Nenhuma das contas apresentadas por Fernando contém, no mínimo, dois erros contábeis. ","Cada uma das contas apresentadas por Fernando contém, no máximo, um erro contábil. ","Pelo menos uma das contas apresentadas por Fernando contém, no máximo, um erro contábil. ","Pelo menos uma das contas apresentadas por Fernando contém, no mínimo, dois erros contábeis. ",/questoes-de-concursos/questoes/fe2e06fd-8e
62,none,none,none,none,none,none,/questoes-de-concursos/questoes/ba84d8b3-8e
63,none,none,none,none,none,none,/questoes-de-concursos/questoes/b9eb253c-8e
64,none,none,none,none,none,none,/questoes-de-concursos/questoes/e48f54c8-88
65,none,none,none,none,none,none,/questoes-de-concursos/questoes/ca7cbd4e-87
66,none,none,none,none,none,none,/questoes-de-concursos/questoes/c9b97dce-87
67,none,none,none,none,none,none,/questoes-de-concursos/questoes/1b5e56e8-83
68,none,none,none,none,none,none,/questoes-de-concursos/questoes/19e584cc-83
69,none,none,none,none,none,none,/questoes-de-concursos/questoes/1789065e-83
70,none,none,none,none,none,none,/questoes-de-concursos/questoes/4e2e1c6c-36
71,none,none,none,none,none,none,/questoes-de-concursos/questoes/fa04bbcc-35
72,none,none,none,none,none,none,/questoes-de-concursos/questoes/7caca5af-35
73,none,none,none,none,none,none,/questoes-de-concursos/questoes/7c325b5e-35
74,none,none,none,none,none,none,/questoes-de-concursos/questoes/df5caf5a-34
75," Admitindo que todo racional é pensador, e nenhum romântico é racional, então, se há ao menos um racional, é correto afirmar que, necessariamente, ",nenhum pensador é romântico. ,todo pensador é romântico. ,algum pensador é romântico. ,algum pensador não é romântico. ,algum romântico não é pensador. ,/questoes-de-concursos/questoes/a0bf24fa-32
76,none,none,none,none,none,none,/questoes-de-concursos/questoes/e8b3871f-2b
77,none,none,none,none,none,none,/questoes-de-concursos/questoes/b16f5923-2a
78,none,none,none,none,none,none,/questoes-de-concursos/questoes/b05eb6f9-2a
79,none,none,none,none,none,none,/questoes-de-concursos/questoes/ae89c96d-2a
80," “Se o jogador chutou a bola, então ele fez o gol.” Logo:  ",O jogador não chutou a bola ,O jogador não fez o gol.  ,"Se o jogador não chutou a bola, então ele não fez o gol.  "," Se o jogador não fez o gol, então ele não chutou a bola.  ","Se o jogador chutou a bola, então ele fez o gol. ",/questoes-de-concursos/questoes/7375e497-1e
81,none,none,none,none,none,none,/questoes-de-concursos/questoes/4fcd064a-1c
82,error,Nenhum jogador de futebol que não é rico joga no Brasil ou joga mal. ,error,Algum jogador de futebol que não é rico não joga no Brasil e não joga mal. ,Algum jogador de futebol é rico mas joga no Brasil ou joga mal ,Nenhum jogador de futebol que é rico joga no Brasil ou joga mal. ,/questoes-de-concursos/questoes/c4116959-1c
83," A negação da afirmação condicional “Se estiver fazendo sol no feriado, eu vou ao clube” é: ",Está fazendo sol no feriado e eu não vou ao clube. ,"Se não estiver fazendo sol no feriado, eu vou ao clube ","Se estiver fazendo sol no feriado, eu não vou ao clube. ",Não está fazendo sol no feriado e eu vou ao clube. ,Não está fazendo sol no feriado e eu não vou ao clube ,/questoes-de-concursos/questoes/01b90838-1b
84, Dizer que “Augusto é agente administrativo ou Simone não é supervisora” é logicamente equivalente a dizer que: ,Augusto não é agente administrativo e Simone é supervisora ,"Se Simone é supervisora, entãoAugusto é agente administrativo. ","Se Augusto não é agente administrativo, então Simone é supervisora ","Se Augusto é agente administrativo, então Simone não é supervisora ",Augusto é agente administrativo se e somente se Simone não é supervisora ,/questoes-de-concursos/questoes/003886de-1b
85, A negação de “Arthur ou Paulo são agentes administrativos e Mauro mora em Brasília” é: ,Arthur e Paulo não são agentes administrativos e Mauro mora em Brasília. ,Arthur e Paulo não são agentes administrativos ou Mauro mora em Brasília. ,Arthur e Paulo não são agentes administrativos ou Mauro não mora em Brasília. ,Arthur ou Paulo não são agentes administrativos e Mauro não mora em Brasília ,Arthur ou Paulo não são agentes administrativos ou Mauro não mora em Brasília. ,/questoes-de-concursos/questoes/fa0b4783-1b
86," Considere a afirmação:Existem agentes administrativos da SUDECO que não são concursados. Se essa afirmação é falsa, então é verdade que: ",Nenhum concursado é agente administrativo da SUDECO. ,Nenhum agente administrativo da SUDECO é concursado. ,Nem todos os agentes administrativos da SUDECOsão concursados ,Todo agente administrativo da SUDECO é concursado ,Todos os concursados são agentes administrativos da SUDECO ,/questoes-de-concursos/questoes/f70cf9e5-1b
87, Se não é verdade que “Amanhã Maria vai à praia e ao teatro” então amanhã: , Maria não vai à praia nem ao teatro , Maria vai à praia ou ao teatro , Maria não vai à praia ou vai ao teatro , Maria vai à praia ou não vai ao teatro , Maria não vai à praia ou não vai ao teatro ,/questoes-de-concursos/questoes/7f4a1759-18
88,none,none,none,none,none,none,/questoes-de-concursos/questoes/a797a3cd-16
89,none,none,none,none,none,none,/questoes-de-concursos/questoes/a69daf5e-16
90,none,none,none,none,none,none,/questoes-de-concursos/questoes/a61fe667-16
91,none,none,none,none,none,none,/questoes-de-concursos/questoes/a5a3fd44-16
92," Considere 3 conjuntos A, B e C quaisquer. A operação A∪(B∩C) equivale a: ",(A∩B) ∪ (A∩C) ,(A∪B) ∩ (A∪C) ,(A∪B) ∪ (A∪C) ,(A∩B) ∩ (A∩C) ,(A∪B) ∪ (A∩C) ,/questoes-de-concursos/questoes/46a8d108-14
93,error,Toda aranha branca é venenosa. ,Toda aranha preta não é venenosa. ,Se uma aranha não é preta então não é venenosa. ,Existe uma aranha preta que não é venenosa. ,Existe uma aranha que não é preta e não é venenosa. ,/questoes-de-concursos/questoes/7bdc40e8-13
94," Considere 3 conjuntos A, B e C quaisquer. A operação A∪(B∩C) equivale a: ", , , , , ,/questoes-de-concursos/questoes/4f62b4e2-13
95," Considere 3 conjuntos A, B e C quaisquer. A operação A∪(B∩C) equivale a: ",(A∩B) ∪ (A∩C) ,(A∪B) ∩ (A∪C) ,(A∪B) ∪ (A∪C) ,(A∩B) ∩ (A∩C) ,(A∪B)∪(A∩C) ,/questoes-de-concursos/questoes/2b655e24-13
96," Se é verdade que “pelo menos um candidato gosta de estudar”, então sua negação será: ",pelo menos um candidato não gosta de estudar. ,nem todos os candidatos gostam de estudar. ,todos os candidatos não gostam de estudar. ,existe um candidato que gosta de estudar. , todos os candidatos gostam de estudar. ,/questoes-de-concursos/questoes/72a89719-12
97, A negação de “Ruy Barbosa é abolicionista e Senador Dantas é baiano” é:  ,Ruy Barbosa não é abolicionista e Senador Dantas não é baiano.  ,Ruy Barbosa é baiano e Senador Dantas é abolicionista. ,Ruy Barbosa não é abolicionista ou Senador Dantas não é baiano.  ,Ruy Barbosa é baiano ou Senador Dantas não é abolicionista. ,Ruy Barbosa é Senador Dantas e Senador Dantas é Ruy Barbosa.  ,/questoes-de-concursos/questoes/80f4c2b4-11
98," Ao se admitir por verdadeira a declaração “Se Paulo é alto, então Gabriela não é alta”, conclui - se, de maneira correta e necessária, que se "," Gabriela é alta, então Paulo não é alto. ","Gabriela é alta, então Paulo é alto. ","Gabriela não é alta, então Paulo não é alto. ","Gabriela não é alta, então Paulo é Gabriela. "," Paulo não é alto, então Gabriela é maior que Paulo. ",/questoes-de-concursos/questoes/cb58f8af-11
99,none,none,none,none,none,none,/questoes-de-concursos/questoes/924d163c-07
