,descricao,a,b,c,d,e,src
35," Certo dia, cinco Agentes de um mesmo setor do Tribunal de Contas do Estado de São Paulo − Amarilis, Benivaldo, Corifeu, Divino e Esmeralda − foram convocados para uma reunião em que se discutiria a implantação de um novo serviço de telefonia. Após a realização dessa reunião, alguns funcionários do setor fizeram os seguintes comentários:  – “Se Divino participou da reunião, então Esmeralda também participou”  – “Se Divino não participou da reunião, então Corifeu participou”  – “Se Benivaldo ou Corifeu participaram, então Amarilis não participou”  – “Esmeralda não participou da reunião”  Considerando que as afirmações contidas nos quatro comentários eram verdadeiras, pode-se concluir com certeza que, além de Esmeralda, não participaram de tal reunião    ",Amarilis e Benivaldo., Amarilis e Divino,Benivaldo e Corifeu,Benivaldo e Divino, Corifeu e Divino,/questoes-de-concursos/questoes/5fdea41f-56
36,none,none,none,none,none,none,/questoes-de-concursos/questoes/6ec21535-a8
37, A negação da proposição composta “E-mail é a comunicação mais rápida que existe ou fax não se tornou obsoleto” é:  ,E-mail é a comunicação mais rápida que existe e fax não se tornou obsoleto. ,E-mail tornou-se obsoleto ou fax é a comunicação mais rápida que existe. ,E-mail não é a comunicação mais rápida que existe ou fax tornou-se obsoleto. ,E-mail não se tornou obsoleto e fax não é a comunicação mais rápida que existe. ,E-mail não é a comunicação mais rápida que existe e fax tornou-se obsoleto. ,/questoes-de-concursos/questoes/349ed486-67
38,none,none,none,none,none,none,/questoes-de-concursos/questoes/cfb16ce7-db
39,none,none,none,none,none,none,/questoes-de-concursos/questoes/23f26b60-27
40," A negação da afirmação condicional “Se Carlos não foi bem no exame, vai ficar em casa” é: ","Se Carlos for bem no exame, vai ficar em casa",Carlos foi bem no exame e não vai ficar em casa.,Carlos não foi bem no exame e vai ficar em casa .,Carlos não foi bem no exame e não vai ficar em casa., Se Carlos não foi bem no exame então não vai ficar em casa.  ,/questoes-de-concursos/questoes/f031141d-b7
41," Dê a negação de:∃x ∈ R, x3 = x + 2 ",error,error,error,error,error,/questoes-de-concursos/questoes/fd58d3e5-a3
42,none,none,none,none,none,none,/questoes-de-concursos/questoes/63104ba0-a2
43, Uma proposição equivalente para “Se é janeiro então é verão” é dada na alternativa: ,É janeiro ou não é verão.,É janeiro ou é verão.,Não é janeiro ou é verão. ,Não é janeiro e não é verão.,Não é janeiro e é verão. ,/questoes-de-concursos/questoes/060ff86c-a2
44, A negação da proposição “Se é outono em Gramado então a temperatura está amena” é: ,Se não é outono em Gramado então a temperatura não está amena.,Não é outono em Gramado e está frio.,Não é outono em Gramado e está calor.,É outono em Gramado e a temperatura não está amena. ,É outono em Gramado e a temperatura está amena.,/questoes-de-concursos/questoes/060cbb87-a2
