,descricao,a,b,c,d,e,src
26, Classifique cada uma das afirmativas a seguir como verdadeira (V) ou falsa (F). ( ) As proposições (p→q)→r e (p˄~r)→q são equivalentes. ( ) Anegação disjunta de duas proposições é comutativa. ( ) Anegação conjunta de duas proposições é comutativa. ( ) A disjunção exclusiva de duas proposições p e q é equivalente à disjunção das proposições (p˅q) e ~(p˄q). Marque a alternativa que contém a sequência CORRETA de preenchimento dos parênteses. ,"V, V, F e V. ","V, V, V e F. ","V, F, V e V. ","F, V, V e V. ","F, V, V e F. ",/questoes-de-concursos/questoes/aee167f4-76
27," De Volta Para O Futuro é um filme norte-americano de 1985 que conta a história de Marty McFly, um adolescente que volta no tempo até 1955. Nesse retorno, Marty conhece seus futuros pais no colégio e, acidentalmente, faz sua futura mãe ficar romanticamente interessada por ele. Marty deve consertar o dano na história fazendo com que seus pais se apaixonem e, com a ajuda do excêntrico Dr. Emmett Brown, encontrar um modo de voltar para 1985. Na tentativa de fazer com que seu pai tome coragem de convidar sua mãe para ir a um baile, Marty fala o seguinte para ele: ""Se você usar a sua mente, você pode fazer qualquer coisa"". Esta frase dita por Marty em um dos encontros com o seu pai mais novo se tornou uma das frases mais marcantes do filme. Do ponto de vista lógico, uma afirmação equivalente a afirmação dita por Marty é: ",Não use a mente e você não pode fazer qualquer coisa. ,Não use a mente e você pode fazer qualquer coisa.,Use a mente ou você pode fazer qualquer coisa.,Use a mente e você não pode fazer qualquer coisa.,Não use a mente ou você pode fazer qualquer coisa .,/questoes-de-concursos/questoes/aedafd6b-76
28, Proposições que possuem a mesma tabela-verdade são chamadas de proposições logicamente equivalentes (ou simplesmente equivalentes). Qual das alternativas abaixo é uma equivalência lógica da proposição P→(~P˄ ~Q)? ,Q ,P,~Q ,~P,P˅~Q,/questoes-de-concursos/questoes/aec9a06b-76
29,error,Não ligue a sirene e leve a viatura até o local da ocorrência.,Não ligue a sirene ou leve a viatura até o local da ocorrência.,Não leve a viatura até o local da ocorrência e ligue a sirene.,Não leve a viatura até o local da ocorrência ou não ligue a sirene.,Não leve a viatura até o local da ocorrência e não ligue a sirene.,/questoes-de-concursos/questoes/050921c2-72
30," Se Bruna não é irmã de Rodrigo, então Rodrigo é irmão de Ana”. A negação da proposição composta acima é equivalente a: ",Rodrigo é irmão de Ana e Bruna. ,Bruna não é irmã de Rodrigo ou Ana.,Bruna é irmã de Rodrigo ou Rodrigo é irmão de Ana. ,Bruna é irmã de Rodrigo e Rodrigo não é irmão de Ana.,Bruna não é irmã de Rodrigo e Rodrigo não é irmão de Ana.,/questoes-de-concursos/questoes/098ee571-71
31,error,podem existir 6 apartamentos do tipo B.,podem existir 5 apartamentos do tipo A.,"podem existir, no máximo, 2 apartamentos do tipo C.",pode existir pelo menos 1 apartamento de cada tipo.,necessariamente existe 1 apartamento do tipo A. ,/questoes-de-concursos/questoes/42cb02fa-71
32," A negação da proposição composta: “Se Jorge mora em São Paulo, então é paulista”, é equivalente a: ",Jorge não mora em São Paulo.,Jorge não mora em São Paulo ou não é paulista.,Jorge mora em São Paulo e não é paulista. ,Jorge não é paulista.,"Se Jorge não mora em São Paulo, então não é paulista.",/questoes-de-concursos/questoes/8068e96e-71
33, Assinale a alternativa que mostra um exemplo de contradição. ,Pedro é um bom pescador.,Renato gosta de comer peixe. ,Ana é alta e Ana não é alta.,Maria é inteligente e Antônio é esforçado.,Reinaldo gosta de estudar raciocínio lógico.,/questoes-de-concursos/questoes/6b0073fc-6c
34, A negação da proposição “Chove em Imbé se e somente se faz calor no verão” é: ,"Se chove em Imbé, então faz calor no verão.",Chove em Imbé e faz calor no verão. ,Não chove em Imbé ou não faz calor no verão.,Não chove em Imbé se e somente se não faz calor no verão. ,Ou chove em Imbé ou faz calor no verão.,/questoes-de-concursos/questoes/6af9f54b-6c
35,none,none,none,none,none,none,/questoes-de-concursos/questoes/d01c54b0-63
36,none,none,none,none,none,none,/questoes-de-concursos/questoes/a9e2bfda-4a
37,none,none,none,none,none,none,/questoes-de-concursos/questoes/a9de0de3-4a
38," A negação lógica da sentença “Brasília é capital do Brasil e Londres não é capital da Suécia”, é: ",Brasília não é capital do Brasil ou Londres é capital da Suécia.,Brasília não é capital do Brasil e Londres é capital da Suécia.,"Se Brasília não é capital do Brasil, então Londres não é capital da Suécia.",Londres é capital da Suécia e Brasília é capital do Brasil.,"Se Londres não é capital da Suécia, então Brasília é capital do Brasil.",/questoes-de-concursos/questoes/e5b436a2-47
39," Assinale a alternativa que apresenta negação da afirmação “Se José está afundando, então ele não sabe nadar ou está com câimbras”. ","Se José não está afundando, então ele sabe nadar e está com câimbras.",José está afundando e ele sabe nadar e não está com câimbras. ,"José não sabe nadar, não está com câimbras e não está afundando.","José não sabe nadar, não está com câimbras e está afundando.","Se José não sabe nadar e se está com câimbras, então ele está afundando.",/questoes-de-concursos/questoes/06658391-47
40,error,O Brasil não está na América do Sul e Portugal está na África.,O Brasil não está na América do Sul ou Portugal não está na África.,O Brasil está na América do Sul e Portugal não está na África.,O Brasil não está na América do Sul e Portugal não está na África.,"Se o Brasil está na América do Sul, então Portugal está na África.",/questoes-de-concursos/questoes/2c272a7d-44
41,error,"Se Portugal não está na Europa, então pedra é mineral.",Portugal não está na Europa e pedra é mineral.,Portugal não está na Europa ou pedra é mineral.,Pedra é mineral e Portugal está na Europa,Portugal está na Europa e pedra não é mineral.,/questoes-de-concursos/questoes/20a08655-44
42,none,none,none,none,none,none,/questoes-de-concursos/questoes/8acffc7c-43
43,error,Não existem albatrozes que comem peixes.,Todos os albatrozes comem peixes.,Existem albatrozes que não comem peixes.,Alguns albatrozes não comem peixes.,Todos os albatrozes não comem peixes. ,/questoes-de-concursos/questoes/7407fd9e-2f
44,error,Não gosto de jiló e gosto de quiabo.,Não gosto de jiló e não gosto de quiabo.,Se gosto de jiló então gosto de quiabo.,Se não gosto de jiló então gosto de quiabo.,Se não gosto de quiabo então gosto de jiló.,/questoes-de-concursos/questoes/632616fb-2d
45,error,"não fez frio, Paulo não foi ao cinema e choveu.","fez frio, Paulo foi ao cinema e choveu.","fez frio, Paulo não foi ao cinema e choveu.","fez frio, Paulo não foi ao cinema e não choveu.","não fez frio, Paulo foi ao cinema e não choveu.",/questoes-de-concursos/questoes/c91b57bc-2d
46,none,none,none,none,none,none,/questoes-de-concursos/questoes/af181511-2d
47,error,–1 &lt x ≤ 2/3.,–1 ≤ x &lt 2/3., x ≤ –1 e x &gt 5/3.,x ≤ –1 ou x &gt 5/3.,–1 ≤ x &lt 2/3 e x &gt 5/3.,/questoes-de-concursos/questoes/80b970f7-26
48,error,Ciro se formou na USP. ,Ciro fala francês. ,Marta fala alemão.,Marta se formou na UnB.,Pedro fala coreano.,/questoes-de-concursos/questoes/fed1baa3-22
49,none,none,none,none,none,none,/questoes-de-concursos/questoes/feda7326-1f
50," Uma reportagem divulgada pela Veja, em 02/08/2016, teve a seguinte manchete: “Estudo mostrou que carnívoros e vegetarianos correm risco de vida maior em relação aos que seguem uma dieta que exclui todo produto de origem animal”.  (Fonte: http://veja.abril.com.br/saude/veganos-vivem-mais-que-os-carnivoros/. Acesso em: 23 abr. 2017).  Motivada por essa reportagem e pela importância que se deve dar à saúde, a empresa XYZ fez uma pesquisa para avaliar os hábitos alimentares e físicos de seus funcionários. Para isso, aplicou-se um questionário com diversas perguntas. Dos itens pesquisados constavam o tipo de alimentação (vegetariana, vegana ou carnívora), a frequência da prática de atividade física, o peso e a altura.  Assim, realizaram-se diversas análises e uma delas foi o cruzamento da adequação do peso do funcionário com o tipo de alimentação. Após a análise final, o diretor fez a seguinte afirmativa: ""Toda pessoa vegana é magra"".  Considerando essa proposição como verdadeira, avalie as seguintes afirmações.  I- Algum magro é vegano. II- Toda pessoa magra é vegana. III- Nenhum vegano não é magro. IV- Algum vegano é magro.  Está correto apenas o que se afirma em  ",I e III. ,II e IV.,"I, II e III. ","I, III e IV","II, III e IV.",/questoes-de-concursos/questoes/78249f82-1f
51," A negação da proposição ""Carla sai de casa para trabalhar e o marido cuida das crianças"" é ",Carla sai de casa para trabalhar e o marido não cuida das crianças.,Carla não sai de casa para trabalhar ou o marido cuida das crianças.,Carla sai de casa para trabalhar ou o marido não cuida das crianças. ,Carla não sai de casa para trabalhar e o marido não cuida das crianças.,Carla não sai de casa para trabalhar ou o marido não cuida das crianças.,/questoes-de-concursos/questoes/01892b80-1f
52,none,none,none,none,none,none,/questoes-de-concursos/questoes/22ee7634-1b
53,none,none,none,none,none,none,/questoes-de-concursos/questoes/c4f584e8-1b
54,error,"se todas as flores não são vermelhas, então o jardim não é bonito"," se uma flor é amarela, então o jardim não é bonito ","se o jardim é bonito, então todas as flores são vermelhas","se o jardim não é bonito, então todas as flores não são vermelhas","se o jardim não é bonito, então pelo menos uma flor não é vermelha.",/questoes-de-concursos/questoes/19291c34-19
55,error," João avisou antecipadamente à direção da escola e, apesar do seu amigo ter apresentado um documento com foto, Fernando não foi liberado porque João não passou o nome completo do seu amigo. "," João avisou antecipadamente à direção da escola, passou o nome completo do seu amigo, mas o amigo de João não apresentou um documento com foto quando chegou à escola. "," João não avisou antecipadamente à direção da escola, ou João não passou o nome completo do seu amigo ou o amigo de João não apresentou um documento com foto quando chegou à escola. ", João não avisou antecipadamente à direção da escola que seu amigo iria buscar Fernando. ," O amigo de João não pôde apanhar Fernando, pois a escola só libera os alunos mediante a presença dos pais. ",/questoes-de-concursos/questoes/2a566dad-17
56," Ciro, Marta e Pedro são formados em Relações Internacionais e estão prestando concurso para atuar em diplomacia. Eles se formaram na PUC-MG, UnB e USP, não necessariamente nessa ordem. Sabe-se que um deles é fluente em francês, outro em alemão e o terceiro em coreano.   Sabe-se ainda que:  O que é fluente em francês se formou na PUC-MG. Pedro se formou na USP. Pedro não fala alemão. Ciro não se formou na PUC-MG.  Com base nas informações acima, assinale a alternativa CORRETA: ",Ciro se formou na USP. ,Ciro fala francês. ,Marta fala alemão.,Marta se formou na UnB,Pedro fala coreano.,/questoes-de-concursos/questoes/2a52f99a-17
57,none,none,none,none,none,none,/questoes-de-concursos/questoes/f6a319ed-17
58,error,Rita não é médica e Ana é enfermeira.,Rita não é médica ou Ana é enfermeira.,Rita é médica e Ana é enfermeira. ,"Se Rita é médica, então Ana não é enfermeira.","Se Ana é enfermeira, então Rita não é médica.",/questoes-de-concursos/questoes/3fae4deb-17
59," A negação da proposição composta “se estudo, passo” está corretamente expressa na alternativa: ","Se não estudo, não passo. ",Estudo e não passo.,Se estudo então passo.,Estudo ou passo.,"Estudo, se e somente se, passo.",/questoes-de-concursos/questoes/00e35cf8-16
60,none,none,none,none,none,none,/questoes-de-concursos/questoes/03e9d165-15
61,none,none,none,none,none,none,/questoes-de-concursos/questoes/03d94e6d-15
62,none,none,none,none,none,none,/questoes-de-concursos/questoes/b1d1308b-14
63,none,none,none,none,none,none,/questoes-de-concursos/questoes/b1cd9529-14
64," A proposição equivalente de “Se chove em Vila Lângaro, então faz frio” é:  ","Se faz frio, então chove em Vila Lângaro. ","Se não faz frio, então não chove em Vila Lângaro. ",Chove em Vila Lângaro e faz frio. ,Chove em Vila Lângaro ou faz frio. ,Chove em Vila Lângaro se e somente se faz frio.,/questoes-de-concursos/questoes/0784f3db-13
65, A negação da proposição “Antônio está em Vila Lângaro ou Maria foi viajar” é: ,Antônio não está em Vila Lângaro. ,Maria não foi viajar. ,Antônio não está em Vila Lângaro e Maria não foi viajar. ,Antônio não está em Vila Lângaro ou Maria não foi viajar. ,Antônio está em Vila Lângaro e Maria foi viajar.,/questoes-de-concursos/questoes/077d4302-13
66," Considere as seguintes afirmações:    I. Se o email foi enviado e se o destinatário leu o email, então o processo foi finalizado ou o documento foi validado (ou ambos).   II. Se o email não foi enviado, então o supervisor será advertido.   III. Se o destinatário não leu o email, então o supervisor será advertido.   IV. O processo não foi finalizado.   V. O documento foi invalidado.   Nessas condições, pode-se logicamente concluir que o  ",supervisor será advertido.,supervisor não será advertido.,email não foi enviado. ,edital foi enviado.,destinatário leu o email. ,/questoes-de-concursos/questoes/c41ac51c-13
67, A negação lógica da afirmação “Todos os livros podem ensinar alguma lição” é a seguinte: ,Nenhum livro pode ensinar nada.,Existe algum livro que não ensina nada.,Nenhum livro é vazio de ensinamentos.,Todos os livros são vazios de ensinamentos. ,Alguns livros ensinam alguma lição. ,/questoes-de-concursos/questoes/c415d673-13
68,none,none,none,none,none,none,/questoes-de-concursos/questoes/f3a5171c-12
69,none,none,none,none,none,none,/questoes-de-concursos/questoes/f39aa8ec-12
70, Considere a afirmação: “Estou doente e tomei remédio”. A negação dessa proposição é: ,Não estou doente e não tomei remédio,Não estou doente e tomei remédio,Não estou doente ou não tomei remédio,Estou doente ou não tomei remédio,Estou doente e não tomei remédio,/questoes-de-concursos/questoes/3f5f869b-06
71," Seja a proposição: “Se hoje é sexta-feira, amanhã não estudarei”. A negação dessa afirmação é: ",Hoje não é sexta-feira e amanhã estudarei.,Hoje é sexta-feira e amanhã estudarei.,"Se hoje é sexta-feira, amanhã estudarei.","Se hoje não é sexta-feira, amanhã estudarei.",Hoje não é sexta-feira ou amanhã estudarei.,/questoes-de-concursos/questoes/a55dcf96-02
72," A negação de “Se hoje não chove, então vamos pescar” é: ",Hoje não chove e não vamos pescar,"Se hoje não chove, então não vamos pescar.",Hoje chove e não vamos pescar.,"Se hoje chove, então vamos pescar.","Chova ou não chova hoje, vamos pescar.",/questoes-de-concursos/questoes/b8cef58e-f7
73," Em certo destacamento, nenhum flamenguista é destro. Lembrando que as pessoas podem ser destras, ambidestras ou canhotas, avalie se as seguintes afirmativas acerca desse destacamento são falsas (F) ou verdadeiras (V): ✓ Nenhum destro é flamenguista. ✓ Algum canhoto pode ser flamenguista. ✓ Todo flamenguista é canhoto. As afirmativas são respectivamente: ","V, V e V.","V, V e F.","F, F e V.","V, F e F.","F, F e F. ",/questoes-de-concursos/questoes/b8b40f95-f7
74," Uma negação para a frase “Se todo mundo trabalha, ninguém assiste ao jogo” é: ",Todo mundo trabalha e alguém assiste ao jogo. ,Alguém não trabalha ou ninguém assiste ao jogo.,"Se alguém assiste ao jogo, então alguém não trabalha. ","Se ninguém assiste ao jogo, então todo mundo trabalha. ",Não é o caso que todo mundo trabalha ou alguém assiste ao jogo. ,/questoes-de-concursos/questoes/9553daf9-f7
75," Fábio comprou um carro. Dizer que não é verdade que o carro comprado por Fábio é confortável e o carro comprado por Fábio é esportivo, é logicamente equivalente a dizer o seguinte: ",se o carro é confortável então o carro não é esportivo.,se o carro não é confortável então o carro é esportivo. ,o carro não é confortável ou o carro não é esportivo. ,o carro não é confortável e o carro não é esportivo. ,ou o carro não é confortável ou o carro não é esportivo. ,/questoes-de-concursos/questoes/14659442-f6
76,error,"o feroz tigre, a valiosa joia, a linda mulher ","a linda mulher, a valiosa joia, o feroz tigre ","o feroz tigre, a linda mulher, a valiosa joia","a valiosa joia, a linda mulher o feroz tigre ","a linda mulher, o feroz tigre, a valiosa joia",/questoes-de-concursos/questoes/f84c8f29-f5
77,none,none,none,none,none,none,/questoes-de-concursos/questoes/e6c70097-f3
78,error, Fulano não está realizando essa prova ou não pretende ser um técnico em informática. , Fulano não está realizando essa prova. , Fulano não está realizando essa prova e não pretende ser um técnico em informática. , Fulano não pretende ser um técnico em informática. ," Fulano não está realizando essa prova, mas pretende ser um técnico em informática. ",/questoes-de-concursos/questoes/3a9b7d1c-f2
79," Uma relação é dita reflexiva quando um elemento qualquer está relacionado com ele mesmo. A relação de igualdade é reflexiva porque toda coisa é igual a si mesma. Uma relação é simétrica quando, se uma coisa está relacionada com uma segunda, então a segunda coisa está relacionada com a primeira. A igualdade é simétrica, pois, se a é igual a b, então b é igual a a. Uma relação é transitiva quando, se uma coisa está relacionada com uma segunda e esta segunda com uma terceira, então a primeira está relacionada com a terceira. A igualdade é transitiva: se a é igual a b e b é igual a c, então a é igual a c. Uma relação que seja reflexiva, simétrica e transitiva é uma relação de equivalência. A igualdade é uma relação de equivalência. Analise as afirmações que se seguem: I. A relação maior do que ou igual a, aplicada ao conjunto dos números naturais, é uma relação de equivalência. II. Definindo retas perpendiculares como retas que formam 90°, a relação de perpendicularidade, aplicada às retas do plano, é uma relação de equivalência. III. A relação ter nascido no mesmo ano, aplicada a todos as pessoas da humanidade, é uma relação de equivalência. É (são) verdadeira(s) somente ",I.,II.,III.,I e II.,II e III.,/questoes-de-concursos/questoes/0585ac15-f2
80, A negação de “Todos viajaram e retornaram todos na terça-feira” é ,"Ninguém viajou, portanto não retornaram todos na terça-feira.",Ninguém viajou ou ninguém retornou na terça-feira. ,Pelo menos um não viajou ou alguém não retornou na terça-feira.,Pelo menos um não viajou e alguém não retornou na terça-feira.,Pelo menos um não viajou ou ninguém retornou na terça-feira.,/questoes-de-concursos/questoes/0579d74a-f2
81," Considere as situações abaixo: I. Em uma estrada com duas pistas, vê-se a placa: Como você está dirigindo um automóvel, você conclui que deve trafegar pela pista da esquerda.II. Você mora em Recife e telefona para sua mãe em Brasília. Entre outras coisas, você diz que “Se domingo próximo fizer sol, eu irei à praia”. No final do domingo, sua mãe viu pela televisão que choveu em Recife todo o dia. Então, ela concluiu que você não foi à praia. III. Imagine o seguinte diálogo entre dois políticos que discutem calorosamente certo assunto:  - A: Aqui na Câmara tá cheio de ladrão.  - B: Ocorre que eu não sou ladrão. - A: Você é safado, tá me chamando de ladrão. Em cada situação há, no final, uma conclusão. Examinando a lógica na argumentação:  ","são verdadeiras as conclusões das situações I e II, apenas. ","são verdadeiras as conclusões das situações II e III, apenas. ","são verdadeiras as conclusões das situações I e III, apenas. ",as três conclusões são verdadeiras.,as três conclusões são falsas. ,/questoes-de-concursos/questoes/f42e2c59-f2
82," A fase final do torneio de tênis de um clube será disputada por quatro jogadoras. Para estas partidas, o clube providenciou quatro uniformes (saia e blusa) nas cores amarela, branca, cinza e verde para as quatro jogadoras que serão chamadas de 1, 2, 3 e 4. No vestiário, percebeu-se que: • Uma única jogadora vestiu as duas peças da mesma cor. • A jogadora 2 tem a saia branca. • A jogadora 3 não tem a cor verde. • A jogadora 4 não tem a cor amarela. • Quem tem a saia verde tem a blusa amarela. • Quem tem a blusa cinza não tem saia cinza nem branca. Então:  ",A jogadora 1 tem a saia cinza. ,A jogadora 2 tem as duas peças da mesma cor. ,A jogadora 3 tem blusa verde.,A jogadora 4 tem a saia branca. ,A situação é impossível. ,/questoes-de-concursos/questoes/f428beb9-f2
83," Se chove, fico em casa. Se fico em casa, vejo televisão. Se vejo televisão, aborreço-me com as notícias. Podemos afirmar que: ","se vejo televisão, fico em casa. ",fico em casa somente se chove. ,é necessário ficar em casa para ver televisão. ,"se não me aborreço com as notícias, não chove. ","se fico em casa, então chove. ",/questoes-de-concursos/questoes/c5415cca-f2
84,error,~p.,~q. ,error,error,uma contradição.,/questoes-de-concursos/questoes/c5338e12-f2
85," De ""ninguém é bom se é mentiroso"" pode-se concluir que: ",todos os que falam a verdade são bons.,todos os maus são mentirosos. ,ninguém que fala a verdade é mau. ,nenhum mentiroso é bom. ,existem boas pessoas que são mentirosas. ,/questoes-de-concursos/questoes/c52eaf22-f2
86," “Se o minério é raro, então ele é valioso” é equivalente a: ","“Se um minério é abundante, então ele é valioso”. ","“Se o minério não é raro, então ele não é valioso”. ","“Se o minério é valioso, então ele é raro”.",“Se o minério não é valioso então ele não é raro”,"“Se um minério é abundante, então ele não tem valor”.",/questoes-de-concursos/questoes/e8c973b0-f1
87,error,Apenas r,Apenas p.,Apenas q.,Apenas p e r. ,Apenas q e r.,/questoes-de-concursos/questoes/e8ba16ca-f1
88, Das sentenças:  I. Todo número inteiro possui o seu simétrico? II. A Guerra dos Cem Anos durou mais de cem anos. III. O pico na neblina. IV. O Pico da Neblina.  É(são) proposição(ões) apenas:  ,III e IV.,I e II.,II.,I e IV.,"I, II e III.",/questoes-de-concursos/questoes/e8a9af38-f1
89," “Se o minério é raro, então ele é valioso” é equivalente a: ","“Se um minério é abundante, então ele é valioso”. ","“Se o minério não é raro, então ele não é valioso”.","“Se o minério é valioso, então ele é raro”.", “Se o minério não é valioso então ele não é raro”.,"“Se um minério é abundante, então ele não tem valor”.",/questoes-de-concursos/questoes/55303063-ed
90, Dadas as premissas: Nenhum escritor é ignorante. Todos os filósofos são escritores.  Pode-se concluir que:  ,Há poucos filósofos ignorantes. ,Há alguns filósofos ignorantes.,Poucos ignorantes são filósofos.,Nenhum filósofo é ignorante.,Ou escritores ou filósofos são ignorantes.,/questoes-de-concursos/questoes/551e60d4-ed
91, Considere as seguintes proposições:  p: Cairo é a capital do Egito. q: Estocolmo é a capital da Suécia. r: Estocolmo não é a capital do Egito.  Qual(is) dela(s) é(são) negação(ões) da proposição “Estocolmo é a capital do Egito”?  ,Apenas r. ,Apenas p.,Apenas q.,Apenas p e r.,Apenas q e r. ,/questoes-de-concursos/questoes/550d914c-ed
92,error,III e IV.,I e II.,II.,I e IV.,"I, II e III.",/questoes-de-concursos/questoes/54f177ad-ed
93,error,"uma equivalente, uma negação, e uma negação.","uma negação, uma equivalente, e uma negação.","uma equivalente, uma negação, e uma equivalente.","uma negação, uma negação, e uma equivalente.","uma equivalente, uma equivalente, e uma negação.",/questoes-de-concursos/questoes/61c4bfd1-ec
