,descricao,a,b,c,d,e,src
20, Uma negação para a afirmação “Carlos é técnico em informática e Ana não é analista de sistemas” está contida na alternativa: ,Ana é analista de sistemas ou Carlos não é técnico em informática.,Carlos não é técnico em informática e Ana é analista de sistemas.,Ana não é analista de sistemas ou Carlos não é técnico em informática.,Carlos não é técnico em informática e Ana não é analista de sistemas.,Carlos é técnico em informática ou Ana é analista de sistemas.,/questoes-de-concursos/questoes/3d128d94-ff
21," Uma afirmação que corresponda à negação lógica da afirmação: “Se o resultado não bateu, então o meio de campo está enrolado”, é: ",O resultado não bateu e o meio de campo não está enrolado.,"Se o meio de campo não está enrolado, então o resultado bateu.",O resultado bateu e o meio de campo não está enrolado.,"Se o resultado bateu, então o meio de campo não está enrolado.",O resultado bateu ou o meio de campo não está enrolado.,/questoes-de-concursos/questoes/38193a30-ff
22," Uma afirmação logicamente equivalente à afirmação: “Se as mariposas só voam à noite, então o sol me livra delas”, é: ",As mariposas só voam à noite e o sol não me livra delas.,As mariposas não voam só a noite ou o sol me livra delas.,"Se o sol me livra delas, então as mariposas só voam à noite.",As mariposas não voam só à noite e o sol me livra delas.,As mariposas só voam à noite ou o sol me livra delas.,/questoes-de-concursos/questoes/3810cc2c-ff
23," A seguinte afirmação: Se estou fazendo essa prova, então sou programador. é equivalente a ",sou programador e estou fazendo essa prova.,não sou programador e não estou fazendo essa prova.,"se sou programador, então estou fazendo essa prova. ","se não sou programador, então não estou fazendo essa prova.","estou fazendo essa prova se, e somente se, sou programador.",/questoes-de-concursos/questoes/2da2a2b7-ff
24, Considere a seguinte afirmação: Todo homem é trabalhador. A alternativa que apresenta uma negação lógica para essa afirmação é: ,Nenhum homem é trabalhador.,Toda mulher é trabalhadora,Não existe homem que não é trabalhador.,Todo trabalhador não é homem.,Existe homem que não é trabalhador.,/questoes-de-concursos/questoes/2d945ffe-ff
25," Uma afirmação que corresponda à negação lógica de “Se o combustível acabar, então o veículo não consegue subir a ladeira.” é: ","“Se o veículo consegue subir a ladeira, então o combustível não acaba.”",“O veículo consegue subir a ladeira ou o combustível acaba.” ,"“O combustível acaba, e o veículo consegue subir a ladeira.” ","“Se o combustível não acaba, então o veículo consegue subir a ladeira.”","“O combustível não acaba, e o veículo consegue subir a ladeira.” ",/questoes-de-concursos/questoes/98b93e21-fa
26," Do ponto de vista lógico, dizer “Se eu trabalho com empenho, então os resultados serão melhores.” é o mesmo que dizer: ","“Eu trabalho com empenho, e os resultados serão melhores.”","“Se eu não trabalho com empenho, então os resultados não serão melhores.”","Se os resultados serão melhores, então eu trabalho com empenho.” ",“Eu não trabalho com empenho ou os resultados serão melhores.”,"“Os resultados não serão melhores, e eu não trabalho com empenho.”",/questoes-de-concursos/questoes/98b1d7c0-fa
27," Assinale a alternativa que apresenta uma inferência equivalente à sentença: Se Gabriel não ganha dinheiro, então ele fica em casa.  ",Gabriel não ganha dinheiro. ," Se Gabriel não fica em casa, então ele ganha dinheiro. ","Se Gabriel ganha dinheiro, então ele não fica em casa. ",Gabriel fica em casa.," Se Gabriel fica em casa, então ele não ganha dinheiro. ",/questoes-de-concursos/questoes/4925a43b-fa
28," Dada a proposição: “Nunca me canso e pratico esportes diariamente”, sua NEGAÇÃO LÓGICA é:  ",Às vezes pratico esportes diariamente e às vezes me canso. ,Às vezes me canso ou não pratico esportes diariamente. ,"Se pratico esportes diariamente, então me canso. ","Se pratico esportes diariamente, então não me canso. ",Ou me canso ou não pratico esportes diariamente. ,/questoes-de-concursos/questoes/7e6c5623-fa
29, A negação da frase “Todos os analistas são inteligentes ou nenhum técnico é capacitado” é dada por ,Existe analista que não é inteligente ou existe algum técnico que não é capacitado.,Não existe analista inteligente ou algum técnico é capacitado.,Nenhum analista é inteligente ou todo técnico é capacitado.,Existe analista que não é inteligente e existe técnico que é capacitado.,"Se nenhum técnico é capacitado, então todos os analistas são inteligentes. ",/questoes-de-concursos/questoes/3dea531b-f9
30," A central de segurança de um condomínio comercial recebe Selo Verde se o zelador tiver, para toda porta no condomínio, pelo menos uma chave que a tranque caso contrário, a central de segurança recebe Selo Vermelho. Se a central de segurança de um condomínio comercial recebeu Selo Vermelho, então, necessariamente, nesse condomínio, ",o zelador tem pelo menos uma chave que não tranca todas as portas. ,nenhuma porta pode ser trancada por todas as chaves do zelador. ,o zelador tem pelo menos uma chave que não tranca nenhuma porta. ,existe pelo menos uma porta que não pode ser trancada por nenhuma chave do zelador. ,todas as chaves do zelador trancam todas as portas. ,/questoes-de-concursos/questoes/ffe12f6a-f0
31," Uma afirmação que corresponda à negação lógica da afirmação: “Todos os potes de sobremesa viraram ou choveu em cima da sacola”, é ",Pelo menos um pote de sobremesa não virou e não choveu em cima da sacola.,Nenhum pote de sobremesa virou e não choveu em cima da sacola.,Nenhum pote de sobremesa virou ou não choveu em cima da sacola.,Pelo menos um pote de sobremesa virou ou não choveu em cima da sacola.,Pelo menos um pote de sobremesa não virou e choveu em cima da sacola.,/questoes-de-concursos/questoes/4c9bac7b-ec
32," Uma afirmação logicamente equivalente à proposição: “Se descubro a lógica de formação da sequência, então encontro qualquer termo”, é ",Descubro a lógica de formação da sequência e encontro qualquer termo.," Se encontro qualquer termo, então não descubro a lógica de formação da sequência. ",Descubro a lógica de formação da sequência ou encontro qualquer termo.,Não descubro a lógica de formação da sequência ou não encontro qualquer termo.,Não descubro a lógica de formação da sequência ou encontro qualquer termo.,/questoes-de-concursos/questoes/4c95effa-ec
33, Marcos gosta de comer arroz com feijão e Luiza gosta de comer macarrão. A negação lógica dessa afirmação é ,Marcos gosta de comer arroz com feijão ou Luiza não gosta de comer macarrão. ,Marcos não gosta de comer macarrão e Luiza não gosta de comer arroz com feijão.,Marcos não gosta de comer arroz com feijão e Luiza gosta de comer macarrão. ,Marcos não gosta de comer arroz com feijão ou Luiza não gosta de comer macarrão. ,Marcos não gosta de comer arroz com feijão ou Luiza gosta de comer macarrão. ,/questoes-de-concursos/questoes/4a2891bc-ec
34,none,none,none,none,none,none,/questoes-de-concursos/questoes/2e068c80-ec
35, Assinale a alternativa que apresenta a negação da seguinte proposição: Algum funcionário do CRMV possui menos de 20 anos e é careca. ,Nenhum funcionário do CRMV possui menos de 20 anos ou é careca.,Nenhum funcionário do CRMV possui menos de 20 anos. ,Nenhum funcionário do CRMV é careca. ,Todo funcionário do CRMV possui mais de 20 anos ou não é careca. ,Todo funcionário do CRMV possui mais de 20 anos e não é careca.,/questoes-de-concursos/questoes/8cf9c9dc-ec
36," Assinale a opção que apresenta a proposição lógica que é equivalente à seguinte proposição: “Se Carlos foi aprovado no concurso do TJ/PR, então Carlos possui o ensino médio completo.”  ", “Carlos não foi aprovado no concurso do TJ/PR ou Carlos possui o ensino médio completo.” ," “Se Carlos não foi aprovado no concurso do TJ/PR, então Carlos não possui o ensino médio completo.” ", “Carlos possuir o ensino médio completo é condição suficiente para que ele seja aprovado no concurso do TJ/PR.” , “Carlos ser aprovado no concurso do TJ/PR é condição necessária para que ele tenha o ensino médio completo.” ,“Carlos possui o ensino médio completo e não foi aprovado no concurso do TJ/PR.”,/questoes-de-concursos/questoes/e48af827-ea
37,none,none,none,none,none,none,/questoes-de-concursos/questoes/7834a16b-ea
38," Se estou com pressa e o computador travou, então não consigo fazer o trabalho. Uma afirmação que seja logicamente equivalente à afirmação anterior é: ","Se não consigo fazer o trabalho, então o computador travou e estou com pressa."," Se não consigo fazer o trabalho, então não estou com pressa e o computador não travou. ",Estou com pressa e o computador travou ou não consigo fazer o trabalho. ," Não estou com pressa ou o computador não travou, ou não consigo fazer o trabalho. ","Estou com pressa ou o computador travou, e não consigo fazer o trabalho. ",/questoes-de-concursos/questoes/f9c78ad2-e5
39, ‘Saí de casa correndo e não esqueci de pegar meu computador’. Uma afirmação que corresponde à negação lógica da afirmação anterior é ,"Se saí de casa correndo, então esqueci de pegar meu computador.",Não saí de casa correndo e não esqueci de pegar meu computador.,Saí de casa correndo ou esqueci de pegar meu computador.,Ou saí de casa correndo ou esqueci de pegar meu computador.,Não saí de casa correndo ou esqueci de pegar meu computador.,/questoes-de-concursos/questoes/f9c325f5-e5
40," Considere que a afirmação: ‘Ana é médica ou Beatriz é advogada’ seja verdadeira que a afirmação: ‘Se Cláudio é professor, então Ana é médica’ seja falsa. Nessa situação, é logicamente correto afirmar que ",Beatriz é advogada e Cláudio é professor.,Beatriz não é advogada e Cláudio é professor.,Ana é médica ou Cláudio não é professor.,Beatriz não é advogada e Ana não é médica.,Ana é médica e Cláudio não é professor.,/questoes-de-concursos/questoes/f9be29dd-e5
41," Todos os MAGNÂNIMOS são FELIZES. Alguns BENFEITORES são MAGNÂNIMOS, mas não todos. Há FELIZ que é BENFEITOR. A partir dessas afirmações, é logicamente correto afirmar que ",qualquer BENFEITOR é FELIZ.,"os MAGNÂNIMOS que não são FELIZES, são BENFEITORES.","os BENFEITORES que são MAGNÂNIMOS, não são FELIZES. ",todos os BENFEITORES que são MAGNÂNIMOS são FELIZES.,os FELIZES que não são MAGNÂNIMOS são BENFEITORES.,/questoes-de-concursos/questoes/f9b57b98-e5
42,none,none,none,none,none,none,/questoes-de-concursos/questoes/bd239542-e3
43," Uma sentença logicamente equivalente a “Se Pitombeira é radiologista, então Meire é Terapeuta” é: "," Se Pitombeira não é radiologista, então Meire não é Terapeuta. ",Pitombeira é radiologista e Meire é terapeuta. ,"Se Meire não é terapeuta, então Pitombeira não é radiologista. ",Pitombeira é radiologista ou Meire é terapeuta. ," Se Meire é terapeuta, então Pitombeira é radiologista. ",/questoes-de-concursos/questoes/94ff84ee-e3
44," Considere as seguintes sentenças: Se Cláudio candidatou-se ao cargo, então Bruno também se candidatou. Se Bruno candidatou-se ao cargo, então Alice também se candidatou.  Sabe-se que Bruno não se candidatou ao cargo. Considere as sentenças abaixo. I. Cláudio candidatou-se ao cargo. II. Alice não se candidatou ao cargo. III. Cláudio não se candidatou ao cargo.  É necessariamente verdadeiro o que se afirma APENAS em  ",I.,II.,III.,I e II. ,II e III. ,/questoes-de-concursos/questoes/4b61c463-dd
45,none,none,none,none,none,none,/questoes-de-concursos/questoes/f50e4131-da
46, A negação da proposição “A prova está difícil ou o concurso deverá ser adiado” é: ,A prova não está difícil ou o concurso não deverá ser adiado., A prova está difícil e o concurso deverá ser adiado.,"Ou a prova não está difícil, ou o concurso não deverá ser adiado.","Se a prova está difícil, então o concurso deverá ser adiado.",A prova não está difícil e o concurso não deverá ser adiado.,/questoes-de-concursos/questoes/08d51e8c-d8
47," Alguém diz: ‘se hoje a temperatura atingir mais do que 25 graus, então vai chover’. É logicamente equivalente dizer: ","se hoje chover, então a temperatura atingiu mais do que 25 graus. ",hoje chove ou a temperatura atinge mais do que 25 graus. ,"se hoje a temperatura não atingir mais do que 25 graus, então não vai chover. ","se hoje não chover, então a temperatura não atinge mais do que 25 graus. ",hoje não chove e a temperatura não atinge mais do que 25 graus. ,/questoes-de-concursos/questoes/ad1989f8-d4
48,error," Se a alça da sacola não arrebenta, então as garrafas não caem no chão e não se quebram. ",A alça da sacola não arrebenta ou as garrafas caem no chão e se quebram. ,"A alça da sacola arrebenta, e as garrafas não caem no chão ou não se quebram."," Se as garrafas não caem no chão e não se quebram, então a alça da sacola não arrebenta. ","A alça da sacola não arrebenta, e as garrafas caem no chão ou se quebram. ",/questoes-de-concursos/questoes/a6509404-cf
49," A sentença “Se Manoel fuma, então ele tem sorriso amarelo” é equivalente à sentença ",“Manoel fuma”. ,“Manoel tem sorriso amarelo”.,"“Se Manoel tem sorriso amarelo, então ele fuma”.","“Se Manoel não fuma, então ele não tem sorriso amarelo”. ","“Se Manoel não tem sorriso amarelo, então ele não fuma”.",/questoes-de-concursos/questoes/2b87febb-cb
50, Dizer que “João gosta de coxinha ou Maria não gosta de quibe” é logicamente equivalente a dizer que: ,João gosta de coxinha se e somente se Maria não gosta de quibe.,"se Maria gosta de quibe, então João gosta de coxinha.",João não gosta de coxinha e Maria gosta de quibe.,"João gosta de coxinha, então Maria não gosta de quibe.","se João não gosta de coxinha, então Maria gosta de quibe.",/questoes-de-concursos/questoes/dbc6d34c-c7
51,none,none,none,none,none,none,/questoes-de-concursos/questoes/74f2ddcb-bf
52,error,Arnaldo não é professor ou Carla é médica.,Arnaldo não é professor e Carla é médica.,Arnaldo é professor ou Carla é médica.,"Se Arnaldo é professor, Carla é médica.","Arnaldo não é professor, então Carla não é médica.",/questoes-de-concursos/questoes/02722520-ba
53,none,none,none,none,none,none,/questoes-de-concursos/questoes/d6b553bd-b0
54,none,none,none,none,none,none,/questoes-de-concursos/questoes/d6b16f63-b0
55," A negação lógica da afirmação: ""todos os boa-vistenses nasceram em Boa Vista e são roraimenses"" é: ","se todos os boa-vistenses nasceram em Boa Vista, podem ser roraimenses.",todos os roraimenses nasceram em Boa Vista.,algum boa-vistense não nasceu em Boa Vista ou não é roraimense.,algum boa-vistense não nasceu em Boa Vista e não é roraimense.,"se todos os boa-vistenses nasceram em Boa Vista, então são roraimenses.",/questoes-de-concursos/questoes/ba6cd68b-af
56,none,none,none,none,none,none,/questoes-de-concursos/questoes/8238b8ea-af
57,none,none,none,none,none,none,/questoes-de-concursos/questoes/820b5a93-af
58,none,none,none,none,none,none,/questoes-de-concursos/questoes/81eb9c89-af
59," A negação da afirmação: ""faz frio e faz calor"", é: ",Vai fazer calor e frio.,Ou vai fazer frio ou vai fazer calor.,Não faz frio e calor.,Ou não faz calor ou não faz frio.,Não faz frio ou não faz calor.,/questoes-de-concursos/questoes/18199312-af
60," Uma negação lógica para a afirmação “Marcelo é alto, ou Sofia é baixa” é: ","Marcelo não é alto, ou Sofia não é baixa.","Se Marcelo não é alto, então Sofia não é baixa.","Marcelo é alto, e Sofia não é baixa.","Marcelo não é alto, e Sofia não é baixa.","Se Marcelo é alto, então Sofia é baixa. ",/questoes-de-concursos/questoes/f4aaa475-a2
61, A negação da proposição “Maria é alta e Pedro é baixo” é: ,Maria é baixa e Pedro é alto.,Maria é baixa ou Pedro é alto.,Se Maria é baixa então Pedro não é baixo.,Maria não é alta ou Pedro não é baixo.,Ou Maria é alta ou Pedro é baixo.,/questoes-de-concursos/questoes/8972e965-a1
62, A negação da proposição “Nenhum outono é quente em Gramado” é: ,Algum outono é quente em Gramado.,Todos os outonos são quentes em Gramado.,Se é outono então é quente em Gramado.,É outono e está quente em Gramado.,É outono se e somente se é quente em Gramado. ,/questoes-de-concursos/questoes/89657e77-a1
63, A negação da proposição “Todo estudante de Gramado gosta de matemática” é: ,Nenhum estudante de Gramado gosta de matemática. ,Todos os que gostam de matemática são estudantes de Gramado.,Há estudantes de Gramado que gostam de matemática.,Há quem goste de matemática e não é estudante em Gramado.,Pelo menos um estudante de Gramado não gosta de matemática.,/questoes-de-concursos/questoes/d10fcb4e-a1
64, Uma proposição equivalente para “Se é janeiro então é verão” é dada na alternativa: ,É janeiro ou não é verão.,É janeiro ou é verão.,Não é janeiro ou é verão.,Não é janeiro e não é verão.,Não é janeiro e é verão.,/questoes-de-concursos/questoes/d102405c-a1
65, A negação da proposição “Se é outono em Gramado então a temperatura está amena” é: ,Se não é outono em Gramado então a temperatura não está amena. ,Não é outono em Gramado e está frio. ,Não é outono em Gramado e está calor.,É outono em Gramado e a temperatura não está amena.,É outono em Gramado e a temperatura está amena.,/questoes-de-concursos/questoes/d0fcfaae-a1
66, A negação da proposição “É verão em Gramado se e somente se faz calor” é: ,Não é verão em Gramado se e somente se não faz calor.,Se é verão então faz calor.,É verão em Gramado e faz calor.,Não é verão em Gramado e não faz calor.,Ou é verão em Gramado ou faz calor.,/questoes-de-concursos/questoes/d0ec05da-a1
67,error,Algum assistente social não acompanhou o julgamento.,Todos os assistentes sociais acompanharam o julgamento. ,Nem todos os assistentes sociais acompanharam o julgamento.,Nenhum assistente social acompanhou o julgamento.,Pelo menos um assistente social não acompanhou o julgamento. ,/questoes-de-concursos/questoes/4bd16821-9f
68,error,Algum biólogo não assinou o licenciamento ambiental do empreendimento. ,Todos os biólogos não assinaram o licenciamento ambiental do empreendimento. ,Nem todo o biólogo não assinou o licenciamento ambiental do empreendimento. ,Nenhum biólogo não assinou o licenciamento ambiental do empreendimento. ,Pelo menos um biólogo não assinou o licenciamento ambiental do empreendimento. ,/questoes-de-concursos/questoes/b1fe8884-9f
69," A alternativa que corresponde à equivalente lógica da proposição composta: “se as frutas estão maduras, então é tempo de colheita”, é: ",as frutas não estão maduras ou é tempo de colheita.,"se não é tempo de colheita, então as frutas estão maduras","as frutas estão maduras, e é tempo de colheita.","não é tempo de colheita, e as frutas não estão maduras.","se é tempo de colheita, então as frutas estão maduras.",/questoes-de-concursos/questoes/98c6736a-9d
70," A alternativa que corresponde à negação lógica da proposição composta: “todos os cantores são músicos e existe advogado que é cantor”, é: ",Nenhum cantor é músico e não existe advogado que seja cantor.,Pelo menos um cantor não é músico ou não existe advogado que seja cantor.,Há cantores que são músicos e existe advogado que não é cantor.,Nenhum cantor é músico ou não existe advogado que seja cantor.,Pelo menos um cantor não é músico ou existe advogado que é cantor.,/questoes-de-concursos/questoes/98c10355-9d
71,error,"“Há, pelo menos, um pescador que sabe nadar”. ",“Quem não é pescador não sabe nadar”,“Todos os pescadores sabem nadar”. ,“Todas as pessoas que sabem nadar são pescadores”. ,“Ninguém que sabe nadar é pescador”. ,/questoes-de-concursos/questoes/29e941ed-95
72,error,error,error,error,error,error,/questoes-de-concursos/questoes/50d317ce-94
73, Considere a afirmativa: “Este mês tem 31 dias e o mês que vem também terá” A negação dessa afirmativa é  ,error,“Este mês não tem 31 dias e o mês que vem também não terá”,error,error,“Este mês não tem 31 dias ou o mês que vem não terá 31 dias”.,/questoes-de-concursos/questoes/d1c2ae32-94
74,none,none,none,none,none,none,/questoes-de-concursos/questoes/aabe100e-8e
75,none,none,none,none,none,none,/questoes-de-concursos/questoes/aab5b4d0-8e
76,none,none,none,none,none,none,/questoes-de-concursos/questoes/bf5fd416-8e
77," Se não é verdade que, no ano passado, em todos os sábados, se fazia sol, Rodrigo passeava de bicicleta, então, no ano passado, "," em nenhum sábado que não fez sol, Rodrigo passeou de bicicleta.  "," em todos os sábados que não fez sol, Rodrigo não passeou de bicicleta. ", houve um sábado em que não fez sol e Rodrigo passeou de bicicleta. , em todos os sábados fez sol e Rodrigo passeou de bicicleta.  , houve um sábado em que fez sol e Rodrigo não passeou de bicicleta. ,/questoes-de-concursos/questoes/eb27b6b6-8b
78,none,none,none,none,none,none,/questoes-de-concursos/questoes/21110bfc-83
79," A negação da afirmação “Se hoje chover, não irei ao trabalho de ônibus.” seria equivalente a: ",Hoje irá chover e irei ao trabalho de ônibus.,Hoje irá chover e não irei ao trabalho de ônibus.,Hoje irá chover ou não irei ao trabalho de ônibus.,Hoje não irá chover e não irei ao trabalho de ônibus.,Hoje não irá chover ou não irei ao trabalho de ônibus.,/questoes-de-concursos/questoes/78443a75-82
80," Suponha que a negação da proposição “Você é a favor da ideologia X” seja “Você é contra a ideologia X”. A proposição condicional “Se você é contra a ideologia A, então você é a favor da ideologia C” é equivalente a ",Você é a favor da ideologia A e você é a favor da ideologia C.," Ou você é a favor da ideologia A ou você é a favor da ideologia C, mas não de ambas. ",Você é a favor da ideologia A ou você é contra a ideologia C. ,Você é a favor da ideologia A ou você é a favor da ideologia C. ,Você é contra a ideologia A e você é contra a ideologia C. ,/questoes-de-concursos/questoes/e935bde1-82
81," Em seu discurso de posse, determinado prefeito afirmou: “Se há incentivos fiscais, então as empresas não deixam essa cidade”. Considerando a afirmação do prefeito como verdadeira, então também é verdadeiro afirmar: ","Se não há incentivos fiscais, então as empresas deixam essa cidade.","Se as empresas não deixam essa cidade, então há incentivos fiscais. ","Se as empresas deixam essa cidade, então não há incentivos fiscais.",As empresas deixam essa cidade se há incentivos fiscais. ,As empresas não deixam essa cidade se não há incentivos fiscais.,/questoes-de-concursos/questoes/94777408-81
82," Leia o texto a seguir. O cara da marinha e eu dissemos um ao outro que tinha sido um prazer nos conhecermos. Esse é um troço que me deixa maluco quando encontro alguém. Se não tenho prazer em conhecê-lo, então digo: “Muito prazer em conhecê-lo”. A gente tem que fazer essas coisas para seguir vivendo. (Adaptado de: SALINGER, J. D. O Apanhador no Campo de Centeio. 19. ed. Rio de Janeiro: Editora do Autor. 2016. p. 37.) Assinale a alternativa que apresenta, corretamente, uma equivalência lógica com o destacado no texto.  ","Se não digo “Muito prazer em conhecê-lo”, então tenho prazer em conhecê-lo.","Se digo “Muito prazer em conhecê-lo”, então tenho prazer em conhecê-lo.","Se tenho prazer em conhecê-lo, então digo: “Muito prazer em conhecê-lo.” ","Se não tenho prazer em conhecê-lo, então não digo: “Muito prazer em conhecê-lo.” "," Tenho prazer em conhecê-lo se, somente se, digo: “Muito prazer em conhecê-lo.” ",/questoes-de-concursos/questoes/2ca9c382-7d
83," Observe a imagem a seguir.Assinale a alternativa que apresenta, corretamente, a regra lógica que fundamenta o efeito cômico da tirinha. ",error,error,error,error,error,/questoes-de-concursos/questoes/2ca1e61f-7d
84," A negação da condicional “Se estiver chovendo, levarei o guarda-chuva” é equivalente a: ","Se não estiver chovendo, levarei o guarda-chuva. ",Não está chovendo e eu não levarei o guarda-chuva.,Está chovendo e eu não levarei o guarda-chuva. ,Não está chovendo e eu levarei o guarda-chuva. ,"Se estiver chovendo, não levarei o guarda-chuva. ",/questoes-de-concursos/questoes/67b88ed2-7d
