,descricao,a,b,c,d,e,src
28," Considerando que as premissas seguintes são verdadeiras, analise os itens:   I. Se Carlos é advogado, então passou no exame. Carlos não passou no exame. Logo, Carlos não é advogado. II. Maria assiste à TV ou Felipe joga futebol. Felipe não joga futebol. Logo, Maria não assiste à TV. III. Todo triângulo é polígono. Existe polígono que têm lados de medidas iguais. Logo, todo triângulo têm lados de medidas iguais.   Quanto a validade ou não dos argumentos, é correto afirmar que:   ",Somente I e III são válidos,I e II são válidos,Somente III não é válido,"I, II e III não são válidos",Somente I é válido,/questoes-de-concursos/questoes/993f6d1e-01
29," Quatro funcionários, Adão, Beto, César e Davi, não necessariamente nessa ordem, atuam como promotor, assistente de promotor, procurador e subprocurador. Esses funcionários atuam no Ministério Público em andares diferentes do prédio: 1º andar, 2º andar, 3º andar e 4º andar, não necessariamente na ordem em que os nomes foram apresentados. Sabe-se que:   • César atua como promotor, mas não no 3º andar e nem no 4º andar  • Beto atua como procurador no 3º andar  • Davi não atua no 1º andar e não atua como assistente de promotor  • O funcionário que atua como assistente de promotor atua no 1º andar.   Nessas condições, assinale a alternativa correta.  ",Davi atua como subprocurador no 4º andar.,Adão atua como subprocurador no 2º andar.,César atua no 1º andar. ,Davi atua no 2º andar.,Adão atua no 4º andar.,/questoes-de-concursos/questoes/bb850c25-00
30," Bruno, Caio e Felipe foram convidados a participar da venda de uma “Ação entre Amigos”. Alguns números de um bloco já estavam vendidos, mas eles não verificaram quantos ainda restavam. Bruno então fez a seguinte proposta: “Eu vendo 1/4 dos números, Caio vende 1/3 do que restar e, finalmente, Felipe vende os números restantes”. Felipe retrucou: “Não é justo! Eu vendo 1/3 dos números, Bruno vende a metade do que restar e, finalmente, Caio vende os números restantes”. Nessas condições, analise as assertivas e assinale a alternativa que aponta as corretas.   I. Na proposta de Felipe, todos venderão a mesma quantidade de números.  II. Na proposta de Felipe, Bruno venderá mais números do que Caio.  III. Na proposta de Bruno, Felipe venderá o dobro de números vendidos por Caio.  IV. Na proposta de Bruno, ele e Caio venderão a mesma quantidade de números.  ",Apenas I e III.,Apenas II e III.,Apenas I e IV. ,Apenas III e IV.,"Apenas I, III e IV.",/questoes-de-concursos/questoes/bb81450b-00
31,none,none,none,none,none,none,/questoes-de-concursos/questoes/cabba21b-00
32,none,none,none,none,none,none,/questoes-de-concursos/questoes/542ce7c1-ff
33," A negação de ""todo número ímpar é divisível por 3"", é: ",Nenhum número ímpar é divisível por 3.,Todo número par é divisível por 3.,Existe número ímpar não divisível por 3.,Existe número par divisível por 3.,Existe número par não divisível por 3.,/questoes-de-concursos/questoes/f72c011a-ff
34,none,none,none,none,none,none,/questoes-de-concursos/questoes/a6c5705a-fe
35," Considerando que as premissas seguintes são verdadeiras, analise os itens:   I. Se Carlos é advogado, então passou no exame. Carlos não passou no exame. Logo, Carlos não é advogado. II. Maria assiste à TV ou Felipe joga futebol. Felipe não joga futebol. Logo, Maria não assiste à TV. III. Todo triângulo é polígono. Existe polígono que têm lados de medidas iguais. Logo, todo triângulo têm lados de medidas iguais. Quanto a validade ou não dos argumentos, é correto afirmar que:  Quanto a validade ou não dos argumentos, é correto afirmar que: ", Somente I e III são válidos  ,I e II são válidos ,Somente III não é válido ,"I, II e III não são válidos ",Somente I é válido ,/questoes-de-concursos/questoes/08046ad3-fd
36,error,Somente I e III são válidos,I e II são válidos,Somente III não é válido ,"I, II e III não são válidos",Somente I é válido,/questoes-de-concursos/questoes/2f763b1b-fd
37,error,apenas uma,apenas duas,apenas três,todas,nenhuma,/questoes-de-concursos/questoes/7a09de24-fd
38,error,45 pontos,49 pontos ,47 pontos,53 pontos,51 pontos,/questoes-de-concursos/questoes/79f67bca-fd
39,error,Somente I e III são válidos,I e II são válidos,Somente III não é válido,"I, II e III não são válidos",Somente I é válido,/questoes-de-concursos/questoes/90711401-fd
40," A negação de ""73 é um número primo ou é menor que 28"" é: ",73 não é um número primo e é maior do que ou igual a 28,73 é um número primo e é maior que 28,73 é um número primo ou é maior que 38,73 não é um número primo e é menor que 28 ,73 é um número primo ou é maior do que ou igual a 28,/questoes-de-concursos/questoes/d2238665-fc
41,error,Tereza é dona da empresa C.,"Na empresa A, que não é de Laura, fabricam-se bolsas. ","A empresa C, que pertence a Valéria, fabrica bolsas.",Valeria é dona da empresa que fabrica tecidos.,Laura é dona da empresa C. ,/questoes-de-concursos/questoes/215f4c6d-fc
42,error,a terceira proposição é verdadeira.,a terceira proposição é falsa.,não é possível determinar o valor lógico da terceira proposição.,"a terceira proposição é, simultaneamente, verdadeira e falsa. ",a terceira proposição não tem valor lógico. ,/questoes-de-concursos/questoes/215bcd77-fc
43, Classifique cada uma das afirmativas a seguir colocando (V) para as verdadeiras e (F) para as falsas.  ( ) A negação da negação de uma contradição é uma tautologia.  ( ) Contingência é uma proposição cujo valor lógico é sempre verdadeiro.  ( ) A disjunção de uma tautologia com uma contradição é uma contingência. ( ) A proposição composta (A→B)→(B→A) é uma contingência.  Marque a alternativa que contém a sequência CORRETA de preenchimento dos parênteses. ,"V, V, F e F.","V, V, F e V.","F, F, V e V.","F, F, F e V.","F, F, V e F.",/questoes-de-concursos/questoes/2147d432-fc
44," Considerando que as premissas seguintes são verdadeiras, analise os itens:   I. Se Carlos é advogado, então passou no exame. Carlos não passou no exame. Logo, Carlos não é advogado. II. Maria assiste à TV ou Felipe joga futebol. Felipe não joga futebol. Logo, Maria não assiste à TV. III. Todo triângulo é polígono. Existe polígono que têm lados de medidas iguais. Logo, todo triângulo têm lados de medidas iguais.  Quanto a validade ou não dos argumentos, é correto afirmar que: ",Somente I e III são válidos,I e II são válidos,Somente III não é válido,"I, II e III não são válidos",Somente I é válido,/questoes-de-concursos/questoes/cd8b503e-fc
45,none,none,none,none,none,none,/questoes-de-concursos/questoes/bf62a0b2-fc
46," A frase “Se a floresta foi explorada, então os animais estão ameaçados” é logicamente equivalente a frase: ","Se a floresta não foi explorada, então os animais estão ameaçados","Se a floresta não foi explorada, então os animais não estão ameaçados","Se a floresta foi explorada, então os animais não estão ameaçados","Se os animais não estão ameaçados, então a floresta não foi explorada","Se os animais estão ameaçados, então a floresta foi explorada",/questoes-de-concursos/questoes/96a9712e-fc
47,error,Somente I e III são válidos,I e II são válidos,Somente III não é válido,"I, II e III não são válidos",Somente I é válido,/questoes-de-concursos/questoes/96a6832e-fc
48,error,Somente I e III são válidos,I e II são válidos,Somente III não é válido,"I, II e III não são válidos",Somente I é válido,/questoes-de-concursos/questoes/d891fb58-fc
49,error,Somente I e III são válidos,I e II são válidos,Somente III não é válido,"I, II e III não são válidos",Somente I é válido,/questoes-de-concursos/questoes/a6d9e295-fc
50," A frase “Se a floresta foi explorada, então os animais estão ameaçados” é logicamente equivalente a frase: "," Se a floresta não foi explorada, então os animais estão ameaçados ","Se a floresta não foi explorada, então os animais não estão ameaçados"," Se a floresta foi explorada, então os animais não estão ameaçados "," Se os animais não estão ameaçados, então a floresta não foi explorada ","Se os animais estão ameaçados, então a floresta foi explorada",/questoes-de-concursos/questoes/2929a38b-fc
51," Considerando que as premissas seguintes são verdadeiras, analise os itens: I. Se Carlos é advogado, então passou no exame. Carlos não passou no exame. Logo, Carlos não é advogado.II. Maria assiste à TV ou Felipe joga futebol. Felipe não joga futebol. Logo, Maria não assiste à TV. III. Todo triângulo é polígono. Existe polígono que têm lados de medidas iguais. Logo, todo triângulo têm lados de medidas iguais. Quanto a validade ou não dos argumentos, é correto afirmar que: ",Somente I e III são válidos,I e II são válidos,Somente III não é válido,"I, II e III não são válidos",Somente I é válido,/questoes-de-concursos/questoes/29266296-fc
52," Considerando que as premissas seguintes são verdadeiras, analise os itens:I. Se Carlos é advogado, então passou no exame. Carlos não passou no exame. Logo, Carlos não é advogado. II. Maria assiste à TV ou Felipe joga futebol. Felipe não joga futebol. Logo, Maria não assiste à TV. III. Todo triângulo é polígono. Existe polígono que têm lados de medidas iguais. Logo, todo triângulo têm lados de medidas iguais.Quanto a validade ou não dos argumentos, é correto afirmar que:  ",Somente I e III são válidos,I e II são válidos,Somente III não é válido,"I, II e III não são válidos ",Somente I é válido,/questoes-de-concursos/questoes/fb7084b0-fb
53," A frase “Se a floresta foi explorada, então os animais estão ameaçados” é logicamente equivalente a frase:  ","Se a floresta não foi explorada, então os animais estão ameaçados ","Se a floresta não foi explorada, então os animais não estão ameaçados","Se a floresta foi explorada, então os animais não estão ameaçados ","Se os animais não estão ameaçados, então a floresta não foi explorada","Se os animais estão ameaçados, então a floresta foi explorada ",/questoes-de-concursos/questoes/dfc0d339-fb
54," Considerando que as premissas seguintes são verdadeiras, analise os itens:   I. Se Carlos é advogado, então passou no exame. Carlos não passou no exame. Logo, Carlos não é advogado. II. Maria assiste à TV ou Felipe joga futebol. Felipe não joga futebol. Logo, Maria não assiste à TV. III. Todo triângulo é polígono. Existe polígono que têm lados de medidas iguais. Logo, todo triângulo têm lados de medidas iguais.  Quanto a validade ou não dos argumentos, é correto afirmar que: ",Somente I e III são válidos,I e II são válidos ,Somente III não é válido,"I, II e III não são válidos ",Somente I é válido,/questoes-de-concursos/questoes/dfbe0d7e-fb
55,none,none,none,none,none,none,/questoes-de-concursos/questoes/7b35deee-fb
56,none,none,none,none,none,none,/questoes-de-concursos/questoes/7b323b17-fb
57,error,"V, V, F e F.","V, V, F e V.","F, F, V e V.","F, F, F e V","F, F, V e F.",/questoes-de-concursos/questoes/bc9b4202-fa
58," A frase “Não é verdade que: Carlos é advogado ou Maria é dentista”, é logicamente equivalente a frase: ",Carlos não é advogado e Maria não é dentista,Carlos não é advogado ou Maria não é dentista,Carlos é advogado e Maria não é dentista,Carlos é advogado ou Maria não é dentista,"Se Carlos é advogado, então Maria não é dentista",/questoes-de-concursos/questoes/4ed085bf-fa
59," Considere como verdadeira a seguinte proposição condicional: “Se a idade de Maria é menor ou igual a 27 anos, então a idade de Joaquim é maior que 43 anos”. Dessa forma, é correto afirmar que, ","se a idade de Joaquim é maior ou igual a 43 anos, então a idade de Maria é menor que 27 anos.","se a idade de Maria é maior que 27 anos, então a idade de Joaquim é maior ou igual a 43 anos.","se a idade de Joaquim é menor que 43 anos, então a idade de Maria é maior ou igual a 27 anos.","se a idade de Maria é menor que 27 anos, então a idade de Joaquim é maior ou igual a 43 anos.","se a idade de Joaquim é menor ou igual a 43 anos, então a idade de Maria é maior que 27 anos. ",/questoes-de-concursos/questoes/95211ce6-f9
60,error,Nenhum nutricionista é estudioso.,Existe nutricionista que não é estudioso. ,Pelo menos um nutricionista não é estudioso. ,Algum nutricionista não é estudioso.,Existe algum nutricionista que não é estudioso.,/questoes-de-concursos/questoes/26334a58-f9
61,"     Um professor de educação física apresentou as seguintes premissas para argumentar quanto aos benefícios de suas aulas: “Todo aluno que participa das aulas de educação física tira boas notas em matemática” “Nenhum aluno dependente químico tira boas notas em matemática” e “Maria participa das aulas de educação física”. Com base nessa situação hipotética, é correto afirmar que a conclusão válida para o argumento do professor é  ",Maria é uma aluna dependente química. ,Alguns alunos que participam das aulas de educação física são dependentes químicos. ,Maria não tira boas notas em matemática. ,Todo aluno que tira boas notas em matemática participa das aulas de educação física. ,Maria tira boas notas em matemática. ,/questoes-de-concursos/questoes/4955c668-f9
62,none,none,none,none,none,none,/questoes-de-concursos/questoes/99a2c510-f9
63,none,none,none,none,none,none,/questoes-de-concursos/questoes/6f86067f-f7
64," Quatro aviões de transporte de passageiros, identificados por A, B, C e D, estão sobrevoando um aeroporto e aguardando uma mensagem da torre de comando, a qual informará em qual pista cada avião deve pousar. Na torre de comando, verificadas as variáveis para cada um dos aviões, foi constatado que: • se o avião A não deve pousar na pista 3, então o avião B não deve pousar na pista 2 • se o avião B não deve pousar na pista 2, então o avião C deve pousar na pista 3 • se o avião C deve pousar na pista 3, então o avião D não deve pousar na pista 1. Após analisar essas condicionais, a mensagem foi enviada para cada um dos aviões, sendo que, nessa mensagem, foi determinado que o avião D deve pousar na pista 1. Com base nessas informações, é correto afirmar que ",o avião A não deve pousar na pista 3.,o avião A deve pousar na pista 1.,o avião B deve pousar na pista 2.,o avião A deve pousar na pista 2.,o avião B não deve pousar na pista 2. ,/questoes-de-concursos/questoes/3473f37b-f0
65,none,none,none,none,none,none,/questoes-de-concursos/questoes/a631f545-ee
66,none,none,none,none,none,none,/questoes-de-concursos/questoes/233ac0c3-ed
67,none,none,none,none,none,none,/questoes-de-concursos/questoes/2337caaf-ed
68,none,none,none,none,none,none,/questoes-de-concursos/questoes/22bd7d54-eb
69,error,"a camisa é branca, a calça não é branca e o sapato não é preto","a camisa é branca, a calça não é branca e o sapato é preto","a camisa não é branca, a calça é branca e o sapato não é preto","a camisa não é branca, a calça é branca e o sapato é preto","a camisa não é branca, a calça não é branca e o sapato é preto.",/questoes-de-concursos/questoes/faccf7be-e9
70," Mário, que mora sozinho, falava ao telefone com sua mãe a respeito do dia anterior: Lavei a louça e não dormi tarde. A negação lógica dessa sentença é: ",Não lavei a louça e não dormi tarde ,Lavei a louça e dormi tarde,Não lavei a louça e dormi tarde,Não lavei a louça ou não dormi tarde,Não lavei a louça ou dormi tarde.,/questoes-de-concursos/questoes/fac9ff26-e9
71,none,none,none,none,none,none,/questoes-de-concursos/questoes/e5ce93f1-e6
72,none,none,none,none,none,none,/questoes-de-concursos/questoes/8025fa89-e5
73,none,none,none,none,none,none,/questoes-de-concursos/questoes/801fc195-e5
74, A negação da proposição composta “José é biólogo e Maycon é professor de história”é: ,José não é biólogo e Maycon não é professor de história.,José não é biólogo ou Maycon não é professor de história.,Maycon é biólogo e José é professor de história.,Maycon não é biólogo e José não é professor de história.,Se José não é biólogo então Maycon não é professor de história.,/questoes-de-concursos/questoes/2299a776-e4
75,none,none,none,none,none,none,/questoes-de-concursos/questoes/f79cb7be-e3
76, A negação da proposição composta “José é biólogo e Maycon é professor de história”é: ,José não é biólogo e Maycon não é professor de história.,José não é biólogo ou Maycon não é professor de história.,Mayconé biólogo e José é professor de história.,Maycon não é biólogo e José não é professor de história.,Se José não é biólogo então Maycon não é professor de história.,/questoes-de-concursos/questoes/0dd1006c-e3
77,none,none,none,none,none,none,/questoes-de-concursos/questoes/1cc0a260-df
78, Classifique cada uma das afirmativas a seguir colocando (V) para as verdadeiras e (F) para as falsas . ( ) Anegação da negação de uma contradição é uma tautologia. ( ) Contingência é uma proposição cujo valor lógico é sempre verdadeiro. ( ) Adisjunção de uma tautologia com uma contradição é uma contingência. ( ) Aproposição composta (A→B)→(B→A) é uma contingência. Marque a alternativa que contém a sequência CORRETA de preenchimento dos parênteses.  ,"V, V, F e F.","V, V, F e V.","F, F, V e V.","F, F, F e V.","F, F, V e F.",/questoes-de-concursos/questoes/d2b3ed40-dd
79,none,none,none,none,none,none,/questoes-de-concursos/questoes/272a88b9-dd
80,none,none,none,none,none,none,/questoes-de-concursos/questoes/2727d229-dd
81,none,none,none,none,none,none,/questoes-de-concursos/questoes/ca5c196a-db
82," A negação da proposição “Se Maria é alta, então Pedro não é baixo” é: ","Se Maria não é alta, então Pedro é baixo.","Se Maria é baixa, então Pedro é alto.","Se Maria é alta, então Pedro é baixo. ",Maria é alta ou Pedro não é baixo. ,Maria é alta e Pedro é baixo.,/questoes-de-concursos/questoes/51f859c0-d4
83,none,none,none,none,none,none,/questoes-de-concursos/questoes/b82d0010-cd
84, Considere as seguintes proposições: I- Todos os cães são fiéis. II- Nenhum gato é fiel. III- Todos os gatos são traiçoeiros. IV- Existem gatos traiçoeiros. V- Todos os gatos são fiéis. A negativa de V é: ,I,II,III ,IV ,V.,/questoes-de-concursos/questoes/0a213989-cb
85,none,none,none,none,none,none,/questoes-de-concursos/questoes/4d7ab5e2-cb
86,none,none,none,none,none,none,/questoes-de-concursos/questoes/4d745e86-cb
87,none,none,none,none,none,none,/questoes-de-concursos/questoes/4d7172aa-cb
88,none,none,none,none,none,none,/questoes-de-concursos/questoes/3f33004e-c7
89,none,none,none,none,none,none,/questoes-de-concursos/questoes/1f56aa7b-c7
90,none,none,none,none,none,none,/questoes-de-concursos/questoes/9afd2149-be
91," A alternativa que representa uma afirmação logicamente equivalente à sentença “Se a internet não funcionou, então não vou trabalhar e vou ao cinema.” é: ","Se vou trabalhar ou não vou ao cinema, então a internet funcionou.","Se vou trabalhar e não vou ao cinema, então a internet não funcionou.","Se não vou trabalhar e vou ao cinema, então a internet não funcionou.","Se não vou trabalhar ou não vou ao cinema,então a internet funcionou.","Se vou trabalhar ou vou ao cinema, então a internet não funcionou.",/questoes-de-concursos/questoes/29a7e429-b1
92," Se a informação “Todas as casas das ruas A e B foram visitadas.” é falsa, então ",todas as casas da rua A não foram visitadas ou todas as casas da rua B não foram visitadas. ,alguma casa da rua A não foi visitada ou alguma casa da rua B não foi visitada.,pelo menos uma casa da rua A não foi visitada e pelo menos uma casa da rua B não foi visitada.,nenhuma casa da rua A foi visitada e nenhuma casa da rua B foi visitada. ,todas as casas da rua A não foram visitadas ou todas as casas da rua B não foram visitadas. ,/questoes-de-concursos/questoes/5dbd2ad7-ae
93,none,none,none,none,none,none,/questoes-de-concursos/questoes/5c08e308-a2
94,error,"Se a maré estiver baixa, então não irei a praia.",A maré estava baixa e não fui a praia.,A maré estava baixa e fui a praia.,Não é verdade que a maré estava baixa e fui a praia. ,Vou à praia quando a maré está baixa.,/questoes-de-concursos/questoes/85ed49cf-a2
95,none,none,none,none,none,none,/questoes-de-concursos/questoes/d26ba6fd-a1
96,error,error,error,error,error,error,/questoes-de-concursos/questoes/888c6f9a-9c
97," DERRETE está para LÍQUIDO, assim como CONGELA está para __________. ",GELO,SÓLIDO,GÁS,FERRO,CONDENSA,/questoes-de-concursos/questoes/812cad7a-9c
98," Considere as proposições p e q, em que: p: o dia está ensolarado e a temperatura é baixa. q: é inverno. A negação da condicional p → q está corretamente representada por:  ","Se o dia não está ensolarado ou a temperatura não está baixa, então não é inverno.","Se o dia não está ensolarado ou a temperatura não está baixa, então é inverno.","Se o dia não está ensolarado e a temperatura não está baixa, então é inverno.",O dia não está ensolarado ou a temperatura não é baixa e é inverno.,O dia está ensolarado e a temperatura é baixa e não é inverno.,/questoes-de-concursos/questoes/04eb786d-9c
99,none,none,none,none,none,none,/questoes-de-concursos/questoes/a1dd5739-9a
