,descricao,a,b,c,d,e,src
27,error, Paulo protocolou o projeto de lei até o meio-dia ou Paulo não está presente na sessão ordinária. , Paulo protocolou o projeto de lei até o meio-dia e Paulo não está presente na sessão ordinária. , Paulo protocolou o projeto de lei até o meio-dia e Paulo está presente na sessão ordinária. , Paulo não protocolou o projeto de lei até o meio-dia e Paulo não está presente na sessão ordinária. , Paulo protocolou o projeto de lei até o meio-dia ou Paulo está presente na sessão ordinária. ,/questoes-de-concursos/questoes/7957cfef-3f
28, Considere a afirmação “Marta não atende ao público interno ou Jéssica cuida de processos administrativos”. Uma afirmação equivalente à afirmação apresentada é: ," se Jéssica não cuida de processos administrativos, então Marta atende ao público interno. "," se Marta não atende ao público interno, então Jéssica cuida de processos administrativos. "," se Marta atende ao público interno, então Jéssica não cuida de processos administrativos. "," se Marta atende ao público interno, então Jéssica cuida de processos administrativos. ","se Marta não atende ao público interno, então Jéssica não cuida de processos administrativos.",/questoes-de-concursos/questoes/7fc4e262-33
29," Uma negação lógica para a afirmação “Se Patrícia não é engenheira, então Maurício é empresário” está contida na alternativa: ",Patrícia é engenheira e Maurício não é empresário.,Patrícia é engenheira ou Maurício não é empresário.,Patrícia não é engenheira e Maurício não é empresário.,"Se Maurício não é empresário, então Patrícia é engenheira.","Se Patrícia é engenheira, então Maurício não é empresário.",/questoes-de-concursos/questoes/7fbe7aa7-33
30, Se não é verdade que todo rei é vilão então é verdade que: ,nenhum rei é vilão.,ao menos um rei não é vilão.,algum vilão não é rei.,nenhum vilão é rei. ,quem não é rei não é vilão.,/questoes-de-concursos/questoes/4d2637c9-33
31," Considere o seguinte argumento: Premissa 1: [(~A) ˄ (~G)] → (~P) Premissa 2: P Conclusão: A ˅ G A validade do argumento pode ser deduzida, respectivamente, a partir da aplicação das regras de inferência  ",Paradoxo e Contingência,Contraposição e Absurdo,error,error,Silogismo Conjuntivo e Silogismo hipotético,/questoes-de-concursos/questoes/5a781335-33
32, Sejam p e q duas proposições lógicas simples tais que o valor lógico da implicação (~p) → (~q) é FALSO. O valor lógico da proposição p˅(~q) é igual ao valor lógico da proposição , (~q) → p , (~q) → (~p) ,(~p) ˅ (~q) , (~p) ˄ q,p ˄ q,/questoes-de-concursos/questoes/5a70df8d-33
33," Dado um número inteiro qualquer, então, ou ele é par, ou é ímpar. Diante dessa premissa, considere a seguinte sentença: Se dois números inteiros são pares, então a soma desses números é um número inteiro par. Essa sentença é logicamente equivalente à sentença "," Se dois números inteiros são ímpares, então, a soma desses números é um número inteiro ímpar. ","Se algum entre dois números é ímpar, então, a soma desses números é ímpar."," Se a soma de dois números inteiros é ímpar, então, algum desses números é ímpar. ","Se a soma de dois números é ímpar, então, esses dois números são ímpares."," Se a soma de dois números é par, então, esses dois números são pares.",/questoes-de-concursos/questoes/5a6dbb6d-33
34," Dadas as sentenças abaixo, I. Vá estudar ou monte o seu próprio negocio! II. Existem políticos que não são honestos. III. Será que meu professor é competente? é correto afirmar que ",apenas II não é uma proposição.,apenas I e III não são proposições.,apenas I e III são proposições. ,"I, II e III não são proposições.","I, II e III são proposições.",/questoes-de-concursos/questoes/f23df1c9-32
35,error,VFF. ,VVF.,FFF.,VFV.,VVV. ,/questoes-de-concursos/questoes/f22c709b-32
36," De acordo com o Código de Trânsito Brasileiro, todo motorista flagrado dirigindo sob influência de álcool receberá uma multa e terá sua habilitação suspensa por um ano. A partir dessa informação, é correto concluir que, necessariamente, ", todo motorista que tiver recebido uma multa foi flagrado dirigindo sob influência de álcool. , todo motorista com a habilitação suspensa por um ano foi flagrado dirigindo sob influência de álcool. , somente se um motorista tiver sua habilitação suspensa por um ano ele poderá receber uma multa. , se um motorista não foi flagrado dirigindo sob influência de álcool então ele não pode ter sua habilitação suspensa por um ano. , se um motorista não teve sua habilitação suspensa por um ano então ele não foi flagrado dirigindo sob influência de álcool. ,/questoes-de-concursos/questoes/aac6d5e6-2c
37,error, A ocorrência policial não foi fotografada e não foi documentada. ," A ocorrência policial não foi fotografada, mas foi documentada. ", A ocorrência policial não foi fotografada ou não foi documentada. , Nego que a ocorrência policial foi fotografada ou documentada. , A ocorrência policial foi fotografada ou documentada. ,/questoes-de-concursos/questoes/d890497c-1d
38, Considere a sentença: “Corro e não me canso”. Sua negação lógica é: ,“Não corro e me canso”. ,“Não corro ou não me canso”. ,“Corro e me canso”. , “Corro ou não me canso”. ,“Não corro ou me canso”. ,/questoes-de-concursos/questoes/5b4d6593-14
39,error,"Se amanhã não descansarei, então hoje não corro. ","Se hoje não corro, então amanhã não descansarei.","Se amanhã descansarei, então hoje corro.",Hoje corro ou amanhã descansarei.,Hoje descanso e amanhã correrei.,/questoes-de-concursos/questoes/e5136334-12
40, Considere a afirmação: Cláudio é assistente de gestão municipal e Débora é professora. Uma negação lógica para essa afirmação está contida na alternativa:  ,"Cláudio não é assistente de gestão municipal, mas Débora é professora.","Débora não é professora, mas Cláudio é assistente de gestão municipal."," Se Cláudio não é assistente de gestão municipal, então Débora é professora. ",Débora não é professora ou Cláudio não é assistente de gestão municipal.,Cláudio não é assistente de gestão municipal e Débora não é professora.,/questoes-de-concursos/questoes/e5103652-12
41,error,"Se os preços não tendem a subir, então a demanda não aumenta. ","Ou os preços tendem a subir, ou a demanda aumenta.","Se a demanda não aumenta, então os preços não tendem a subir.",A demanda aumenta ou os preços não tendem a subir.,"Os preços não tendem a subir, e a demanda aumenta.",/questoes-de-concursos/questoes/452525cf-0c
42,error, A qualidade da educação dos jovens não sobe ou a sensação de segurança da sociedade não diminui. , A qualidade da educação dos jovens sobe e a sensação de segurança da sociedade diminui. , A qualidade da educação dos jovens diminui ou a sensação de segurança da sociedade sobe. , A qualidade da educação dos jovens não sobe e a sensação de segurança da sociedade não diminui. , A qualidade da educação dos jovens desce ou a sensação de segurança da sociedade aumenta. ,/questoes-de-concursos/questoes/afb18fc5-0c
43,none,none,none,none,none,none,/questoes-de-concursos/questoes/1f0a5900-07
44,none,none,none,none,none,none,/questoes-de-concursos/questoes/82d654a5-03
45, A negação de: “Juliana comprou um celular e foi ao shopping com Rodrigo” é: , Juliana não comprou um celular e não foi ao shopping com Rodrigo. , Juliana não comprou um celular ou não foi ao shopping com Rodrigo.  , Juliana não comprou um celular e foi ao shopping sozinha. ," Juliana comprou um celular, mas não foi ao shopping com Rodrigo. ", Juliana não comprou um celular e não foi ao shopping. ,/questoes-de-concursos/questoes/043e127d-02
46," Considere a sentença “Se Arquimedes é torcedor do Ji-Paraná, então Sócrates é torcedor do Rondoniense”. A negação lógica dessa sentença é:  "," “Se Arquimedes é torcedor do Ji-Paraná, então Sócrates não é torcedor do Rondoniense”. "," “Se Arquimedes não é torcedor do Ji-Paraná, então Sócrates é torcedor do Rondoniense”. "," “Se Arquimedes não é torcedor do Ji-Paraná, então Sócrates não é torcedor do Rondoniense”. "," ""Arquimedes é torcedor do Ji-Paraná e Sócrates não é torcedor do Rondoniense”. ", “Arquimedes é torcedor do Ji-Paraná ou Sócrates não é torcedor do Rondoniense”. ,/questoes-de-concursos/questoes/90b0d073-ff
47," Assinale a alternativa que apresenta uma afirmação equivalente à afirmação “Se comprei e paguei, então levei”. ","Se comprei e não paguei, então não levei. ","Se não comprei e paguei, então não levei.","Se não levei, então não paguei ou não comprei.","Se comprei ou paguei, então não levei.","Se levei, então comprei e paguei.",/questoes-de-concursos/questoes/60433a44-f8
48, Uma afirmação que corresponda à negação lógica da afirmação “Pedro distribuiu amor e Pedro colheu felicidade” é: ,Pedro não distribuiu amor ou Pedro não colheu felicidade.,Pedro distribuiu ódio e Pedro colheu infelicidade.,Pedro não distribuiu amor e Pedro não colheu felicidade. ,"Se Pedro colheu felicidade, então Pedro distribuiu amor.",Pedro não distribuiu ódio e Pedro não colheu infelicidade. ,/questoes-de-concursos/questoes/60403023-f8
49,none,none,none,none,none,none,/questoes-de-concursos/questoes/b063b802-f7
50," Sejam as proposições: p: Nicole está triste e q: Nicole almoçou. A correta tradução da afirmação “Nicole está triste se, e somente se, não almoçou. Então, Nicole está alegre e almoçou” para a linguagem simbólica é: ",(p ↔ ~q) ↔ (~p v q),(p → ~q) ↔ (p Λ ~q),(p ↔ ~q) → (~p Λ q),(p → ~q) → (p v ~q) ,~(~p → q) ↔ (p v ~q) ,/questoes-de-concursos/questoes/a3831206-f6
51," A afirmação “Se o Sol brilha, então é dia” é logicamente equivalente à afirmação ","“Se o Sol não brilha, então não é dia.” ","“Se não é dia, então o Sol não brilha.” ",“É dia e o Sol não brilha.” ,“Não é dia e o Sol brilha.”,“O Sol brilha ou não é dia.” ,/questoes-de-concursos/questoes/eaf5ab5b-f2
52," Um crime acontece em uma cidade. Sabe-se que se João ou José investigam o crime, então a investigação é demorada. Se Luciana investiga o crime, então a investigação não é demorada. Ora, a investigação não é demorada. Portanto: ",Luciana investigou o crime.,Luciana não investigou o crime.,João e José investigaram o crime.,João e José não investigaram o crime.,João investigou o crime e José não investigou o crime. ,/questoes-de-concursos/questoes/ab586d41-e4
53," Sejam p e q números reais tais que se &gt 15, então q  2p.Logo, podemos afirmar corretamente que: ","Se p &gt 45, então q  45.","Se q  2p, então p &gt 45.","Se q &gt 2p, então p  45.","Se q  2p, então p &lt 45.","Se p &gt , então p 45. ",/questoes-de-concursos/questoes/ef4008ce-e4
54, Qual é a negação da proposição “Engenheiros gostam de biológicas e médicos gostam de exatas.”? ,Engenheiros não gostam de biológicas ou médicos não gostam de exatas. ,Engenheiros não gostam de biológicas e médicos gostam de exatas. ,Engenheiros não gostam de biológicas ou médicos gostam de exatas.,Engenheiros gostam de biológicas ou médicos não gostam de exatas.,Engenheiros não gostam de biológicas e médicos não gostam de exatas. ,/questoes-de-concursos/questoes/98eef0e7-e3
55,error,error,Frevo é uma dança pernambucana e Quito é a capital do Equador.,Mariza é capixaba ou potiguar.,Roberval é enfermeiro ou professor,"Banana é amarela se, e somente se, metrô é um meio de transporte público.",/questoes-de-concursos/questoes/f68b8f78-e2
56, Dizer que não é verdade que “Todas as farmácias estão abertas” é logicamente equivalente a dizer que ,“Toda farmácia está aberta”.,“Nenhuma farmácia está aberta”.,“Todas as farmácias não estão abertas”.,“Alguma farmácia não está aberta”.,“Alguma farmácia está aberta”.,/questoes-de-concursos/questoes/c4170f26-de
57,none,none,none,none,none,none,/questoes-de-concursos/questoes/e0f1c766-d9
58,none,none,none,none,none,none,/questoes-de-concursos/questoes/2b93a391-d5
59,none,none,none,none,none,none,/questoes-de-concursos/questoes/2b8e3079-d5
60,none,none,none,none,none,none,/questoes-de-concursos/questoes/f96ed986-d5
61,none,none,none,none,none,none,/questoes-de-concursos/questoes/f96c1197-d5
62,none,none,none,none,none,none,/questoes-de-concursos/questoes/146a5b5f-d4
63,none,none,none,none,none,none,/questoes-de-concursos/questoes/146457a1-d4
64,none,none,none,none,none,none,/questoes-de-concursos/questoes/145e92c5-d4
65," Em um condomínio, • todas as pessoas que leem a revista A também leem a revista B • algumas pessoas leem a revista C e não leem a revista B • algumas pessoas leem as revistas A e C. É CORRETO concluir que  ",algumas pessoas leem a revista B e não leem a revista C. ,algumas pessoas leem a revista A e não leem a revista B. ,algumas pessoas leem a revista A e não leem a revista C. ,algumas pessoas leem a revista C e não leem a revista A. ,algumas pessoas leem a revista B e não leem a revista A. ,/questoes-de-concursos/questoes/9dce2286-cd
66," Sejam as proposições p e q, a negação de (p  q) é logicamente equivalente a: ", (p ν ~ q) , ~ ( p ^ q ) , (~p ^ ~q) , ~ (~ p v q) , (~ p ν ~ q) ,/questoes-de-concursos/questoes/04ea76c5-c8
67," Sejam p e q proposições simples de valores lógicos verdade e falso, respectivamente. Assinale a alternativa cuja proposição composta apresenta valor lógico verdade. ", ~p ^ (p ˅ ~q) , ~ p ˅ q → q , p ˅ q → q , p ˅ q → ~p , p ↔ (q ^ p) ,/questoes-de-concursos/questoes/73920529-c8
68," A afirmação “Se Pedro mente, então é segunda-feira” é logicamente equivalente à afirmação ",“Pedro mente todas as segundas-feiras”.,"“Se Pedro não mente, então não é segunda-feira”.","“Se não é segunda-feira, então Pedro não mente”.","“Pedro mente, ou é segunda-feira”.","“Se não é segunda-feira, então Pedro mente”.",/questoes-de-concursos/questoes/2eb90521-bd
69," Dentre as alternativas a seguir, são proposições lógicas, EXCETO  ",Boa sorte com a sua prova!,Uma criança sempre diz a verdade.,5x2=10,"À noite, todos os gatos são pardos.",O número 18 é ímpar.,/questoes-de-concursos/questoes/2eb2e161-bd
70, A negação da proposição “João foi à feira e comprou uma maçã” é  ,“João foi à feira e João não comprou uma maçã.”,“João não foi à feira ou João não comprou uma maçã.”,“João foi à feira ou João comprou uma maçã.”,“João não foi à feira e João não comprou uma maçã.”,“João foi à feira ou João não comprou uma maçã.” ,/questoes-de-concursos/questoes/2eaca693-bd
71, Considere verdadeiras as afirmativas: • Todos os marinheiros sabem nadar. • Algumas pessoas que sabem nadar são pescadores. É correto concluir que  , Alguns marinheiros são pescadores. ,Alguns marinheiros não são pescadores. ,Alguns pescadores sabem nadar. ,Todas as pessoas que sabem nadar são marinheiros. ,Todos os marinheiros são pescadores. ,/questoes-de-concursos/questoes/027a9628-bc
72,error,Algum funcionário não está com férias vencidas.,Pelo menos um funcionário está com férias vencidas.,Todos os funcionários não estão com férias vencidas.,Nem todos os funcionários estão com férias vencidas.,Qualquer funcionário está com férias vencidas.,/questoes-de-concursos/questoes/f670ae61-bb
73,none,none,none,none,none,none,/questoes-de-concursos/questoes/b8bdee80-ba
74," Considere a afirmativa: “Tereza comprou pão e leite”. Se a afirmativa acima é falsa, conclui-se logicamente que Tereza: ",não comprou pão nem leite.,"comprou pão, mas não comprou leite.","comprou leite, mas não comprou pão.",comprou pão ou comprou leite.,não comprou pão ou não comprou leite.,/questoes-de-concursos/questoes/ce482e3e-b9
75,none,none,none,none,none,none,/questoes-de-concursos/questoes/b4b5b254-b9
76,none,none,none,none,none,none,/questoes-de-concursos/questoes/b4b29516-b9
77,none,none,none,none,none,none,/questoes-de-concursos/questoes/b4afa7cd-b9
78," Considere a seguinte implicação lógica: “Se é terça ou quarta, então trabalho e não vou ao cinema”. Essa implicação é equivalente a:  ","Se vou ao cinema e não trabalho, então não é terça, nem quarta","Se é terça ou não vou ao cinema, então trabalho ou é quarta","Se trabalho e não é terça, então vou ao cinema ou é quarta ","Se vou ao cinema ou não trabalho, então não é terça, nem quarta","Se não trabalho ou não vou ao cinema, então não é terça, mas quarta ",/questoes-de-concursos/questoes/ddd92eb0-b4
79," Dizer que não é verdade que matemática é difícil e espelho é reciclável, do ponto de vista lógico, é o mesmo que dizer que ",matemática não é difícil ou espelho não é reciclável.,"matemática não é difícil, e espelho não é reciclável.",matemática é difícil ou espelho não é reciclável.,"se matemática não é difícil, então espelho é reciclável."," se matemática não é difícil, então espelho não é reciclável.",/questoes-de-concursos/questoes/eff1d98f-ae
80," Dizer que “Totó é poodle ou Scooby não é labrador”, do ponto de vista lógico, é o mesmo que ",Scooby é labrador e Totó não é poodle., Totó é poodle se e somente se Scooby não for labrador. ,"se Totó é poodle, então Scooby não é labrador. ","se Totó não é poodle, então Scooby é labrador.","se Scooby é labrador, então Totó é poodle.",/questoes-de-concursos/questoes/efef354f-ae
81, Assinale a alternativa que apresenta uma negação da proposição: “Todos os aprovados como pessoa com deficiência irão compor o cadastro de reserva”. ,Todos os reprovados como pessoa com deficiência não irão compor o cadastro de reserva.,Todos os não aprovados como pessoa com deficiência irão compor o cadastro de reserva.,Algum dos aprovados como pessoa com deficiência não irá compor o cadastro de reserva., O cadastro de reserva não incluirá nenhum dos candidatos aprovados como pessoa com deficiência. ,Nenhum dos aprovados como pessoa com deficiência irá compor o cadastro de reserva.,/questoes-de-concursos/questoes/f21bf85d-a5
82," Considere a afirmação:  Se sou descendente de italiano, então gosto de macarrão e gosto de parmesão.  Uma afirmação que corresponde à negação lógica desta afirmação é  ","Sou descendente de italiano e, não gosto de macarrão ou não gosto de parmesão. "," Se não sou descendente de italiano, então não gosto de macarrão e não gosto de parmesão. ","Se gosto de macarrão e gosto de parmesão, então não sou descendente de italiano. ","Não sou descendente de italiano e, gosto de macarrão e não gosto de parmesão. "," Se não gosto de macarrão e não gosto de parmesão, então não sou descendente de italiano. ",/questoes-de-concursos/questoes/65c67f10-9d
83, Considere a afirmação: Ontem trovejou e não choveu.  Uma afirmação que corresponde à negação lógica desta afirmação é  ,"se ontem não trovejou, então não choveu. ",ontem trovejou e choveu. ,ontem não trovejou ou não choveu. ,ontem não trovejou ou choveu. ,"se ontem choveu, então trovejou. ",/questoes-de-concursos/questoes/aa599d88-9d
84," Considere a afirmação abaixo. Se contratei um empréstimo com juros maiores do que antes, então pagarei um montante maior.  A afirmação que corresponde à negação lógica desta é  "," Se não paguei um montante maior, então não contratei um empréstimo com juros maiores. ", Contratei um empréstimo com juros maiores do que antes ou pagarei um montante maior. ," Se contratei um empréstimo com juros menores do que antes, então pagarei um montante maior. ", Contratei um empréstimo com juros maiores do que antes e não pagarei um montante maior. , Não contratei um empréstimo com juros maiores do que antes ou não pagarei um montante maior. ,/questoes-de-concursos/questoes/9f75b53d-9b
85, Considere a afirmação: “Todos os baianos gostam de axé e de acarajé”. A negação lógica dessa frase é:  ,“Nenhum baiano gosta de axé nem de acarajé”. ,“Nenhum baiano gosta de axé ou de acarajé”. ,"“Alguns baianos gostam de axé, mas não de acarajé”. ", “Quem não gosta de axé nem de acarajé não é baiano”. ,“Pelo menos um baiano não gosta de axé ou não gosta de acarajé”. ,/questoes-de-concursos/questoes/6b2a5693-97
86, Considere a afirmação: “Nenhum deputado é sensato”. A sua negação é: ,"“Há, pelo menos, um deputado sensato”.",“Alguns sensatos são deputados”. ,“Todos os deputados são sensatos”.,“Todos os sensatos são deputados”. ,“Todos os deputados são insensatos”. ,/questoes-de-concursos/questoes/4cbf7fc3-92
87, Em uma caixa só pode haver bolas pretas ou brancas. Sabe-se que a caixa não está vazia e que não é verdade que “todas as bolas na caixa são pretas”. Então é correto concluir que:  ,nenhuma bola na caixa é preta ,todas as bolas na caixa são brancas,há pelo menos uma bola preta na caixa ,há pelo menos uma bola branca na caixa,há bolas pretas e bolas brancas na caixa.,/questoes-de-concursos/questoes/0fae8372-8c
88," A negação lógica da sentença “Se eu como e não corro, então eu engordo” é: ","Se eu como e não corro, então eu não engordo.",Eu como e não corro e não engordo. ,"Se eu não engordo, então eu não como ou corro. ",Eu não como e corro e não engordo.,"Se eu não como ou corro, então eu não engordo. ",/questoes-de-concursos/questoes/0fabc9b6-8c
89," Considere a sentença: “Se Pedro é torcedor do Avaí e Marcela não é torcedora do Figueirense, então Joana é torcedora da Chapecoense”. Uma sentença logicamente equivalente à sentença dada é:  "," Se Pedro não é torcedor do Avaí ou Marcela é torcedora do Figueirense, então Joana não é torcedora da Chapecoense. "," Se Pedro não é torcedor do Avaí e Marcela é torcedora do Figueirense, então Joana não é torcedora da Chapecoense. ", Pedro não é torcedor do Avaí ou Marcela é torcedora do Figueirense ou Joana é torcedora da Chapecoense. ," Se Joana não é torcedora da Chapecoense, então Pedro não é torcedor do Avaí e Marcela é torcedora do Figueirense. ", Pedro não é torcedor do Avaí ou Marcela é torcedora do Figueirense e Joana é torcedora da Chapecoense. ,/questoes-de-concursos/questoes/0fa5ffc4-8c
90, O salão principal do tribunal está preparado para um evento comemorativo e diversas pessoas foram convidadas a comparecer. Na porta do salão está um funcionário que recebeu instruções sobre as pessoas que podem entrar e uma delas foi: “Se tiver carteira de advogado pode entrar.” É correto concluir que:  ,se João entrou então tem carteira de advogado,quem não tem carteira de advogado não pode entrar,se Pedro não pode entrar então não tem carteira de advogado,"quem é advogado, mas não tem carteira, pode entrar ",todos os que entraram são advogados. ,/questoes-de-concursos/questoes/dd7b5292-8c
91, Os advogados Miguel e Lucas conversam sobre determinado processo que vão receber. – Miguel: Se esse processo é de “danos morais” então tem 100 páginas ou mais. – Lucas: Não é verdade. O que Lucas disse é logicamente equivalente a:  ,esse processo não é de danos morais e tem 100 páginas ou mais ,esse processo não é de danos morais ou tem menos de 100 páginas,se esse processo não é de danos morais então tem 100 páginas ou mais, se esse processo é de danos morais então tem 100 páginas ou menos ,esse processo é de danos morais e tem menos de 100 páginas. ,/questoes-de-concursos/questoes/dd75d365-8c
92,error,Toda criança é afetuosa.,Nenhum homem é afetuoso. ,Todos os homens carecem de afeto.,Pelo menos um homem não é afetuoso.,Todas as mulheres não são afetuosas. ,/questoes-de-concursos/questoes/44dba673-8c
