,descricao,a,b,c,d,e,src
28," Sabe-se que se Zeca comprou um apontador de lápis azul, então João gosta de suco de laranja. Se João gosta de suco de laranja, então Emílio vai ao cinema. Considerando que Emílio não foi ao cinema, pode-se afírmar que:  ",Emílio não comprou um apontador de lápis azul. ,Zeca não gosta de suco de laranja ,João não comprou um apontadorde lápis azul. ,Zeca não comprou um apontador de lápis azul. ,Zeca não foi ao cinema. ,/questoes-de-concursos/questoes/ca758910-36
29," Falar que é verdade que “para todo policial, se o policial é civil e se o policial é investigador, então o policial está em ação” é logicamente equivalente a falar que não é verdade que:  ", alguém que não é um civil investigador está em ação. , existe um civil investigador que não está em ação. , alguns civis investigadores estão em ação  , alguns civis que não são investigadores estão em ação. , nenhum civil investigador não está em ação. ,/questoes-de-concursos/questoes/579f71fa-36
30," Sabe-se que se Zeca comprou um apontador de lápis azul, então João gosta de suco de laranja. Se João gosta de suco de laranja, então Emílio vai ao cinema. Considerando que Emílio não foi ao cinema, pode-se afirmar que:  ", Zeca não comprou um apontador de lápis azul. , Emílio não comprou um apontador de lápis azul. , Zeca não gosta de suco de laranja. , João não comprou um apontador de lápis azul.  , Zeca não foi ao cinema. ,/questoes-de-concursos/questoes/579c3db6-36
31," Cadu emagrecer é condição necessária para Maria parar de fumar e condição suficiente para Luiz frequentar a academia. Sabe-se ainda que Luiz frequentar a academia é condição necessária e suficiente para Julia ler um livro. Dessa forma, se Maria parou de fumar: ",Nem Cadu emagreceu nem Luiz frequentou a academia. ,Cadu emagreceu e Júlia leu um livro ,Luiz não frequentou a academia ou Júlia não leu um livro.,Cadu não emagreceu ou Júlia não leu um livro ,Luiz frequentou a academia e Cadu não leu um livro. ,/questoes-de-concursos/questoes/8197e7bc-36
32, A negação de “Se Carlos for casado então Pedro é viúvo” é: ,Se Carlos não for casado então Pedro não é viúvo.,Se Carlos não for casado então Pedro é viúvo.,Carlos é casado e Pedro não é viúvo.,Carlos não é casado e Pedro não é viúvo.,Se Pedro não é viúvo então Carlos não é casado.,/questoes-de-concursos/questoes/877760aa-35
33," A frase “Se a ave voa, então o sapo pula” é equivalente a frase: ",A ave não voa ou o sapo pula. ,O sapo não pula ou a ave voa. ,"Se o sapo pula, então a ave não voa.","O sapo pula se, e somente se, a ave voa. ",A ave não voa e o sapo não pula.,/questoes-de-concursos/questoes/ed7c2c07-2d
34,none,none,none,none,none,none,/questoes-de-concursos/questoes/8c69805b-25
35," De acordo com a lógica, uma sentença equivalente a “ Francisco é matemático, então Carlos é físico” é: ",Francisco é matemático ou Carlos é físico.,"Se Carlos não é físico, então Francisco não é matemático. ","Se Carlos é físico, então Francisco é matemático.",Francisco é matemático ou Carlos não é físico.,"Se Francisco não é matemático, então Carlos não é físico.",/questoes-de-concursos/questoes/660c4d94-24
36," Se Paulo compra um carro, então Marcia ganha dinheiro equivale, logicamente, a: ",Paulo não compra um carro ou Marcia ganha dinheiro.,Paulo compra um carro ou Marcia não ganha dinheiro. ,Paulo não compra um carro e Marcia não ganha dinheiro. ,Paulo compra um carro e Marcia ganha dinheiro.,"Paulo compra um carro se, e somente se, Marcia ganha dinheiro. ",/questoes-de-concursos/questoes/290314d0-11
37," Considere a seguinte afirmativa:  “Se Carlos é engenheiro, então Ana é enfermeira ou professora.”  Uma sequência lógica equivalente a afirmativa acima é:  ", Carlos é engenheiro ou Ana é enfermeira ou professora.  , Carlos é engenheiro e Ana não é enfermeira ou não é professora.  ," Se Ana é enfermeira ou professora, então Carlos é engenheiro.  "," Se Carlos não é engenheiro, então Ana não é enfermeira nem professora.  "," Se Ana não é enfermeira e nem professora, então Carlos não é engenheiro.  ",/questoes-de-concursos/questoes/72bea168-0f
38,none,none,none,none,none,none,/questoes-de-concursos/questoes/1820a829-0a
39,none,none,none,none,none,none,/questoes-de-concursos/questoes/181c0e57-0a
40,none,none,none,none,none,none,/questoes-de-concursos/questoes/180ede15-0a
41," Supondo que os símbolos ¬, → e ↔ representam a negação, condicional e bicondicional, respectivamente, a partir do conjunto de premissas {A → E, C ↔ E, E → G}, é possível concluir que ",A → C. ,C → A. ,E → ¬A. ,G → ¬A. ,¬E → ¬G. ,/questoes-de-concursos/questoes/ad02dcd6-05
42," Se a proposição “João é mais velho que Paulo” é falsa, então podemos afirmar com certeza que ",“João é mais novo que Paulo”.,“João tem a mesma idade que Paulo”,“Paulo é mais velho que João”., “Paulo é mais novo que João”.,“João não é mais velho que Paulo”.,/questoes-de-concursos/questoes/13698cc0-04
43,none,none,none,none,none,none,/questoes-de-concursos/questoes/c0cf8c8b-01
44,none,none,none,none,none,none,/questoes-de-concursos/questoes/c0ccba92-01
45,none,none,none,none,none,none,/questoes-de-concursos/questoes/702dbfc3-00
46,none,none,none,none,none,none,/questoes-de-concursos/questoes/7026866a-00
47,error,"Se o número de docinhos encomendados foi o suficiente, então a festa acabou bem. ", O número de docinhos encomendados não foi o suficiente e a festa acabou bem. ," Se a festa não acabou bem, então o número de docinhos encomendados não foi o suficiente. ","Se a festa acabou bem, então o número de docinhos encomendados foi o suficiente. ", O número de docinhos encomendados foi o suficiente e a festa não acabou bem. ,/questoes-de-concursos/questoes/ffc64083-f9
48,none,none,none,none,none,none,/questoes-de-concursos/questoes/78207151-f5
49,none,none,none,none,none,none,/questoes-de-concursos/questoes/781d7a5d-f5
50," Admita verdadeira a proposição “Se fosse fácil, não teria graça”. Assim, “se tem graça, ",não foi fácil”.,foi fácil”.,não foi difícil”.,será difícil”.,não tem graça”.,/questoes-de-concursos/questoes/7d5ab961-f5
51," Assinale a alternativa correta. De acordo com a lógica proposicional, a negação da frase: “O jogo terminou empatado e o time A foi campeão” é equivalente à frase: ", O jogo não terminou empatado e o time A não foi campeão , O jogo terminou empatado ou o time A não foi campeão , O jogo não terminou empatado ou o time A foi campeão , O jogo não terminou empatado ou o time A não foi campeão ," O jogo terminou empatado se, e somente se, o time A foi campeão ",/questoes-de-concursos/questoes/55c25186-f2
52," A negação da frase “O Sol é uma estrela e a Lua é um satélite” de acordo com a equivalência lógica proposicional, é dada por: ",O Sol não é uma estrela e a Lua não é um satélite,O Sol não é uma estrela e a Lua é um satélite ,O Sol não é uma estrela ou a Lua é um satélite,O Sol é uma estrela ou a Lua não é um satélite,O Sol não é uma estrela ou a Lua não é um satélite,/questoes-de-concursos/questoes/5511a691-f2
53," De acordo com a equivalência lógica, a negação da frase “Ana é dentista ou não fez universidade” é: ",Ana não é dentista ou fez universidade,Ana não é dentista e não fez universidade,Ana não é dentista e fez universidade,Ana é dentista ou fez universidade,"Se Ana é dentista, então não fez universidade",/questoes-de-concursos/questoes/09e23a2e-e3
54," Se João canta ou Maria sorri, então Josefa chora e Luiza não grita. Do ponto de vista lógico, uma afirmação equivalente a afirmação anterior é ","Se Luiza grita ou Josefa não chora, então João não canta e Maria não sorri.","Se João não canta ou Maria não sorri, então Josefa não chora e Luiza grita.","João canta ou Maria sorri, e Josefa não chora e Luiza grita.","Se João canta, então Josefa chora e se Maria sorri, então Luiza grita.","Se Luiza não grita e Josefa chora, então João canta ou Maria sorri.",/questoes-de-concursos/questoes/b4e15d72-de
55," Do ponto de vista da lógica, a proposição “se tem OAB, então é advogado” é equivalente à ",tem OAB ou é advogado.,"se não tem OAB, então não é advogado.","se não é advogado, então não tem OAB.",é advogado e não tem OAB.,"se é advogado, então tem OAB.",/questoes-de-concursos/questoes/510a1a5d-dc
56," O quadro a seguir apresenta, na coluna da esquerda, proposições categóricas em linguagem corrente, e, na coluna da direita, proposições categóricas representadas por meio de diagramas lógicos.Associe corretamente as proposições categóricas em linguagem corrente com suas respectivas representações em diagramas lógicos. ","I–C, II–A, III–B, IV–D. ","I–C, II–D, III–A, IV–B.","I–A, II–D, III–C, IV–B.","I–D, II–A, III–B, IV–C. ","I–D, II–C, III–B, IV–A.",/questoes-de-concursos/questoes/50528fc6-dc
57, Dizer que “todos os piratas são saqueadores” é FALSA é logicamente equivalente a dizer que ,todos não saqueadores são não piratas.,pelo menos um pirata não é saqueador.,pelo menos um saqueador não é pirata.,nenhum pirata é saqueador.,nenhum saqueador é pirata.,/questoes-de-concursos/questoes/04424329-d7
58," Se p e q são proposições, então a proposição ~p  ~q é equivalente a ",~p → q ,~ (p ~q),~( ~p  ~q),~(p  q),p  q,/questoes-de-concursos/questoes/0433fa10-d7
59,error,José é jogador se e somente se Pedro não é escultor.,"Se Pedro é escultor, então José é Jogador.","Se José é jogador, então Pedro não é escultor.","Se José não é jogador, então Pedro é escultor.",José não é jogador e Pedro é escultor.,/questoes-de-concursos/questoes/bb6a4692-d3
60," Considere a sentença: “Maria é estudiosa, e José decora”. A negação dessa sentença é ",Maria não é estudiosa ou José não decora. ,Maria é estudiosa ou José decora.,Maria não é estudiosa e José decora,Maria não é estudiosa ou José decora. ,José não decora e Maria é estudiosa. ,/questoes-de-concursos/questoes/cbe6663a-d3
61," Considere a seguinte proposição: “Filipe não é nem inteligente, nem simpático”. Assinale a opção que representa sua negação simples. ","Filipe é inteligente, mas não é simpático.",Filipe não é inteligente e nem simpático.,Filipe é inteligente ou simpático.,"Filipe é inteligente, mas não simpático.",Filipe é inteligente e simpático.,/questoes-de-concursos/questoes/f6f3cc01-d3
62," A negação da frase “O Sol é uma estrela e a Lua não é um planeta”, de acordo com a equivalência lógica, a frase é: ",O Sol não é uma estrela e a Lua é um planeta,O Sol não é uma estrela ou a Lua não é um planeta,O Sol é uma estrela ou a Lua é um planeta,O Sol é uma estrela ou a Lua não é um planeta,O Sol não é uma estrela ou a Lua é um planeta,/questoes-de-concursos/questoes/23d9f3e4-cb
63," Dizer que “Se Paulo vai correr, então ele vai cair” é equivalente a: ","Se Paulo não vai cair, então ele não vai correr. ", Paulo vai cair e correr. ," Se Paulo não vai correr, então ele não vai cair. ",Paulo vai correr ou cair. ,"Se Paulo vai cair, então ele vai correr. ",/questoes-de-concursos/questoes/4b043404-c8
64, A frase “O atleta venceu a corrida ou a prova foi cancelada” de acordo com a lógica proposicional é equivalente à frase: ,"Se o atleta não venceu a corrida, então a prova foi cancelada","Se o atleta venceu a corrida, então a prova foi cancelada","Se o atleta venceu a corrida, então a prova não foi cancelada","Se o atleta não venceu a corrida, então a prova não foi cancelada","Se a prova não foi cancelada, então o atleta não venceu a corrida",/questoes-de-concursos/questoes/110b5f27-c7
65, Considere a seguinte afirmação: Caí e levantei. Uma negação lógica para essa afirmação está contida na alternativa: ,Caí e não levantei.,Levantei e não caí.,Não caí ou não levantei.,Não levantei e não caí.,Caí ou levantei.,/questoes-de-concursos/questoes/1bd4654a-c7
66, A negação da sentença aberta Algum empregado está em situação irregular é:  ,Todos os empregados estão em situação irregular.,Nenhum empregado está em situação irregular.,Nem todos os empregados não estão em situação irregular.,Algum empregado não está em situação irregular.,Existe pelo menos um empregado em situação irregular.,/questoes-de-concursos/questoes/9ec9164c-c6
67," Considere as seguintes proposições lógicas:• p: a conferência foi um sucesso, mas os representantes não gostaram da proposta• q: ou ampliam‐se os investimentos no setor, ou os projetos não serão implantados.Diante do exposto, é correto afirmar que ",a proposição “Os projetos serão ou não implantados” é uma contradição., negação de p é “Os representantes gostaram da proposta ou a conferência foi um sucesso”.,"a proposição “Se a conferência foi um sucesso, então os representantes gostaram da proposta” é equivalente a p."," a proposição “Se os representantes gostarem da proposta, então a conferência terá sido um sucesso” é equivalente a p.", a proposição “Os projetos serão implantados se e somente se os investimentos no setor forem ampliados” é equivalente a q. ,/questoes-de-concursos/questoes/934cb62c-c3
68, A negação de “Todas as pessoas gostam de ler livros de aventura” é , “Existem pessoas que não gostam de ler livros de aventura”. , “Nenhuma pessoa gosta de ler livros de aventura”. , “Todas as pessoas não gostam de ler livros de aventura”. , “Existe apenas uma pessoa que não gosta de ler livros de aventura”. , “Existe apenas uma pessoa que gosta de ler livros de aventura”. ,/questoes-de-concursos/questoes/116cfd98-c3
69, Dentre as alternativas a única incorreta é: ,error,"Uma proposição p equivale a uma proposição q, se o condicional p  → q é uma tautologia.","Uma proposição p implica numa uma proposição q, se o condicional p → q é uma tautologia.",A disjunção entre duas proposições é verdadeira se uma das duas proposições for verdadeira.,A conjunção entre duas proposições é falsa se uma das proposições for falsa.,/questoes-de-concursos/questoes/0c9be2eb-c2
70, José trabalha ou Paulo joga vôlei equivale logicamente a dizer que: ,José trabalha e Paulo não joga vôlei.,"José trabalha se , e somente se, Paulo joga vôlei.","Se José não trabalha, então Paulo não joga vôlei.","Se José não trabalha, então Paulo joga vôlei.",José não trabalha e Paulo joga vôlei.,/questoes-de-concursos/questoes/0c95e1d9-c2
71," Uma negação para a frase “Se todo mundo trabalha, ninguém assiste ao jogo” é: ",Todo mundo trabalha e alguém assiste ao jogo.,Alguém não trabalha ou ninguém assiste ao jogo.,"Se alguém assiste ao jogo, então alguém não trabalha.","Se ninguém assiste ao jogo, então todo mundo trabalha.",Não é o caso que todo mundo trabalha ou alguém assiste ao jogo.,/questoes-de-concursos/questoes/0faf62ea-c2
72," De acordo com a lógica proposicional, a frase que é equivalente a: “Se Marcos estudou, então foi aprovado” é: ",Marcos não estudou e foi aprovado,Marcos não estudou e não foi aprovado,Marcos estudou ou não foi aprovado,"Marcos estudou se, e somente se, foi aprovado",Marcos não estudou ou foi aprovado,/questoes-de-concursos/questoes/878c52f7-c1
73, A negação da frase “Carlos foi à escola e foi bem na prova” de acordo com o raciocínio lógico proposicional é: ,Carlos não foi à escola e não foi bem na prova,Carlos não foi à escola e foi bem na prova,Carlos não foi à escola ou não foi bem na prova,Carlos foi à escola ou não foi bem na prova,"Carlos foi à escola se, e somente se, foi bem na prova",/questoes-de-concursos/questoes/6bddd56b-c1
74," De acordo com a lógica proposicional, a frase que é equivalente a: “Se Marcos estudou, então foi aprovado” é: ",Marcos não estudou e foi aprovado,Marcos não estudou e não foi aprovado,Marcos estudou ou não foi aprovado,"Marcos estudou se, e somente se, foi aprovado ",Marcos não estudou ou foi aprovado,/questoes-de-concursos/questoes/21edcc74-be
75," O IFPA usa o Sistema Institucional Integrado de Gestão, definido pela sigla SIG. O SIG é composto por vários outros Sistemas, dentre eles o Sistema Integrado de Gestão de Atividades Acadêmicas cuja finalidade é gerenciar as atividades e procedimentos dos Professores e Alunos do IFPA. Outro sistema que compõe o SIG é o Sistema Integrado de Gestão de Patrimônio, Administração e Contratos que tem como objetivo fazer operações fundamentais para a gestão das unidades responsáveis pelas finanças, patrimônio e contratos. Dessa forma, afirmar-se que: ""Todo Professor do IFPA usa o Sistema Integrado de Gestão de Atividades Acadêmicas. Alguns Professores do IFPA usam o Sistema Integrado de Gestão de Patrimônio, Administração e Contratos. Portanto alguns Professores do IFPA usam o Sistema Integrado de Gestão de Atividades Acadêmicas e o Sistema Integrado de Gestão de Patrimônio, Administração e Contratos"". O Argumento equivalente da negação da Afirmação acima é:  ",error,error,error,error,"“Todo Professor do IFPA usa o Sistema Integrado de Gestão de Atividades Acadêmicas. Todo Professor do IFPA usa o Sistema Integrado de Gestão de Patrimônio, Administração e Contratos. E mais, todo Professor do IFPA usa o Sistema Integrado de Gestão de Atividades Acadêmicas e não usa o Sistema Integrado de Gestão de Patrimônio, Administração e Contratos.” ",/questoes-de-concursos/questoes/98c29810-bc
76,none,none,none,none,none,none,/questoes-de-concursos/questoes/708ce358-bc
77,none,none,none,none,none,none,/questoes-de-concursos/questoes/7083a7c5-bc
78,none,none,none,none,none,none,/questoes-de-concursos/questoes/3e09a0c5-bc
79,none,none,none,none,none,none,/questoes-de-concursos/questoes/3e00e86e-bc
80," Sob o ponto de vista da lógica proposicional, a negação da proposição “Se Paulo trabalha, então Mariana dorme” é a seguinte: ",Paulo trabalha e Mariana não dorme.,Paulo trabalha ou Mariana não dorme.,Paulo não trabalha ou Mariana dorme. ,Paulo trabalha e Mariana dorme.,Paulo não trabalha e Mariana dorme. ,/questoes-de-concursos/questoes/b1ca054c-bb
81, Assinale a alternativa que indica a negação da proposição “Paulo é estudante e Rafael é engenheiro”. ,Paulo não é estudante e Rafael não é engenheiro.,Paulo é professor e Rafael é químico.,Paulo não é estudante ou Rafael não é engenheiro.,Paulo não é estudante ou Rafael é engenheiro.,Paulo não é estudante e Rafael é engenheiro.,/questoes-de-concursos/questoes/492f4871-bb
82," Levando-se em consideração os conceitos da lógica matemática, bem como das proposições compostas, qual das alternativas abaixo é uma equivalência lógica de: “se eu estudo, então tiro boa nota na prova”? ","Se eu não tiro boa nota na prova, então eu estudo.",Eu estudo ou tiro boa nota na prova.,Eu não estudo ou tiro boa nota na prova.,Eu estudo ou não tiro boa nota na prova.,Eu estudo e não tiro boa nota na prova.,/questoes-de-concursos/questoes/f75f5795-bb
83, Edson não gosta de frango ou Marilda gosta de feijão e gosta de arroz. Uma afirmação que corresponda à negação lógica dessa é ,Marilda não gosta de arroz ou não gosta de feijão e Edson gosta de frango.,Edson gosta de frango e Marilda não gosta de feijão e não gosta de arroz.,"Se Edson não gosta de frango, então Marilda gosta de feijão e arroz.","Se Marilda não gosta de feijão e arroz, então Edson gosta de frango.",Edson gosta de arroz e Marilda gosta de frango e feijão.,/questoes-de-concursos/questoes/694bf1f1-b8
84," Se a gasolina acabou ou apareceu um defeito, então o motor apagou. Uma afirmação equivalente a esta é ",a gasolina acabou ou apareceu um defeito e o motor apagou.,"se o motor apagou, então a gasolina acabou ou apareceu um defeito.",apareceu um defeito e a gasolina acabou e o motor não apagou.,a gasolina acabou e não apareceu um defeito e o motor apagou.,"se o motor não apagou, então não apareceu um defeito e a gasolina não acabou.",/questoes-de-concursos/questoes/6948b69c-b8
85," A frase “Se a ave voa, então o sapo pula” é equivalente a frase: ",A ave não voa ou o sapo pula.,O sapo não pula ou a ave voa.,"Se o sapo pula, então a ave não voa.","O sapo pula se, e somente se, a ave voa.",A ave não voa e o sapo não pula.,/questoes-de-concursos/questoes/4682bee3-b8
86," Se a conexão com a internet cai, então não há possibilidade de comunicação.  Uma afirmação que corresponde à negação lógica da afirmação anterior é:  ","Se a conexão com a internet não cai, então há possibilidade de comunicação. ",Não há possibilidade de comunicação ou a conexão com a internet cai. ,A conexão da internet cai e há possibilidade de comunicação. ,"Se há possibilidade de comunicação, então a conexão com a internet não cai. ","Ou a conexão com a internet cai, ou não há possibilidade de comunicação. ",/questoes-de-concursos/questoes/135dfa3c-b7
87,none,none,none,none,none,none,/questoes-de-concursos/questoes/a39b92bf-b5
88,none,none,none,none,none,none,/questoes-de-concursos/questoes/db86c2b8-b5
89," A negação da proposição “Se você não paga as dívidas, seu nome é negativado.” é: ",Você não paga as dívidas e seu nome não é negativado.,Você paga as dívidas e seu nome não é negativado.,Ou você paga as dívidas ou seu nome é negativado. ,"Se seu nome é negativado, você não paga as dívidas. ",Seu nome é negativado se e somente se você não paga as dívidas. ,/questoes-de-concursos/questoes/f391b1a7-b3
90," A negação da proposição ""Não vou chorar e não vou me arrepender."" é: ",Vou chorar ou não vou me arrepender.,Vou chorar e vou me arrepender.,Se eu chorar vou me arrepender.,Vou chorar ou vou me arrepender.,"Vou me arrepender, se e somente se, não chorar.",/questoes-de-concursos/questoes/3e2ee0e2-b3
91, A negação de “Todas as pessoas gostam de ler livros de aventura” é , “Existem pessoas que não gostam de ler livros de aventura”. , “Nenhuma pessoa gosta de ler livros de aventura”. , “Todas as pessoas não gostam de ler livros de aventura”. , “Existe apenas uma pessoa que não gosta de ler livros de aventura”. , “Existe apenas uma pessoa que gosta de ler livros de aventura”. ,/questoes-de-concursos/questoes/e9276550-b3
92, A negação de “Todos os alunos vão gabaritar a prova de matemática” é , “Todos os alunos não vão gabaritar a prova de matemática”. , “Nenhum aluno vai gabaritar a prova de matemática”. , “Existe apenas um aluno que não vai gabaritar a prova de matemática”. , “Existe apenas um aluno que vai gabaritar a prova de matemática”. , “Existem alunos que não vão gabaritar a prova de matemática”. ,/questoes-de-concursos/questoes/6dbe369d-b2
93,none,none,none,none,none,none,/questoes-de-concursos/questoes/48844ca8-b1
94,none,none,none,none,none,none,/questoes-de-concursos/questoes/03057837-b1
95, Em uma empresa todos os funcionários têm mais de 20 anos e nenhum funcionário tem mais de 60 anos. A negação dessa proposição é: ,Pelo menos um funcionário tem menos de 20 anos ou algum funcionário tem mais de 60 anos. ,Pelo menos um funcionário tem menos de 20 anos e algum funcionário tem mais de 60 anos. ,Nenhum funcionário tem menos de 20 anos ou algum funcionário tem mais de 60 anos. ,Nenhum funcionário tem menos de 20 anos e algum funcionário tem mais de 60 anos. ,Nenhum funcionário tem menos de 20 anos ou todo funcionário tem mais de 60 anos.,/questoes-de-concursos/questoes/4d83b91d-b0
96, Em uma empresa todos os funcionários têm mais de 20 anos e nenhum funcionário tem mais de 60 anos. A negação dessa proposição é: , Pelo menos um funcionário tem menos de 20 anos ou algum funcionário tem mais de 60 anos. , Pelo menos um funcionário tem menos de 20 anos e algum funcionário tem mais de 60 anos. , Nenhum funcionário tem menos de 20 anos ou algum funcionário tem mais de 60 anos. , Nenhum funcionário tem menos de 20 anos e algum funcionário tem mais de 60 anos. , Nenhum funcionário tem menos de 20 anos ou todo funcionário tem mais de 60 anos. ,/questoes-de-concursos/questoes/d84ffde0-b0
97," . Ou Socorro será Bancária, ou Sônia será Médica, ou Graça será Enfermeira. Se Ana for Repórter, então Graça será Enfermeira. Se Sônia for Médica, então Ana será Repórter. Ora, Graça não será Enfermeira. Então: ",Sônia será Médica ou Ana será Repórter. ,Sônia será Médica e Graça não será Enfermeira. ,Socorro não será Bancária e Ana não será Repórter. ,Socorro será Bancária e Sônia não será Médica. ,Sônia não será Médica e Ana será Repórter. ,/questoes-de-concursos/questoes/398a3dbc-b0
