,descricao,a,b,c,d,e,src
24," Um guarda portuário trabalha na fiscalização das pessoas que transitam pelo porto e conhece a regra:                          “Quem tem crachá pode entrar no navio."" A partir dessa regra, é correto concluir que ",se alguém não pode entrar no navio então não tem crachá.,quem não tem crachá não pode entrar no navio.,se alguém pode entrar no navio então tem crachá.,algumas pessoas com crachá não podem entrar no navio.,uma pessoa tem crachá ou não entra no navio.,/questoes-de-concursos/questoes/efad3ce4-e6
25,none,none,none,none,none,none,/questoes-de-concursos/questoes/3756a0cc-e1
26,error,o bolso não está furado e as moedas não caem no chão.,"se o bolso não está furado, então as moedas não caem no chão.",o bolso está furado e as moedas caem no chão.,"se o bolso está furado, então as moedas caem no chão.","se as moedas não caem no chão, então o bolso não está furado.",/questoes-de-concursos/questoes/400474ee-e1
27,error, os galhos da árvore não são finos e a quantidade de folhas é pequena. , os galhos da árvore são finos ou a quantidade de folhas é pequena. , os galhos da árvore não são finos ou a quantidade de folhas é pequena. , os galhos da árvore são finos e a quantidade de folhas não é pequena. ," se os galhos da árvore não são finos, então a quantidade de folhas não é pequena. ",/questoes-de-concursos/questoes/3ff4a6be-e1
28," Ao negarmos a proposição composta “Comi carne e bebi suco"", obtemos "," “não comi carne nem bebi suco"". "," “não comi carne, mas bebi suco"". "," “não comi carne ou não bebi suco"". "," “comi carne, mas não bebi suco"". "," “não comi carne ou bebi suco"". ",/questoes-de-concursos/questoes/f7b92466-de
29," Sobre as moedas contidas em sua bolsa, Lúcia afirmou que: “Todas as moedas são de R$ 1,00 ou R$ 0,50"". Sabe-se que a afirmativa de Lúcia é falsa. Sobre as moedas da bolsa de Lúcia, é correto concluir que  ","todas as moedas são de R$ 0,25.","não há moedas de R$ 1,00 nem de R$ 0,50.","pelo menos uma moeda é de R$ 1,00.","pelo menos uma moeda é de R$ 0,10.","pelo menos uma moeda não é de R$ 1,00 nem de R$ 0,50.",/questoes-de-concursos/questoes/770fad8c-dc
30," A negação de afirmação condicional “Se o beneficiário estiver acima do peso, ele é sedentário"" é: ",o beneficiário não está acima do peso e ele é sedentário.,"se o beneficiário não estiver acima do peso, ele é sedentário.",o beneficiário não está acima do peso e ele não é sedentário.,o beneficiário está acima do peso e ele não é sedentário.,"se o beneficiário estiver acima do peso, ele não é sedentário.",/questoes-de-concursos/questoes/65d211a9-db
31," De acordo com o raciocínio lógico-matemático, a negação da frase: “o obstetra evitou a realização da cesariana desnecessária e a gestante entrou em trabalho de parto” é apresentada corretamente na frase: ",o obstetra não evitou a realização da cesariana desnecessária ou a gestante não entrou em trabalho de parto.,o obstetra não evitou a realização da cesariana desnecessária e a gestante não entrou em trabalho de parto.,o obstetra não evitou a realização da cesariana desnecessária ou a gestante entrou em trabalho de parto.,o obstetra evitou a realização da cesariana desnecessária ou a gestante entrou em trabalho de parto.,o obstetra evitou a realização da cesariana desnecessária e a gestante entrou em trabalho de parto.,/questoes-de-concursos/questoes/0196d108-db
32," A frase “Se o time jogou bem, então foi campeão” é equivalente a:  ",O time jogou bem e foi campeão. ,O time não jogou bem ou não foi campeão. , O time não jogou bem ou foi campeão.," Se o time não jogou bem, então não foi campeão. ","O time jogou bem se, e somente se, foi campeão. ",/questoes-de-concursos/questoes/2f2de857-da
33," Maria é mais alta do que José. João é mais baixo do que José. Logo, ", Maria é mais baixa do que João. , João é mais alto do que Maria. ,João é mais baixo do que Maria,José é mais baixo do que João. ,José é mais alto do que Maria. ,/questoes-de-concursos/questoes/ff830171-d9
34,none,none,none,none,none,none,/questoes-de-concursos/questoes/fb64ed4f-d9
35,none,none,none,none,none,none,/questoes-de-concursos/questoes/f5503cd4-d4
36," Maria disse: Gerusa estava doente e não foi trabalhar. Sabe-se que Maria mentiu. Sendo assim, é correto afirmar que ","Gerusa não estava doente, mas não foi trabalhar. ",Gerusa não estava doente e não foi trabalhar. ,Gerusa não estava doente ou foi trabalhar. ,"se Gerusa foi trabalhar, então não estava doente. ",Gerusa estava doente ou foi trabalhar. ,/questoes-de-concursos/questoes/91094518-d1
37, Dizer que “Joana é aprovada no concurso público ou Joana para de estudar” é logicamente equivalente a dizer: ,"Se Joana não para de estudar, então Joana é aprovada no concurso público.","Se Joana não para de estudar, então Joana não é aprovada no concurso público.","Se Joana é aprovada no concurso público, então Joana não para de estudar",Joana não é aprovada no concurso público e Joana para de estudar,Joana é aprovada no concurso público e Joana não para de estudar.,/questoes-de-concursos/questoes/899f2a82-d1
38, A negação de “Toda questão de matemática é difícil” é: ,Pelo menos uma questão de matemática é difícil.,Pelo menos uma questão de matemática é fácil.,Apenas uma questão de matemática é difícil.,Apenas uma questão de matemática é fácil.,Toda questão de matemática é fácil.,/questoes-de-concursos/questoes/899b27ce-d1
39," Em uma academia, todos os que fizeram esteira, antes fizeram alongamento. Como nem todos fizeram alongamento, pode-se concluir que  ","alguns fizeram esteira, mas não fizeram alongamento.",alguns fizeram esteira e nenhum fez alongamento.,pelo menos um não fez esteira.,todos fizeram esteira e alguns não fizeram alongamento.,todos fizeram esteira e nenhum fez alongamento.,/questoes-de-concursos/questoes/554c6c55-d1
40," Dizer que “todos os piratas são saqueadores"" é FALSA é logicamente equivalente a dizer que  ",todos não saqueadores são não piratas.,pelo menos um pirata não é saqueador.,pelo menos um saqueador não é pirata.,nenhum pirata é saqueador.,nenhum saqueador é pirata.,/questoes-de-concursos/questoes/553e20bb-d1
41," Dada a proposição: “Se Daniela pratica natação ou ensaia no coral, então é quarta-feira e não é feriado"", sua negação pode ser ","Daniela pratica natação ou ensaia no coral, e não é quarta-feira ou é feriado.","Daniela não pratica natação e não ensaia no coral, e é quarta-feira e não é feriado.","Se não é quarta-feira ou é feriado, então Daniela não pratica natação e não ensaia no coral.","Se Daniela não pratica natação e não ensaia no coral, então não é quarta-feira ou é feriado.","Se Daniela não pratica natação ou não ensaia no coral, então não é quarta-feira e é feriado.",/questoes-de-concursos/questoes/82bf1e58-d0
42,none,none,none,none,none,none,/questoes-de-concursos/questoes/71f76fa2-cc
43,none,none,none,none,none,none,/questoes-de-concursos/questoes/71edd701-cc
44," A proposição – se José presta assistência ao dirigente das unidades prisionais, então ele é aprovado no concurso – tem como uma equivalente a proposição "," se José é aprovado no concurso, então ele presta assistência ao dirigente das unidades prisionais. ", José presta assistência ao dirigente das unidades prisionais e é aprovado no concurso. , José é aprovado no concurso ou presta assistência ao dirigente das unidades prisionais. ," se José não é aprovado no concurso, então ele não presta assistência ao dirigente das unidades prisionais. ", José não é aprovado no concurso e não presta assistência ao dirigente das unidades prisionais. ,/questoes-de-concursos/questoes/8748c3a3-cb
45, Leia a frase: Ruy é um executivo público e realiza estudos para o desenvolvimento de instrumentos de avaliação. A afirmação apresentada é uma negação lógica para a afirmação contida na alternativa: , Ruy não é um executivo público e não realiza estudos para o desenvolvimento de instrumentos de avaliação. ," Se Ruy é um executivo público, então ele não realiza estudos para o desenvolvimento de instrumentos de avaliação. "," Se Ruy não é um executivo público, então ele não realiza estudos para o desenvolvimento de instrumentos de avaliação. ", Ruy não é um executivo público ou realiza estudos para o desenvolvimento de instrumentos de avaliação. ," Ruy não é um executivo público se, e somente se, ele não realiza estudos para o desenvolvimento de instrumentos de avaliação. ",/questoes-de-concursos/questoes/87444430-cb
46, Considere a afirmação a seguir.Levei os detentos ao pátio e os recolhi às 15 horas. Uma negação lógica para essa afirmação está contida na alternativa: , Não levei os detentos ao pátio e não os recolhi às 15 horas. ," Levei os detentos ao pátio, mas não os recolhi às 15 horas. ", Não levei os detentos ao pátio ou não os recolhi às 15 horas. , Levei os detentos ao pátio ou não os recolhi às 15 horas. ," Não levei os detentos ao pátio, mas os recolhi às 15 horas. ",/questoes-de-concursos/questoes/873f8c05-cb
47,none,none,none,none,none,none,/questoes-de-concursos/questoes/06a02e29-ca
48,none,none,none,none,none,none,/questoes-de-concursos/questoes/068f2e1d-ca
49,none,none,none,none,none,none,/questoes-de-concursos/questoes/068b31b4-ca
50," Considere a sentença: “Corro e não fico cansado"". Uma sentença logicamente equivalente à negação da sentença dada é:  ",Se corro então fico cansado.,Se não corro então não fico cansado.,Não corro e fico cansado.,Corro e fico cansado.,Não corro ou não fico cansado.,/questoes-de-concursos/questoes/7cd4cf8f-ca
51," João olhou as dez bolas que havia em um saco e afirmou: “Todas as bolas desse saco são pretas"". Sabe-se que a afirmativa de João é falsa.É correto concluir que:  ",nenhuma bola desse saco é preta,pelo menos nove bolas desse saco são pretas,pelo menos uma bola desse saco é preta,pelo menos uma bola desse saco não é preta,nenhuma bola desse saco é branca.,/questoes-de-concursos/questoes/7cc95af0-ca
52," Em uma empresa, o diretor de um departamento percebeu que Pedro, um dos funcionários, tinha cometido alguns erros em seu trabalho e comentou: “Pedro está cansado ou desatento."" A negação lógica dessa afirmação é:  ",Pedro está descansado ou desatento.,Pedro está descansado ou atento.,Pedro está cansado e desatento.,Pedro está descansado e atento.,Se Pedro está descansado então está desatento.,/questoes-de-concursos/questoes/1abc9554-c3
53,none,none,none,none,none,none,/questoes-de-concursos/questoes/59cb2502-bb
54,none,none,none,none,none,none,/questoes-de-concursos/questoes/59c626d4-bb
55,none,none,none,none,none,none,/questoes-de-concursos/questoes/59c227e2-bb
56,none,none,none,none,none,none,/questoes-de-concursos/questoes/59b7299b-bb
57,none,none,none,none,none,none,/questoes-de-concursos/questoes/71e47100-ba
58," Uma turma possui sete alunos. Portanto, dizer que, no mínimo, três alunos da turma serão aprovados, é logicamente equivalente a se dizer que ","no máximo, quatro alunos da turma não serão aprovados.","no máximo, dois alunos da turma não serão aprovados.",um ou dois alunos da turma não serão aprovados.,quatro alunos da turma não serão aprovados.,dois alunos da turma não serão aprovados.,/questoes-de-concursos/questoes/12f58deb-b9
59," Barbosa afirmou: “Todo cidadão brasileiro tem direito à educação e à saúde"".  A negação lógica dessa sentença é: ",Nenhum cidadão brasileiro tem direito à educação e à saúde., Nenhum cidadão brasileiro tem direito à educação ou à saúde. ,Todo cidadão brasileiro não tem direito à educação e à saúde., Algum cidadão brasileiro não tem direito à educação ou à saúde. , Algum cidadão brasileiro não tem direito à educação nem à saúde. ,/questoes-de-concursos/questoes/2bc9e11b-b8
60,error,"Se não gosto de capivara, então não gosto de javali.",Gosto de capivara e gosto de javali.,Não gosto de capivara ou gosto de javali.,Gosto de capivara ou não gosto de javali.,Gosto de capivara e não gosto de javali.,/questoes-de-concursos/questoes/2bc0b4cb-b8
61, Dizer que “Ricardo não é engenheiro ou André é professor de matemática” é logicamente equivalente a dizer que: ," se André é professor de matemática, então Ricardo é engenheiro. ","se Ricardo é engenheiro, então André é professor de matemática. ","se Ricardo é engenheiro, então André não é professor de matemática.","se Ricardo não é engenheiro, então André é professor de matemática."," se Ricardo não é engenheiro, então André não é professor de matemática. ",/questoes-de-concursos/questoes/7dd00499-b6
62,none,none,none,none,none,none,/questoes-de-concursos/questoes/6f6da65a-b6
63,none,none,none,none,none,none,/questoes-de-concursos/questoes/6f692081-b6
64,none,none,none,none,none,none,/questoes-de-concursos/questoes/6f63d580-b6
65,none,none,none,none,none,none,/questoes-de-concursos/questoes/6f5efd45-b6
66," Considere a afirmação: “Mato a cobra e mostro o pau"" A negação lógica dessa afirmação é: ",não mato a cobra ou não mostro o pau,não mato a cobra e não mostro o pau,não mato a cobra e mostro o pau,mato a cobra e não mostro o pau,mato a cobra ou não mostro o pau.,/questoes-de-concursos/questoes/2e211fff-b5
67," A negação de “Todos os alunos sabem matemática"" é: ", Pelo menos um aluno não sabe matemática. , Todos os alunos não sabem matemática. ,Nenhum aluno sabe matemática.,Quem não é aluno não sabe matemática.,Quem sabe matemática não é aluno.,/questoes-de-concursos/questoes/f528dd17-ad
68," A negação de “Se hoje não fizer sol, então amanhã a gente enterra as minhocas"" é: ", Hoje não faz sol e amanhã a gente não enterra as minhocas. , Hoje faz sol e amanhã a gente não enterra as minhocas. , Hoje não faz sol e amanhã a gente enterra as minhocas. ," Se hoje não fizer sol, então amanhã a gente não enterra as minhocas. ", Hoje não faz sol ou amanhã a gente enterra as minhocas. ,/questoes-de-concursos/questoes/330c79e3-ad
69,error,error,error,error,error,error,/questoes-de-concursos/questoes/a56d8339-a8
70,none,none,none,none,none,none,/questoes-de-concursos/questoes/6767e78f-a8
71,none,none,none,none,none,none,/questoes-de-concursos/questoes/6761d704-a8
72,none,none,none,none,none,none,/questoes-de-concursos/questoes/0b9fd127-a7
73,none,none,none,none,none,none,/questoes-de-concursos/questoes/0b98bd87-a7
74,error," “O número inteiro m &gt 2 é não primo e o número m é ímpar"". ",error,error,error," “O número inteiro m &gt 2 é primo e o número m não é ímpar"". ",/questoes-de-concursos/questoes/3e971754-a5
75,error," R for verdadeira, S for falsa e T for verdadeira.  "," R for falsa, S for verdadeira e T for verdadeira. "," R for falsa, S for falsa e T for falsa.  "," R for falsa, S for falsa e T for verdadeira.  "," R for verdadeira, S for falsa e T for falsa.  ",/questoes-de-concursos/questoes/04e5173b-a0
76,error,"Se João é biólogo e matemático, então Kléber é escritor.","Se João não é biólogo e é matemático, então Kléber não é escritor.","Se João não é biólogo nem matemático ou se João é biólogo e matemático, então Kléber não é escritor.","Se João é biólogo e não é matemático, então Kléber não é escritor.","Se João é biólogo e não é matemático ou se João não é biólogo e é matemático, então Kléber não é escritor.",/questoes-de-concursos/questoes/04c38096-a0
77,none,none,none,none,none,none,/questoes-de-concursos/questoes/c1e70e6a-9e
78,none,none,none,none,none,none,/questoes-de-concursos/questoes/c1d9380e-9e
79,none,none,none,none,none,none,/questoes-de-concursos/questoes/c1cad40d-9e
80," Sabendo que a implicação “Se a canoa não virar, eu chego lá” é falsa, então, ",“A canoa vira”.,"“Eu chego, independente da canoa”.",“A canoa vira e eu chego”.,“A canoa não virou e eu não cheguei”.,"“Se não virar a canoa, eu não chego”.",/questoes-de-concursos/questoes/51337dd9-9c
81,none,none,none,none,none,none,/questoes-de-concursos/questoes/b0971f71-9c
82,none,none,none,none,none,none,/questoes-de-concursos/questoes/b091558a-9c
83,none,none,none,none,none,none,/questoes-de-concursos/questoes/b089b197-9c
84," Se não é verdade que Edmilson gosta de praia e de piscina, então é verdade que Edmilson: ",não gosta de praia nem de piscina.,gosta de praia mas não de piscina.,gosta de piscina mas não de praia.,nunca vai à praia nem à piscina.,pode gostar de praia mas não de piscina.,/questoes-de-concursos/questoes/4f2c5994-96
85," Se não é verdade que, numa empresa, todos os economistas são casados, então é verdade que, nessa empresa: ",pelo menos um casado não é economista.,pelo menos um economista não é casado.,nenhum economista é casado.,todos os economistas são solteiros.,nenhum solteiro é economista.,/questoes-de-concursos/questoes/4f125034-96
86," A negação de “Todos os metaleiros são jovens"" é: ",nenhum metaleiro é jovem,algum metaleiro é jovem,ao menos um metaleiro não é jovem,todos os metaleiros são velhos,nenhum jovem é metaleiro.,/questoes-de-concursos/questoes/cc90cd91-96
87, As negações das frases “Nenhum homem é bom negociante” e “Todos os homens são maus negociantes” são respectivamente: ,Pelo menos um homem é bom negociante / Pelo menos um homem é bom negociante.,Todo homem é mau negociante / Todo homem é bom negociante.,Toda mulher é boa negociante / Pelo menos um homem é bom negociante.,Todo homem é mau negociante / Alguma mulher é boa negociante.,Pelo menos um homem é bom negociante / Todo homem é bom negociante.,/questoes-de-concursos/questoes/7480dd99-96
88," A negação de “Se o Flamengo perder, então o Vasco é campeão” é: ",O Flamengo perde e o Vasco não é campeão.,O Flamengo perde e o Vasco é campeão.,O Flamengo não perde e o Vasco é campeão.,O Flamengo não perde e o Vasco não é campeão.,O Vasco não é campeão.,/questoes-de-concursos/questoes/746cf647-96
89,error,x &lt 2,x + 2 ≠ 4,x + 2 = 4  e  x  &gt 2,x + 2 ≠ 4  ou  x &lt  2,x + 2 ≠ 4 ou x ≤ 2,/questoes-de-concursos/questoes/2646cfa9-93
90," Se LEÃO, então VACA. Se VACA, então PORCO. Se PORCO, então PATO. Sabe-se que NÃO PATO, então ",PORCO e NÃO VACA.,VACA e NÃO PORCO.,LEÃO e VACA.,VACA.,NÃO LEÃO.,/questoes-de-concursos/questoes/a6b02ec4-93
91," Dizer que “Se Marco é marinheiro, então Míriam é mãe” equivale a dizer que ","se Míriam é mãe, Marco não é marinheiro.","se Marco não é marinheiro, então Míriam não é mãe.","se Míriam não é mãe, então Marco não é marinheiro.",Marco é marinheiro ou Míriam é mãe.,Marco não é marinheiro e Míriam não é mãe. ,/questoes-de-concursos/questoes/c1330a3a-8b
92,none,none,none,none,none,none,/questoes-de-concursos/questoes/8db7938d-88
93," Sabendo que a implicação “Se a canoa não virar, eu chego lá"" é falsa, então, ","“A canoa vira"".","“Eu chego, independente da canoa"".","“A canoa vira e eu chego"".","“A canoa não virou e eu não cheguei"".","“Se não virar a canoa, eu não chego"".",/questoes-de-concursos/questoes/ee9ae306-7c
94," Se Aldo se casa com Bianca, então Bianca fica feliz. Se Bianca fica feliz, então Clara chora. Se Clara chora, então Dione consola Clara. Ora, Dione não consola Clara, logo:   ",Clara não chora e Bianca fica feliz.,Bianca não fica feliz e Aldo se casa com Bianca.,Bianca fica feliz e Aldo se casa com Bianca.,Clara chora e Bianca fica feliz.,Clara não chora e Aldo não se casa com Bianca.,/questoes-de-concursos/questoes/170fd1c7-7c
95," Considere a proposição “toda luz brilha"" como verdadeira. Dessa forma, é correto afirmar que:   ","“Alguma luz não brilha"" é uma proposição necessariamente verdadeira.","“Nenhuma luz brilha"" é uma proposição necessariamente verdadeira.","“Alguma luz brilha"" é uma proposição verdadeira ou falsa.","“Alguma luz não brilha"" é uma proposição verdadeira ou falsa.","“Alguma luz brilha"" é uma proposição necessariamente verdadeira.",/questoes-de-concursos/questoes/7523e1cb-79
96, Dizer que não é verdade que João atende bem os clientes e Pedro gosta de passear é logicamente equivalente a dizer que é verdade que: ,João não atende bem os clientes ou Pedro não gosta de passear.,João atende bem os clientes e Pedro não gosta de passear.,João não atende bem os clientes ou Pedro gosta de passear.,"se João não é pobre, então Pedro gosta de passear.","se João não é pobre, então Pedro não gosta de passear.",/questoes-de-concursos/questoes/52fdbba9-76
97," Sabendo-se que a proposição “Se Paulo enviou o e-mail, então Antônio marcou a reunião” é falsa, é verdade que: ",ou Paulo enviou o e-mail ou Antônio marcou a reunião.,Antônio marcou a reunião.,Paulo não enviou o e-mail.,Paulo enviou o e-mail e Antônio marcou a reunião.,Paulo não enviou o e-mail ou Antônio marcou a reunião.,/questoes-de-concursos/questoes/52f8e9b1-76
98," Sabendo-se que a proposição “se Antônio prefere viajar de carro a de avião, então Antônio tem medo de viajar de avião"" é falsa, a proposição: ", Antônio prefere viajar de carro a de avião e Antônio não tem medo de avião é verdadeira. ,Antônio prefere viajar de carro a de avião e Antônio tem medo de avião é verdadeira.,Antônio não prefere viajar de carro a de avião e Antônio tem medo de avião é verdadeira.,Antônio prefere viajar de carro a de avião ou Antônio tem medo de avião é falsa.,Ou Antônio prefere viajar de carro a de avião ou Antônio não tem medo de avião é verdadeira.,/questoes-de-concursos/questoes/00c81090-75
99,none,none,none,none,none,none,/questoes-de-concursos/questoes/4febbb88-70
