,descricao,a,b,c,d,e,src
33," Analise a seguinte afirmação: “Fulano é verdadeiro ou Siciliano não é falso” Do ponto de vista lógico, qual das alternativas abaixo equivale a este afirmação: "," Se Siciliano é verdadeiro, então Fulano é verdadeiro.","Se Fulano não é verdadeiro, então Siciliano não é falso.","Se Siciliano não é falso, então Fulano é verdadeiro.","Se Fulano é verdadeiro, então Siciliano não é falso.","Se Fulano não é verdadeiro, então Siciliano é falso.",/questoes-de-concursos/questoes/a273c0f4-48
34, Negar a seguinte frase “Toda mulher é organizada” equivale a qual alternativa: ,Toda mulher desorganizada.,Alguma mulher não é organizada.,Pelo menos uma mulher é organizada.,Todo homem é organizado.,Alguma mulher é organizada.,/questoes-de-concursos/questoes/a26da7c2-48
35," Afirmar que “não é verdade que Godofredo é rápido e Antonio é devagar"" é logicamente equivalente a: ",Godofredo é rápido ou Antonio não é devagar.,"Se Godofredo não é rápido, então Antônio é devagar.",Godofredo não é rápido ou Antônio não é devagar.,"Se Godofredo não é rápido, então Antônio não é devagar.",Godofredo é rápido e Antônio é devagar.,/questoes-de-concursos/questoes/a268181c-48
36," Analise a afirmação: “Todo jogador de futebol é atleta"". Qual seria a negação desta afirmação: ",Não há atletas jogadores de futebol.,Todo jogador de futebol é atleta.,Todo atleta é jogador de futebol.,Algum jogador de futebol não é atleta.,"Toda pessoa que não é atleta, é jogador de futebol.",/questoes-de-concursos/questoes/ffc1a05b-48
37," A seguinte afirmação “Se Luiz é piloto, então Marcos é mecânico"" é logicamente o mesmo que dizer: ","Se Luiz é piloto, então Marcos não é mecânico.","Se Marcos não é mecânico, então Luiz é piloto.","Se Luiz não é piloto, então Marcos não é mecânico.","Se Marcos não é mecânico, então Luiz não é piloto.","Se Marcos não  é piloto, então Luiz não é mecânico.",/questoes-de-concursos/questoes/ffbae5e4-48
38," A expressão “Mauricio é arquiteto ou Antônia não é professora"" é logicamente equivalente a: ","Se Antônia é professora, então Mauricio não é arquiteto.",Mauricio não é arquiteto e Antônia é professora.,Mauricio é arquiteto e Antônia não é professora.,"Se Mauricio é arquiteto, então Antônia não é professora. ","Se Mauricio não é arquiteto, então Antônia não é professora.",/questoes-de-concursos/questoes/ffb53597-48
39," Considere a afirmativa:Se André tirou uma ótima nota na prova preambular, então ele fará a prova de aptidão psicológica. Contém uma equivalente da afirmativa apresentada a alternativa: ","Se André fará a prova de aptidão psicológica, então ele tirou uma ótima nota na prova preambular.",André tirou uma ótima nota na prova preambular e fará a prova de aptidão psicológica.,"Se André não tirou uma ótima nota na prova preambular, então ele não fará a prova de aptidão psicológica.","André fará a prova de aptidão psicológica se, e somente se, ele não tirou uma ótima nota na prova preambular.","Se André não fará a prova de aptidão psicológica, então ele não tirou uma ótima nota na prova preambular.",/questoes-de-concursos/questoes/4becea5e-41
40, Considere a afirmação seguinte:O local do crime não foi violado e o exame pericial foi realizado. Uma negação lógica para essa afirmação está contida na alternativa: ,O local do crime não foi violado ou o exame pericial foi realizado.,O local do crime foi violado e o exame pericial não foi realizado.,"O local do crime foi violado, mas o exame pericial foi realizado.",O local do crime foi violado ou o exame pericial não foi realizado.,"O local do crime não foi violado, mas o exame pericial não foi realizado.",/questoes-de-concursos/questoes/4bdd4edb-41
41,none,none,none,none,none,none,/questoes-de-concursos/questoes/004e73d7-41
42,none,none,none,none,none,none,/questoes-de-concursos/questoes/003f0c40-41
43,"                                             Todo dia ela faz                                         Tudo sempre igual                                                Me sacode                                      Às seis horas da manhã                                    Me sorri um sorriso pontual                                         E me beija com a boca                                                  De hortelã...                                                  ....................                                        (Cotidiano – Chico Buarque) A negação de “Ela diz que está me esperando para o jantar e me beija com a boca de café"" é do ponto de vista lógico equivalente a ",Ela não diz que está me esperando para o jantar e não me beija com a boca de café.,Ela diz que está me esperando para o jantar ou me beija com a boca de café.,"Se ela diz que está me esperando para o jantar, então me beija com a boca de café.","Se ela não diz que está me esperando para o jantar, então não me beija com a boca de café.",Ela não diz que está me esperando para o jantar ou não me beija com a boca de café.,/questoes-de-concursos/questoes/6871e441-3c
44,  Todo dia ela faz  Tudo sempre igual  Me sacode  Às seis horas da manhã  Me sorri um sorriso pontual  E me beija com a boca  De hortelã... ....................  (Cotidiano – Chico Buarque)A negação da sentença “Todo dia ela faz tudo sempre igual” é do ponto de vista lógico equivalente a , Ela nunca faz tudo sempre igual.,Todo dia ela faz tudo sempre diferente.,Alguns dias ela não faz tudo sempre igual.,Em nenhum dia ela faz tudo sempre igual.,Alguns dias ela faz tudo sempre igual.,/questoes-de-concursos/questoes/686db217-3c
45,error, Algumas questões das provas são difíceis.,Existem questões difíceis,Nenhuma questão da prova é difícil,Algumas questões da prova não são difíceis.,Nenhuma questão da prova é difícil.,/questoes-de-concursos/questoes/97f95c1c-3c
46,"                                              Todo dia ela faz                                           Tudo sempre igual                                                 Me sacode                                       Às seis horas da manhã                                    Me sorri um sorriso pontual                                         E me beija com a boca                                                    De hortelã...                                                    ....................                                     (Cotidiano – Chico Buarque)  A negação de “Ela diz que está me esperando para o jantar e me beija com a boca de café"" é do ponto de vista lógico equivalente a ",Ela não diz que está me esperando para o jantar e não me beija com a boca de café.,Ela diz que está me esperando para o jantar ou me beija com a boca de café.,"Se ela diz que está me esperando para o jantar, então me beija com a boca de café.","Se ela não diz que está me esperando para o jantar, então não me beija com a boca de café.",Ela não diz que está me esperando para o jantar ou não me beija com a boca de café.,/questoes-de-concursos/questoes/7f77ca9e-3c
47,  Todo dia ela faz  Tudo sempre igual  Me sacode  Às seis horas da manhã  Me sorri um sorriso pontual  E me beija com a boca  De hortelã... ....................  (Cotidiano – Chico Buarque) A negação da sentença “Todo dia ela faz tudo sempre igual” é do ponto de vista lógico equivalente a ,Ela nunca faz tudo sempre igual.,Todo dia ela faz tudo sempre diferente.,Alguns dias ela não faz tudo sempre igual.,Em nenhum dia ela faz tudo sempre igual.,Alguns dias ela faz tudo sempre igual.,/questoes-de-concursos/questoes/7f72e530-3c
48," – Dizem, na minha família, que eu cantei antes de falar. E havia uma cançãozinha que eu repetia e que tinha um leve tema de sons. Fui criado no mundo da música, minha mãe e minha avó tocavam piano, eu me lembro de como me machucavam aquelas valsas antigas. – Meu pai também tocava violão, cresci ouvindo música. Depois a poesia fez o resto. (Entrevista de Vinicius de Moraes a Clarice Lispector).  A negação da sentença “minha mãe e minha avó tocavam piano"" é, do ponto de vista lógico, equivalente a  ","Nem minha mãe, nem minha avó tocam piano.",Minha mãe ou minha avó tocavam piano., Minha mãe tocava piano e minha avó tocava piano. , Minha mãe tocava piano ou minha avó não tocava piano. , Minha mãe não tocava piano ou minha avó não tocava piano. ,/questoes-de-concursos/questoes/6d356a4f-3c
49, Todo dia ela faz Tudo sempre igual Me sacode Às seis horas da manhã Me sorri um sorriso pontual E me beija com a boca De hortelã... .................... (Cotidiano – Chico Buarque)  A negação de “Ela diz que está me esperando para o jantar e me beija com a boca de café” é do ponto de vista lógico equivalente a ,Ela não diz que está me esperando para o jantar e não me beija com a boca de café.,Ela diz que está me esperando para o jantar ou me beija com a boca de café.,"Se ela diz que está me esperando para o jantar, então me beija com a boca de café.","Se ela não diz que está me esperando para o jantar, então não me beija com a boca de café.",Ela não diz que está me esperando para o jantar ou não me beija com a boca de café.,/questoes-de-concursos/questoes/dabd719d-3c
50, Todo dia ela faz Tudo sempre igual Me sacode Às seis horas da manhã Me sorri um sorriso pontual E me beija com a boca De hortelã... .................... (Cotidiano – Chico Buarque) A negação da sentença “Todo dia ela faz tudo sempre igual” é do ponto de vista lógico equivalente a ,Ela nunca faz tudo sempre igual.,Todo dia ela faz tudo sempre diferente.,Alguns dias ela não faz tudo sempre igual., Em nenhum dia ela faz tudo sempre igual.,Alguns dias ela faz tudo sempre igual.,/questoes-de-concursos/questoes/dab863d5-3c
51, A proposição p → q é equivalente a  ,∼p → ∼q.,∼p V q.,∼q Λ	p.,q → p.,∼p → q.,/questoes-de-concursos/questoes/3a94503d-2e
52," Considere as proposições: p = “Ana gosta de frutas"" e q = “A lâmpada está acesa"". Assim, a proposição ~ ( p ∨ q) é equivalente a  ",Ana não gosta de frutas e a lâmpada está acesa.,"Ana gosta de frutas, mas a lâmpada não está acesa.",Ana gosta de frutas e a lâmpada não está acesa.,Ana não gosta de frutas ou a lâmpada está acesa.,Ana não gosta de frutas e a lâmpada não está acesa.,/questoes-de-concursos/questoes/1b686a76-2c
53, A negação da proposição “Todo rato raspa o rabo” é ,“nenhum rato raspa o rabo”,"“se tem rabo raspado, então é rato”.",“algum rato não raspa o rabo”.,"“se não raspa o rabo, então não é rato”.",“todo rato tem rabo”.,/questoes-de-concursos/questoes/f6d57efa-2c
54," João é A. Se todo A é B e todo B é C, então ", nenhum A é C.,algum C é A.,nenhum C é A.,todo B é A.,todo C é B.,/questoes-de-concursos/questoes/f6c18c3a-2c
55, A proposição  p → q é equivalente a ,~ p → ~ q,~ p ∨ q.,~ q ∧ p.,q → p.,~ p → q.,/questoes-de-concursos/questoes/de2a232d-2c
56, Assinale a alternativa que representa a negação da proposição “ Todo homem joga futebol”. ,“Toda mulher joga futebol”.,“Nenhum homem joga futebol”.,“Algum homem não joga futebol”.,“Todo homem joga vôlei”.,“Nem toda mulher joga futebol”.,/questoes-de-concursos/questoes/de1f1053-2c
57, Um casal está no supermercado fazendo compras do mês e o marido diz para a esposa: “Vamos comprar macarrão ou arroz integral”. A esposa negando a afirmação diz: ,"Se vamos comprar macarrão, então não vamos comprar arroz integral.",Não vamos comprar macarrão ou não vamos comprar arroz integral.,"Se não vamos comprar macarrão, então não vamos comprar arroz integral.", Não vamos comprar macarrão e não vamos comprar arroz integral.,"Se não vamos comprar macarrão, então vamos comprar arroz integral.",/questoes-de-concursos/questoes/12669b1e-25
58," A afirmação que é logicamente equivalente à afirmação: ""Se faço karatê, então sei me defender” é ","Se não faço karatê, então não sei me defender.","Se sei me defender, então faço karatê.","Se não sei me defender, então não faço karatê.","Se não sei me defender, então faço karatê.","Se faço karatê, então não sei me defender.",/questoes-de-concursos/questoes/1260c735-25
59," Dois amigos estavam conversando sobre exercícios físicos quando um deles disse: “Se você fizer esteira, então você emagrecerá e melhorará o condicionamento físico”. O outro amigo, para negar a afirmação, deverá dizer: ",Faça esteira e você não emagrecerá e não melhorará o condicionamento físico.,Faça esteira e você não emagrecerá ou não melhorará o condicionamento físico.,"Se você fizer esteira e não emagrecer, então não vai melhorar o condicionamento físico.",Faça esteira e você emagrecerá e não melhorará o condicionamento físico.,"Se você fizer esteira e emagrecer, então não melhorará o condicionamento físico.",/questoes-de-concursos/questoes/12518409-25
60,none,none,none,none,none,none,/questoes-de-concursos/questoes/cd80d027-24
61," A frase “Se a Terra é um planeta, então não emite luz” é equivalente a frase: ",A Terra é um planeta e não emite luz.,A Terra não é um planeta ou não emite luz.,A Terra é um planeta ou não emite luz.,A Terra não é um planeta e não emite luz.,A Terra é um planeta ou emite luz.,/questoes-de-concursos/questoes/dc70924b-1c
62,none,none,none,none,none,none,/questoes-de-concursos/questoes/cb93c0da-1c
63, Assinale a alternativa que apresenta a negação da sentença abaixo.  Todos os funcionários são dedicados.  ,Todos os funcionários não são dedicados. ,Existe funcionário que não é dedicado. ,Nenhum funcionário é dedicado. ,Nenhum funcionário não é dedicado. ,Algum funcionário é dedicado. ,/questoes-de-concursos/questoes/e1f52fdb-17
64, Dizer que não é verdade que “Joana gosta de filmes e Jair gosta de pipoca doce” é logicamente equivalente a dizer que é verdade que ,Joana não gosta de filmes se Jair gostar de pipoca doce.,Joana gosta de filmes e Jair não gosta de pipoca doce.,Joana não gosta de filmes e Jair gosta de pipoca doce., Joana não gosta de filmes e Jair não gosta de pipoca doce. , Joana não gosta de filmes ou Jair não gosta de pipoca doce. ,/questoes-de-concursos/questoes/79c4bc7a-16
65, São dadas as proposições verdadeiras:– É falso que algum A não seja B.– Não há A que não seja C.É correto concluir que ,é falso que nenhum B seja C.,muitos B não são C.,vários C não são B.,todo B é C.,existe A que não é B.,/questoes-de-concursos/questoes/3ba28d80-14
66, Dizer que não é verdade que “Camila é estudante e Gabriela é professora” é logicamente equivalente a dizer que ,Camila não é estudante ou Gabriela não é professora,Camila não é estudante ou Gabriela é professora.,Camila é estudante ou Gabriela não é professora., Camila não é estudante e Gabriela não é professora.,Camila é estudante e Gabriela não é professora.,/questoes-de-concursos/questoes/d7059869-1e
67," Para negar, de maneira lógica, a afirmação “Se Marcelo é formado em administração de empresas ou Débora é formada em ciências contábeis, então Sérgio é formado em educação física e Raquel é formada em ciências econômicas”, pode-se corretamente afirmar que "," Marcelo não é formado em administração de empresas e Débora não é formada em ciências contábeis, ou, Sérgio não é formado em educação física e Raquel não é formada em ciências econômicas.","Se Marcelo não é formado em administração de empresas ou Débora não é formada em ciências contábeis, então Sérgio não é formado em educação física e Raquel não é formada em ciências econômicas.","Sérgio é formado em educação física e Raquel é formada em ciências econômicas, e, Marcelo não é formado em administração de empresas e Débora não é formada em ciências contábeis."," Se Sérgio não é formado em educação física e Raquel não é formada em ciências econômicas, então Marcelo não é formado em administração de empresas e Débora não é formada em ciências contábeis.","Marcelo é formado em administração de empresas ou Débora é formada em ciências contábeis, e, Sérgio não é formado em educação física ou Raquel não é formada em ciências econômicas.",/questoes-de-concursos/questoes/d6c2e095-1e
68," A frase “Carlos não passou no vestibular, então vai estudar numa faculdade particular”, eqüivale, logicamente, à frase: ",Carlos não passou no vestibular e vai estudar numa faculdade particular.,Carlos passou no vestibular ou vai estudar numa faculdade particular.,"Se Carlos passou no vestibular, então não vai estudar numa faculdade particular.",Carlos passou no vestibular e não vai estudar numa faculdade particular.,Carlos não passou no vestibular ou vai estudar numa faculdade particular.,/questoes-de-concursos/questoes/b9020e57-13
69,error,Todo inteligente é corintiano.,Existem corintianos inteligentes.,Todo corintiano é inteligente.,Nenhum corintiano é inteligente.,Não se pode tirar conclusão.,/questoes-de-concursos/questoes/b8617331-13
70,error,Hoje é sábado e amanhã trabalharei.,Hoje não é sábado e amanhã trabalharei.,Hoje não é sábado ou amanhã trabalharei.,"Se hoje não é sábado, amanhã trabalharei.","Se hoje não é sábado, amanhã não trabalharei.",/questoes-de-concursos/questoes/6f7b7295-09
71," Considere a afirmação: Se os impostos sobem, então o consumo cai e a inadimplência aumenta. Uma afirmação que corresponde à negação lógica dessa afirmação é ","Se os impostos não sobem, então o consumo aumenta e a inadimplência cai. ",Os impostos não sobem e o consumo não cai e a inadimplência não aumenta. ,"Se os impostos não sobem, então o consumo não cai e a inadimplência não aumenta. ","Se o consumo não cai ou a inadimplência não aumenta, então os impostos não sobem. ", Os impostos sobem e o consumo não cai ou a inadimplência não aumenta. ,/questoes-de-concursos/questoes/903f2b07-06
72, A negação da proposição “André não é solteiro ou Bruno é casado” é  , André é casado ou Bruno é solteiro. , André é solteiro e Bruno não é casado. , André é casado e Bruno não é solteiro. , André não é casado e Bruno é solteiro. , André é solteiro ou Bruno não é casado. ,/questoes-de-concursos/questoes/8547b51f-05
73, A negação de “Todos os filmes são de terror” é: ,apenas	um	filme	é	de	terror , pelo	menos	um	filme	é	de	terror. ,existem	filmes	que	são	de	terror ,existem	filmes	que	não	são	de	terror. ,nenhum	filme	é	de	terror. ,/questoes-de-concursos/questoes/1884ed6f-02
74, A negação de “Todos os brasileiros gostam de futebol” é ,“Apenas um brasileiro gosta de futebol.” ,“Pelo menos um brasileiro gosta de futebol.” ,“Existem brasileiros que gostam de futebol.” ,“Existem brasileiros que não gostam de futebol.” ,“Nenhum brasileiro gosta de futebol.” ,/questoes-de-concursos/questoes/981e888f-02
75, Dizer que não é verdade que Antônio mentiu ou Pedro falou a verdade é logicamente equivalente a dizer que ,Antônio e Pedro falaram a verdade. ,Antônio e Pedro mentiram. ,Antônio mentiu e Pedro falou a verdade. ,Antônio falou a verdade e Pedro mentiu. ,se Antônio mentiu então Pedro mentiu. ,/questoes-de-concursos/questoes/e088e1d8-01
76," As negações de ""todo atleta é disciplinado"" e de ""algum dia de janeiro choveu"" são ","""pelo menos um atleta não é disciplinado"" e ""nenhum dia de janeiro choveu"". ","""pelo menos um atleta não é disciplinado"" e ""todo dia de janeiro choveu"". ","""nenhum atleta é disciplinado"" e ""nenhum dia de janeiro choveu"". ","""nenhum atleta é disciplinado"" e ""pelo menos um dia de janeiro não choveu"". ","""nenhum atleta é disciplinado"" e ""todo dia de janeiro choveu"". ",/questoes-de-concursos/questoes/dbfb6171-01
77,none,none,none,none,none,none,/questoes-de-concursos/questoes/4d74bcfb-01
78,error,Se há higiene então há saúde. ,Não há higiene e há saúde. ,Há higiene e não há saúde. ,Não há higiene ou não há saúde. ,Se há saúde então há higiene. ,/questoes-de-concursos/questoes/987e9f7a-00
79,error,Se não tenho saúde então não sou feliz. , Se sou feliz então tenho saúde. ,Tenho saúde e não sou feliz. ,Tenho saúde e sou feliz. ,Não tenho saúde ou sou feliz. ,/questoes-de-concursos/questoes/90d3f17a-00
80, A negação da sentença “Ou Pedro vai ao cinema ou Maria irá à creche” é apresentada na alternativa: ,Pedro irá ao cinema e Maria não irá à creche. , Pedro não irá ao cinema ou Maria não irá à creche. ,Pedro irá ao cinema e Maria irá à creche. ,"Pedro irá ao cinema se, e somente, se Maria for à creche. ",Pedro não irá ao cinema somente se Maria for à creche. ,/questoes-de-concursos/questoes/d4d886d1-fe
81," Considere a afirmação: Se os impostos sobem, então o consumo cai e a inadimplência aumenta. Uma afirmação que corresponde à negação lógica dessa afirmação é ","Se o consumo não cai ou a inadimplência não aumenta, então os impostos não sobem. ",Os impostos sobem e o consumo não cai ou a inadimplência não aumenta. ,"Se os impostos não sobem, então o consumo aumenta e a inadimplência cai. ",Os impostos não sobem e o consumo não cai e a inadimplência não aumenta. ," Se os impostos não sobem, então o consumo não cai e a inadimplência não aumenta. ",/questoes-de-concursos/questoes/c0c4e317-f3
82," Uma afirmação equivalente à afirmação: ‘Se Marcondes é físico ou Isabela não é economista, então Natália não é advogada e Rui é médico’, é: ","Se Rui é médico ou Natália não é advogada, então Isabela é economista e Marcondes não é físico. ","Se Rui não é médico e Natália é advogada, então Isabela é economista ou Marcondes não é físico. ","Se Marcondes não é físico e Isabela é economista, então Natália é advogada ou Rui não é médico. ","Se Isabela é economista e Rui é médico, então Mar- condes é físico e Natália não é advogada. ","Se Rui não é médico ou Natália é advogada, então Isabela é economista e Marcondes não é físico. ",/questoes-de-concursos/questoes/a0648f75-f1
83, A negação de “Todas as mesas são para quatro pessoas” é: ,pelo	menos	uma	mesa	é	para	quatro	pessoas. ,nenhuma	mesa	é	para	quatro	pessoas. ,existem mesas que são para quatro pessoas. ,existem mesas que não são para quatro pessoas. ,apenas	uma	mesa	não	é	para	quatro	pessoas. ,/questoes-de-concursos/questoes/576b3c52-f1
84," Seja a sentença “Se Lúcia é médica, então Lucas é professor"", assinale a afirmativa que apresenta a sentença equivalente à sentença inicial. ","Se	Lucas	é	professor,	então	Lúcia	é	médica.","Se	Lúcia	é	professora,	então	Lucas	é	médico.","Se	Lucas	não	é	professor,	então	Lúcia	não	é	médica.","Se	Lúcia	não	é	médica,	então	Lucas	não	é	professor.","Se	Lúcia	não	é	professora,	então	Lucas	é	médico.",/questoes-de-concursos/questoes/6f7a3b2c-f1
85," Seja a afirmação: “Se um planeta tem água e altas temperaturas, então esse planeta não tem vida”. Uma negação dessa afirmação é: ","Um planeta tem água e altas temperaturas, e esse planeta tem vida. ","Se um planeta não tem água e não tem altas temperaturas, então esse planeta tem vida. ","Se um planeta não tem água ou não tem altas temperaturas, então esse planeta não tem vida. ",Um planeta tem vida se não tem altas temperaturas e se tem água. ,Um planeta não tem vida se não tem água e não tem altas temperaturas. ,/questoes-de-concursos/questoes/587ac14b-ee
86," A afirmação “canto e danço"" tem, como uma negação, a afirmação contida na alternativa ",não canto e não danço.,canto ou não danço.,não danço ou não canto.,danço ou não canto.,danço ou canto.,/questoes-de-concursos/questoes/0aadd90d-ee
87," Uma equivalente da afirmação “Se eu estudei, então tirei uma boa nota no concurso” está contida na alter­ nativa: ",Não estudei e não tirei uma boa nota no con­ curso. ,"Se eu não tirei uma boa nota no concurso, então não estudei ","Se eu não estudei, então não tirei uma boa nota no concurso. "," Se eu tirei uma boa nota no concurso, então estudei ",Estudei e tirei uma boa nota no concurso. ,/questoes-de-concursos/questoes/08d4cdd6-ee
88," Para que seja falsa a afirmação “todo escrevente técnico judiciário é alto”, é suficiente que ", alguma pessoa alta não seja escrevente técnico judiciário ,nenhum escrevente técnico judiciário seja alto. ,toda pessoa alta seja escrevente técnico judi­ ciário. , alguma pessoa alta seja escrevente técnico judiciário ,algum escrevente técnico judiciário não seja alto ,/questoes-de-concursos/questoes/0700810c-ee
89,error,"O concurso não será realizado pela SEGPLAN, não será regido por este edital nem será executado pela Fundação Universa. ",O concurso não será realizado pela SEGPLAN ou não será regido por este edital ou não será executado pela Fundação Universa. ,"O concurso não será realizado pela SEGPLAN, mas será regido por este edital e será executado pela Fundação Universa. ","O concurso não será realizado pela SEGPLAN, será regido por este edital, mas não será executado pela Fundação Universa. ","O concurso será realizado pela SEGPLAN, mas não será regido por este edital nem será executado pela Fundação Universa. ",/questoes-de-concursos/questoes/29d3402a-ee
90," A negação lógica da sentença “Se corro muito, então fico cansado” é: ",Corro muito e não fico cansado. ,"Se não corro muito, então não fico cansado. ","Se corro muito, então não fico cansado. ",Não corro muito e fico cansado. ,Não corro muito ou fico cansado. ,/questoes-de-concursos/questoes/f987f2c3-ee
91,none,none,none,none,none,none,/questoes-de-concursos/questoes/1e37cc4f-ed
